NUTS,Name,Unit,NACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
HU23,Dél-Dunántúl,Million EUR,L,233.7,261.4,293.2,302.6,327.2,354,353.6,409.5,441.9,394.4,481.2,471.6,444.3,450,431.8,459.1,500,565.3,599,637.7
HU23,Dél-Dunántúl,Million EUR,M-N,160.5,218.9,261,306.1,316.6,341.9,321.9,343.3,390.2,327.5,338.4,330,325,333.9,338.8,381.7,383.1,423.1,485.6,518.4
HU23,Dél-Dunántúl,Million EUR,O-Q,646.6,811.1,1023.5,1170.6,1218.2,1291.8,1252.7,1353,1381.6,1215.6,1288.7,1204.7,1250.1,1301.6,1216.8,1381.8,1483.9,1632.9,1719.8,1721.4
HU23,Dél-Dunántúl,Million EUR,R-U,79.4,97.2,118.4,117.1,130.5,143.4,140.7,156.3,176.9,147.8,160.8,164,150.8,155.2,159.8,167.6,171.5,198.5,213.3,235.3
HU31,Észak-Magyarország,Million EUR,A,215.9,253.3,257.3,250,326.4,289,273.2,287.5,305,225.6,232.6,317,315.2,322.2,337.9,353.3,368.9,388.6,381.8,392.1
HU31,Észak-Magyarország,Million EUR,B-E,1216,1482.7,1673.9,1644.4,1886.3,2216,2292.4,2510,2358.9,1861.1,2017.2,2077.7,2027.4,2258.1,2450.2,2924.5,2992.3,3498.4,3681.8,3549
HU31,Észak-Magyarország,Million EUR,F,173.4,223,295.3,286.4,320.2,370.9,350.8,347.3,371.9,324.9,301,298,269.5,301.3,326.8,338.7,296.8,334.2,432.6,533.5
HU31,Észak-Magyarország,Million EUR,G-I,548.4,649.4,760.1,754.8,861,909.3,917,1017.3,1064,897.5,924.5,943.5,906.8,909.9,1013.7,1049.3,1061.5,1135,1238.4,1336.7
HU31,Észak-Magyarország,Million EUR,J,108.8,108.5,126.1,129.8,132.7,143.2,142,158.8,155.5,90.1,90.9,99.4,87.6,80.5,90.6,95.5,112.5,120.8,126.3,131.4
HU31,Észak-Magyarország,Million EUR,K,76.7,82.1,105.3,113.1,113.1,153,159.8,169.3,173.7,149.9,138.5,136.2,127.3,101.4,97.2,89.2,86,90.9,88.7,106
HU31,Észak-Magyarország,Million EUR,L,199.9,235.5,267.1,275.3,300.3,329.2,329.7,376.5,409.5,368.4,443.3,430.1,408,404.1,404.5,413.9,450.9,497.8,541.7,627.4
HU31,Észak-Magyarország,Million EUR,M-N,156.1,198.6,250.2,283.9,305.4,315.1,299.7,298.9,352.6,292.4,291.7,323,317.5,343.7,358,378.6,357,449.5,511.5,555.3
HU31,Észak-Magyarország,Million EUR,O-Q,746.5,942.3,1187.8,1362,1396.9,1513.5,1432,1505.4,1580.9,1392,1461.5,1388.3,1371.4,1476.8,1441,1645.7,1751.6,1915.8,1917.8,1965
HU31,Észak-Magyarország,Million EUR,R-U,78.2,95.6,117.3,127.6,132.6,146.3,144.6,157.9,167.2,150.1,157.6,164,151.8,144.5,153.6,177.6,194.7,207.3,228.8,244.4
HU32,Észak-Alföld,Million EUR,A,529.4,641,635,600.3,764.8,731.2,669.9,694.7,741.4,566.5,581.3,852.6,854.4,875.3,917.1,925.9,983.7,1063.5,1065.4,1101.2
HU32,Észak-Alföld,Million EUR,B-E,1070.1,1386,1658.2,1732.4,1830.4,1890.1,2002.3,2070,2138.5,2012.7,2132.3,2349.1,2233.3,2184,2321.1,2502.7,2444.3,2716.1,2835,2942.8
HU32,Észak-Alföld,Million EUR,F,220.1,302.5,356.8,358.8,411,496.6,481.1,438.1,456.3,396.3,373.9,375.7,367.1,380.6,418,462.1,393.5,478.9,620.5,765.2
HU32,Észak-Alföld,Million EUR,G-I,843.1,996.2,1158.1,1153.6,1254.5,1318.2,1365.3,1517.5,1583.5,1288.8,1339.5,1365.5,1369.7,1339.6,1454.2,1436.5,1461.1,1596.9,1781.9,1844.5
HU32,Észak-Alföld,Million EUR,J,124.9,132.4,153.6,153.5,151.8,173.9,169.7,205.9,214.6,139.3,147.1,154.7,157.7,144.5,171.2,181.6,196.1,207.9,233.7,240.2
HU32,Észak-Alföld,Million EUR,K,85.9,97.6,123.4,139.1,143.1,186.2,195.6,209.7,218.9,195.2,189.6,191.7,172.8,141.5,131.5,129,129.1,137.4,128.7,162.1
HU32,Észak-Alföld,Million EUR,L,319.8,382.7,431.6,446.5,479.5,522.5,532.5,609.4,658.6,620.6,714.7,699.1,665.5,661.2,657.4,689.3,748.6,834.9,889.7,986.8
HU32,Észak-Alföld,Million EUR,M-N,231.4,287,351.5,394.6,419.1,427.5,426.7,439,504.7,458.3,465.3,478.3,454.8,480.3,463.8,475.4,503.3,574.3,634.9,717.7
HU32,Észak-Alföld,Million EUR,O-Q,914.1,1179.6,1430.3,1631.4,1705,1867.5,1793,1875.6,1958.9,1765.9,1854.3,1721.3,1760.5,1867.3,1860.2,2062.5,2240,2389.8,2480,2689.9
HU32,Észak-Alföld,Million EUR,R-U,102.1,122.9,147.7,153,153.4,179.1,173.9,198,220.8,182.4,196.9,201.5,179,207.9,238.4,241.1,234.2,308,339.5,306.8
HU33,Dél-Alföld,Million EUR,A,561.7,667,686,664.4,826.4,760.9,752.2,848.5,872.1,661.9,679.2,895.4,869.8,946.1,957.6,1002.9,1048.5,1096,1091.2,1109.4
HU33,Dél-Alföld,Million EUR,B-E,1047.3,1232.6,1411.3,1342.2,1477.7,1597.1,1645.7,1794.5,1923.4,1667,1693.2,1775.1,1884.2,2055,2183.1,2351.4,2367.9,2483.4,2704.3,2721
HU33,Dél-Alföld,Million EUR,F,226,279.9,379.5,383.8,405.2,489.7,467.9,431.4,470.2,403,387.8,376.7,351.8,395,469.6,550.1,408.8,582.7,776.5,927.7
HU33,Dél-Alföld,Million EUR,G-I,784,920.6,1059.1,1037.8,1196.7,1252.3,1280.8,1430.1,1529,1309.8,1282.1,1362.5,1323.9,1297.6,1470.9,1524.9,1526.4,1630.1,1817.7,1905.2
HU33,Dél-Alföld,Million EUR,J,138.5,149.5,172.7,179.9,179.8,200.8,186.2,206.2,213,123.7,129.6,141.2,150.9,118.7,156,166.9,174.8,194.1,205.5,229.8
HU33,Dél-Alföld,Million EUR,K,89.7,97.5,126.2,143,149.8,203.7,209.1,223.9,230.8,205.2,206.5,197.2,180.2,147.1,134.7,126.7,124.4,133.6,121.6,150
HU33,Dél-Alföld,Million EUR,L,312.6,364.1,422.5,434.8,481.9,514.8,519.3,583.6,633.3,589.1,717.3,689.2,643,626.2,625.6,659.2,715.1,790.8,838.2,925
HU33,Dél-Alföld,Million EUR,M-N,222.4,272.1,334,360,392,423.4,423.8,417.9,489.9,427.9,441,463.8,418.7,463.8,447.2,447.4,472.1,566.1,633.8,721.4
HU33,Dél-Alföld,Million EUR,O-Q,835.8,1029.8,1341.8,1480.4,1562.8,1669.9,1648.4,1717.9,1802.3,1537.7,1642.9,1563.9,1573.8,1674.8,1600.3,1822.8,2003.1,2092.6,2210.3,2304.5
HU33,Dél-Alföld,Million EUR,R-U,110.5,133.3,156.4,151.9,152.7,172.1,168.9,195.3,210.1,180,211.3,196.4,175.9,185.4,190.4,214.5,228.6,248.4,274.9,299.4
IE04,Northern and Western,Million EUR,A,586,524.9,510.6,462.6,531.9,382.7,374.2,448.1,334.9,227.5,384.4,469.3,386.6,426.1,515.2,482.8,516.3,697.3,610,695.2
IE04,Northern and Western,Million EUR,B-E,2472,2958.2,3233.6,3255.8,3183.3,3249.1,3388,3545.6,4184.9,3792.2,3090.2,3028.4,3065.9,3710.8,4998.5,4098.8,4481,4964.2,5287.7,6314.9
IE04,Northern and Western,Million EUR,F,1050.4,1228.1,1314.4,1503.6,1813.6,2233.9,2678.2,2417.3,1694.8,579.2,310.4,228.4,410.8,527.5,656.2,714.1,852.6,1073.2,1162.2,1298.1
IE04,Northern and Western,Million EUR,G-I,2096.9,2057.6,2243.3,2531.5,2652.5,2966.5,3273.5,3615.8,3602.8,3061,3353.8,3387.1,3545.1,3762.1,3777.9,4013.2,4454.8,4503.8,4493.6,4795.1
IE04,Northern and Western,Million EUR,J,429.1,439.5,434.2,485,521.9,543.7,563.7,615.9,887.2,572.2,776.7,762.8,773,806.5,900.9,981.9,957.6,967.8,1111.6,1128.2
IE04,Northern and Western,Million EUR,K,422.3,476.7,513.4,673.4,742.6,859.3,912.4,958.3,1153.1,895.9,915,849.9,735.9,546,716.9,674.3,705.1,560.1,537,697
IE04,Northern and Western,Million EUR,L,587.5,687,788.2,820.4,837.6,862.9,936.9,1075.5,1119.5,774.4,873.3,793.7,889.9,928,1027.1,1048.6,1219.8,1191.1,1282.1,1427
IE04,Northern and Western,Million EUR,M-N,452.4,503.1,510.2,605.6,694.2,872.2,911.9,998.5,1340.5,969.9,821.7,894.8,1136.1,1426.8,1578.1,2129.1,2405.5,1953.1,2300,2934.7
IE04,Northern and Western,Million EUR,O-Q,1850,2104.8,2412,2727.4,3030.1,3396.4,3171.1,4028,4481.7,4690.4,4061.5,4308,3922.6,3906.9,3947.2,4042.7,4241.4,4291.3,4577.1,5317.5
IE04,Northern and Western,Million EUR,R-U,222.3,255.5,282.1,310,324,349.4,399.3,419.4,444.9,387.8,393.9,347.7,328.5,416.8,372.5,376,390.7,425.1,446.2,476.2
IE05,Southern,Million EUR,A,1589.5,1424.2,1377,1261.3,1435.6,1025.9,986.8,1190.6,949.5,525.8,889,1194.4,976.7,1110.5,1419.1,1347.9,1474.5,2054.9,1659.5,1800.9
IE05,Southern,Million EUR,B-E,12490.5,15528.1,18279,16634.8,16181.6,17203.8,17978,18439,12827.9,17543.3,20804.9,18877.1,15971.4,16611,22249.2,71064.8,66339.2,67622.9,72248.4,76651.4
IE05,Southern,Million EUR,F,2351.4,2741.7,2944.8,3377.9,4057.4,4919.6,5885.3,5468.7,3777.9,1484.3,831.4,586.8,917.7,1170.8,1462,1598.1,1858.1,2361.8,2529.4,2771.4
IE05,Southern,Million EUR,G-I,4878.6,4812.3,5226.7,5861.6,6177.1,6901.7,7580.3,8323.6,7843.5,7210.8,7156.2,7351.2,7637.4,8456.9,8551.6,8438.2,9068.2,9483.8,9618.1,10353.9
IE05,Southern,Million EUR,J,647,724.8,708.6,713.3,748.6,853.4,902.5,949.4,974.9,983.8,1130.5,1099.3,1173.4,1138.1,1388.1,1539.9,1572.5,2073.6,2074.4,3831.5
IE05,Southern,Million EUR,K,864.1,979.7,1051.2,1338.1,1470.2,1750.5,1905.2,1930.4,2180.9,1650.6,1743.1,1732,1761.8,1621.9,1686.4,1619.4,1675.5,1619.5,1617.9,2080.3
IE05,Southern,Million EUR,L,1297.5,1518.1,1746,1814.7,1850.4,1893.2,2088.8,2408.7,2393.7,1681.2,1755.3,1886.5,2032.6,2137.5,2474.3,2770.3,2987.2,3097.4,3309.8,3714.7
IE05,Southern,Million EUR,M-N,1558.5,1736.9,1748.4,2043.5,2371.6,3144,3419.4,3748.8,3874.8,3907.4,3590.3,3875.8,3761.6,3605.1,4161.9,4739.8,5255.8,6067.2,6295.4,7125.7
IE05,Southern,Million EUR,O-Q,3902.2,4529.9,5157.4,5819.7,6351.5,7003.9,7770,8366.4,8887,8806.3,7850.7,8428.8,7997.9,7948.6,8807.8,8982.5,8790.2,8934.9,9540.9,10100.8
IE05,Southern,Million EUR,R-U,502.1,571.3,640.2,693.2,729.5,780.5,900.7,1005.7,931.3,860.5,866.2,805.4,774,793.4,827.7,848.3,851.8,1000,1037.7,1096.3
IE06,Eastern and Midland,Million EUR,A,542.3,485.2,472.4,430.7,492.1,351.6,342.4,417.2,307.6,192.5,324.6,410.4,367.5,406.8,490.9,520.5,562.6,755.4,642.2,731.6
IE06,Eastern and Midland,Million EUR,B-E,12283.9,15044.2,17558.1,17138,16763.1,16075.4,16892.5,18170.5,20492.1,17911,12830.8,17809.5,19919.8,18871.5,16123.5,20733.6,22603,27542.5,34842.8,34101.8
IE06,Eastern and Midland,Million EUR,F,3529.2,4111.6,4412.6,5051.7,6076.2,7468.5,8801.5,8176.1,5576.5,2107,1200.6,864.2,1363.4,1779.3,2309.2,2596.5,3023.8,4043.1,4363.7,4709.5
IE06,Eastern and Midland,Million EUR,G-I,9849.9,9707.2,10574.8,11870.8,12484.1,13812.8,15236.7,16924.8,15807.2,14367.6,14381.3,14843.1,15265.4,16448.3,16946,17845.1,18704.5,20453.2,20709.8,21748.6
IE06,Eastern and Midland,Million EUR,J,6688.2,6679.7,6641.9,7240,8224.9,8841.1,8828.7,9816.8,10889.6,11196.5,12101.1,12185.3,13519.2,14918.4,16820.5,20515.6,22406.2,28346.8,36393.8,45774.8
IE06,Eastern and Midland,Million EUR,K,5914.4,6694.8,7302.3,9432.8,10617,11994.5,13051.9,14518.2,13087.1,13497.3,14821.1,12850.1,12334.8,10922.8,12686.3,14170.6,13785.7,13527.4,14824.3,14547.7
IE06,Eastern and Midland,Million EUR,L,4982.8,5841.3,6730.6,7007.4,7047.5,7258,8057.4,9400.1,9276.3,5820.4,7225.8,7553.6,8337.2,8942.4,9694,10714.1,11314.5,12204.4,14143,15351.3
IE06,Eastern and Midland,Million EUR,M-N,4233.1,4683.8,4792.5,5522,6461.3,8165.6,9057,10180.9,9272.7,8283.9,9506.3,10493.9,10769.7,12607,14626.4,17866,18690.5,22430.7,26878.4,29390
IE06,Eastern and Midland,Million EUR,O-Q,7102.5,8225.7,9292.2,10485.6,11589.3,12285.4,13916.2,14851.8,16168.1,15990.1,16011.1,15215.6,16102.9,15809.5,15404.9,15915.8,16819.9,18432.6,19180.3,20048.5
IE06,Eastern and Midland,Million EUR,R-U,1345.2,1538.1,1706.1,1874.8,1968.7,2077.4,2367.7,2655.9,2572.2,2365.2,2322.7,2159.9,2113.6,2199.9,2287.1,2267.2,2325.2,2749,2944.7,3027
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,A,586,524.9,510.6,462.6,531.9,382.7,374.2,448.1,334.9,227.5,384.4,469.3,386.6,426.1,515.2,482.8,516.3,697.3,610,695.2
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,B-E,2472,2958.2,3233.6,3255.8,3183.3,3249.1,3388,3545.6,4184.9,3792.2,3090.2,3028.4,3065.9,3710.8,4998.5,4098.8,4481,4964.2,5287.7,6314.9
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,F,1050.4,1228.1,1314.4,1503.6,1813.6,2233.9,2678.2,2417.3,1694.8,579.2,310.4,228.4,410.8,527.5,656.2,714.1,852.6,1073.2,1162.2,1298.1
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,G-I,2096.9,2057.6,2243.3,2531.5,2652.5,2966.5,3273.5,3615.8,3602.8,3061,3353.8,3387.1,3545.1,3762.1,3777.9,4013.2,4454.8,4503.8,4493.6,4795.1
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,J,429.1,439.5,434.2,485,521.9,543.7,563.7,615.9,887.2,572.2,776.7,762.8,773,806.5,900.9,981.9,957.6,967.8,1111.6,1128.2
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,K,422.3,476.7,513.4,673.4,742.6,859.3,912.4,958.3,1153.1,895.9,915,849.9,735.9,546,716.9,674.3,705.1,560.1,537,697
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,L,587.5,687,788.2,820.4,837.6,862.9,936.9,1075.5,1119.5,774.4,873.3,793.7,889.9,928,1027.1,1048.6,1219.8,1191.1,1282.1,1427
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,M-N,452.4,503.1,510.2,605.6,694.2,872.2,911.9,998.5,1340.5,969.9,821.7,894.8,1136.1,1426.8,1578.1,2129.1,2405.5,1953.1,2300,2934.7
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,O-Q,1850,2104.8,2412,2727.4,3030.1,3396.4,3171.1,4028,4481.7,4690.4,4061.5,4308,3922.6,3906.9,3947.2,4042.7,4241.4,4291.3,4577.1,5317.5
IE01,"Border, Midland and Western (NUTS 2013)",Million EUR,R-U,222.3,255.5,282.1,310,324,349.4,399.3,419.4,444.9,387.8,393.9,347.7,328.5,416.8,372.5,376,390.7,425.1,446.2,476.2
IE02,Southern and Eastern (NUTS 2013),Million EUR,A,2131.8,1909.4,1849.4,1692,1927.7,1377.5,1329.2,1607.8,1257.1,718.3,1213.6,1604.8,1344.2,1517.3,1910,1868.4,2037.1,2810.3,2301.7,2532.5
IE02,Southern and Eastern (NUTS 2013),Million EUR,B-E,24774.4,30572.3,35837.1,33772.8,32944.7,33279.2,34870.5,36609.5,33320,35454.3,33635.7,36686.6,35891.2,35482.5,38372.7,91798.4,88942.2,95165.4,107091.2,110753.2
IE02,Southern and Eastern (NUTS 2013),Million EUR,F,5880.6,6853.3,7357.4,8429.6,10133.6,12388.1,14686.8,13644.8,9354.4,3591.3,2032,1451,2281.1,2950.1,3771.2,4194.6,4881.9,6404.9,6893.1,7480.9
IE02,Southern and Eastern (NUTS 2013),Million EUR,G-I,14728.5,14519.5,15801.5,17732.4,18661.2,20714.5,22817,25248.4,23650.7,21578.4,21537.5,22194.3,22902.8,24905.2,25497.6,26283.3,27772.7,29937,30327.9,32102.5
IE02,Southern and Eastern (NUTS 2013),Million EUR,J,7335.2,7404.5,7350.5,7953.3,8973.5,9694.5,9731.2,10766.2,11864.5,12180.3,13231.6,13284.6,14692.6,16056.5,18208.6,22055.5,23978.7,30420.4,38468.2,49606.3
IE02,Southern and Eastern (NUTS 2013),Million EUR,K,6778.5,7674.5,8353.5,10770.9,12087.2,13745,14957.1,16448.6,15268,15147.9,16564.2,14582.1,14096.6,12544.7,14372.7,15790,15461.2,15146.9,16442.2,16628
IE02,Southern and Eastern (NUTS 2013),Million EUR,L,6280.3,7359.4,8476.6,8822.1,8897.9,9151.2,10146.2,11808.8,11670,7501.6,8981.1,9440.1,10369.8,11079.9,12168.3,13484.4,14301.7,15301.8,17452.8,19066
IE02,Southern and Eastern (NUTS 2013),Million EUR,M-N,5791.6,6420.7,6540.9,7565.5,8832.9,11309.6,12476.4,13929.7,13147.5,12191.3,13096.6,14369.7,14531.3,16212.1,18788.3,22605.8,23946.3,28497.9,33173.8,36515.7
IE02,Southern and Eastern (NUTS 2013),Million EUR,O-Q,11004.7,12755.6,14449.6,16305.3,17940.8,19289.3,21686.2,23218.2,25055.1,24796.4,23861.8,23644.4,24100.8,23758.1,24212.7,24898.3,25610.1,27367.5,28721.2,30149.3
IE02,Southern and Eastern (NUTS 2013),Million EUR,R-U,1847.3,2109.4,2346.3,2568,2698.2,2857.9,3268.4,3661.6,3503.5,3225.7,3188.9,2965.3,2887.6,2993.3,3114.8,3115.5,3177,3749,3982.4,4123.3
ITC1,Piemonte,Million EUR,A,2052.5,2282.2,2173.4,2183,2273.8,1725.7,1851.2,1807.8,1854.8,1663.2,1669.7,1885.4,1966.5,2146.4,2093.4,2062.5,2025.7,2010.5,2095.7,2030.8
ITC1,Piemonte,Million EUR,B-E,24583.6,24549.4,24848.1,24796.6,24618.5,24683.4,25677.7,27793.3,27343.1,23105.6,26044.9,26584.4,25390.6,25677.4,25620.6,27076.4,28595.3,29630.8,30364.2,29963.9
ITC1,Piemonte,Million EUR,F,4163.1,4788.1,4774.3,5311.6,5527.4,5842,6614.7,6621.4,7100.2,6333.4,6429.8,6548.4,6115.2,5723.3,5181,5074.6,5023.2,5325.4,5355.8,5527
ITC1,Piemonte,Million EUR,G-I,17040.8,17968.4,18284.1,19276.7,20975.9,21613,21454.3,21800.2,22060.2,21092.7,21006.3,21767.5,20563.4,20361.2,20564.2,20826.5,21548.7,22758.3,22866.5,23606.6
ITC1,Piemonte,Million EUR,J,4459.1,5194.3,5669.7,5744,5662.6,5979.4,5909.8,5916.1,6142,6167.2,6186.1,6114.6,5365.9,5951.4,5760.2,5327.2,5596.1,5897.3,5811.4,5079
ITC1,Piemonte,Million EUR,K,4460,4973.1,4805.4,5262.8,5190.2,5567.8,5720.1,6338.6,5930.3,5260.2,5446.2,5557.4,5012.7,5828.2,6037.8,6373.3,6310.8,6269,6730.1,7242.8
ITC1,Piemonte,Million EUR,L,9126.1,9855.8,10995,11566.7,12194.4,12467.3,13177.3,13383.7,13710,13839.5,14040.6,14509.7,15002.8,15140.2,15316.8,15624.1,15916.6,15887.8,16083.8,16491.4
ITC1,Piemonte,Million EUR,M-N,9230.6,9123,9602.1,10089.1,10589.6,11024.3,11006.3,11301.7,11473.2,10258.4,10512.4,10705.1,10575.2,10519.2,10258.5,10792.8,10773,11600,11947.8,11785.3
ITC1,Piemonte,Million EUR,O-Q,11583.4,12352.8,12953.5,13703.1,14428.1,15116.2,16095.7,16341.3,16278.6,16246.1,16374.9,16374.2,16172.8,16126.2,16293.9,16141.3,16255.4,16419.4,17021.8,16987.2
ITC1,Piemonte,Million EUR,R-U,2630.7,2675.8,2777.3,2977,3177.8,3368.4,3514.5,3615,3926.4,4293.9,4328.9,4613.6,4566,4612.7,4576.7,4747.1,4754.3,4808.9,4842.9,4851.4
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,A,44.1,47.4,51.3,54.2,50,48.2,48.8,53.9,54.7,48.8,51.2,54.3,56.7,59.1,57.1,52.5,51.2,51.2,52.6,56.7
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,B-E,489.1,528.5,566.4,624.4,649,677.3,681.6,723.2,709.8,541.7,569.9,561.9,626.2,581.2,556.3,546.9,482.6,550.6,587.6,606.3
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,F,189.6,194.5,226.4,248.9,268.4,291,301,311.5,343.8,344.2,348.7,340.2,332.9,310.2,283.7,260.8,233.2,241.8,235.4,243.6
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,G-I,736.2,718.9,676.4,664,703.9,731.7,736.6,757.3,857.3,778.2,834.7,883.9,884.1,844.8,848.9,874.7,937.9,972.3,980.3,989.8
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,J,73.9,126.3,130.2,136.6,128.4,138.6,133.3,132.2,89.3,104.1,111.5,106.1,118.6,101.6,86.4,84.9,94.7,91.2,114.5,104.3
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,K,164,185.4,167.1,181,171.8,166.3,169.7,184.1,177.8,161.3,171,172.8,189.3,210.8,203.5,199.8,183.3,180.9,176.4,165.9
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,L,407.3,461.9,494.6,556.6,586.2,616.2,639.1,651.1,664.1,653.6,659.2,695.9,663.1,647.6,691.1,703.8,700.2,714.4,723.8,734.7
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,M-N,231.5,214,210.1,228.4,233.3,240.2,233.7,244.7,231.7,246.7,270.1,272.6,281.3,257.9,262.1,247.2,248.7,262.4,270.3,257.3
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,O-Q,631.9,686.7,768.2,814.7,831.5,817.9,894.8,900.6,994.7,1036,1037.1,1044.2,1029.2,1008.8,1005.2,1026.5,1018.3,1027.3,1004.5,999.9
ITC2,Valle d'Aosta/Vallée d'Aoste,Million EUR,R-U,115.7,104.5,96.3,145.8,129,144.2,152.3,151.4,143.8,177.2,208.4,214.4,198.4,190.5,179.5,186,190.1,192.2,183.3,200.9
ITC3,Liguria,Million EUR,A,640.3,618,638.1,657.8,618.5,637.5,617.5,609.3,570,560.5,532,513.9,493.6,497.6,453.2,495.4,449.8,462.8,447.2,477
ITC3,Liguria,Million EUR,B-E,5337.1,5650.1,5377.4,4992.7,5080.3,5306.1,5718.2,6397,6533.2,5967,5590.2,5445.4,5544.1,5484.8,5773.9,5688.3,5909.8,6298.6,6328.2,7004.5
ITC3,Liguria,Million EUR,F,1276.4,1641.6,1708.6,1922.4,2122.2,2045,2045.3,2190,2313.9,2299,2306.5,2410.5,2224.2,2165,1928.6,1984.1,1982.4,2008.4,1904.2,2063.4
ITC3,Liguria,Million EUR,G-I,9604.5,10221.8,10184.5,10449.9,11173.1,11439.4,11403.3,12348.4,12907.8,11679.2,11130.3,11560.1,10891.2,10732.4,11203.5,11272.5,11639.6,11921,11930.1,11823.5
ITC3,Liguria,Million EUR,J,1157.6,1073.4,1122.2,1129.2,1105.9,1111.7,1143.8,1148.1,1077.8,1039.1,1082.4,975.5,956.3,938.1,919.4,924.8,1006,1072.4,996.9,997.4
ITC3,Liguria,Million EUR,K,1736.7,1813,1762,1779.8,1715.7,1842.8,1948.5,2141.7,2134.1,1916,1965.2,2052.4,1992.9,1948.5,1865.1,1942.7,1950.2,1823.2,1833.5,1789.8
ITC3,Liguria,Million EUR,L,4054.2,4360.2,4809.8,5471,5683.1,5860.7,6243.6,6358.8,6327.1,6479.9,6585.3,6963.8,7229.6,7298.9,7471.3,7704.8,7738.2,7723.7,7795.8,7950.2
ITC3,Liguria,Million EUR,M-N,2663.2,2820.9,2887.2,3178.9,3133.7,3268.9,3308.5,3522.9,3757.3,3290.9,3446.8,3489.5,3503.1,3428.5,3438.6,3511,3550.9,3616,3748.8,3534.3
ITC3,Liguria,Million EUR,O-Q,4906.7,5279.9,5450.8,5880.8,6079.8,6257.6,6270,6325.1,6453.4,6711.5,6904.5,6942.2,6846.3,6747.8,6867.3,6932.3,6943,7090.1,7235.2,7282.5
ITC3,Liguria,Million EUR,R-U,1391.7,1511.5,1453,1520.7,1587.8,1606.5,1650.3,1675.4,1816.6,1896.5,1921.6,1997.5,1883.7,1940,1940.5,1955.1,1993.3,2055.3,2014,2015.3
ITC4,Lombardia,Million EUR,A,3694.7,3901,3740.8,3640.5,3641.9,3099.4,3198,3253,3361.6,3024.1,3047.5,3444.2,3574.6,3702.9,3773,3688.7,3640.9,3945.4,3860.6,3852.7
ITC4,Lombardia,Million EUR,B-E,63858.9,65396.5,67264,67258,70816.6,71592.4,73057.3,76359.4,75269.9,67560.8,70883.8,73061,71370.9,71148.3,71871.3,73228.2,76618.8,78427.2,80819.8,80444.1
ITC4,Lombardia,Million EUR,F,10369.4,11251.4,12461.6,13021.6,14546.6,16069.6,15472.6,16898.7,17751.3,16699.2,16535,17141.4,15805.4,14761.7,13852.6,12989.3,13413.8,13727.9,13579.7,14548.1
ITC4,Lombardia,Million EUR,G-I,48166.3,51164.9,53363.2,54696.8,54012.3,54589.4,55281.8,57835.3,61157.2,59043.9,62408,63515.9,61895.3,61172,63354.7,65803.1,68035.5,71347.3,73376,75215.2
ITC4,Lombardia,Million EUR,J,11299.7,13739.8,15212.3,15437.2,15593.1,15667.4,15864.9,15805.1,16573.9,16186.2,17767.7,16913.7,15942.5,14611.8,14229.8,15629.7,17136.5,17785,17903.3,17834.2
ITC4,Lombardia,Million EUR,K,15814.3,17652.5,17491.2,19278.7,19353.6,20538,21212.3,23939.4,24283.9,23042.7,23877.9,24892.6,24568.8,24493,26732.9,25638.6,25268.7,24465.6,24382.3,25020.1
ITC4,Lombardia,Million EUR,L,22056.5,23675.4,25291,27603.4,29827.9,31039.9,33444.4,34612,36767.8,37258.4,37712.8,39201.6,40075.1,39774.7,39856.6,42201.9,42794.2,43312.8,43958.2,44960.1
ITC4,Lombardia,Million EUR,M-N,25427.3,25963.7,26621.2,29285.8,29651.5,30623.4,31452.7,31894.1,36656.8,34548.8,35392.5,35658.9,35344.6,36331,37560.5,38386.5,39128.9,40611,43966.8,43891.3
ITC4,Lombardia,Million EUR,O-Q,24261.3,25511,27000.8,27704.6,28815.9,30322,31018.5,31921.1,33256.9,33348.8,35464.7,35801.1,35290.8,36015.6,36727.3,36618.4,37090.3,37555.7,38599.7,38415.5
ITC4,Lombardia,Million EUR,R-U,7899.9,8134.5,8771,8692.3,8902.1,8982.2,9613.8,9955.9,10566,11088.5,11356,11690.9,11535.7,11302.8,11434.1,11524.7,11846.4,12418.2,12665.3,12738.8
