NUTS,Name,Unit,NACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,B-E,12528.7,12654.7,12808.8,12717.7,13923,14476.5,14482.5,14541.3,13669.6,12850.9,13504.7,14193.2,15247,15136.7,15559.4,15991,15849.8,15827,16422.4,17014.7
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,F,4305.7,4750.1,5102.3,5378.9,5873.7,6442,7100.2,7920.3,8812.9,8354,8486.8,8657.2,8453.6,8605.4,8398.3,8227.3,8280.9,8538,8854.2,9405.8
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,G-I,17823.9,19300.8,20082.5,21034.7,21524.8,21888,22344.9,23949.2,24854.9,24077.3,25286.7,25059.6,26340.1,26121.6,26288.9,26931.3,26506.6,28005.2,28006.1,29765.7
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,J,2884.1,3249.8,3552.8,3709.2,4066.9,4011.6,4250,4084,4643.4,4670.6,4570.8,4753.9,5113.8,5106.4,5384,5620.8,6071,6247.4,6500,6718.3
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,K,2822.7,2632.2,2676.1,2680.4,2816.1,2942.4,3149.6,3152.6,2883,3269.8,3901,3691.7,3792.6,3979.4,4141.5,4109.6,3961.4,3742,3994.3,3858.4
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,L,13076.9,13831.3,14045.2,14638.9,15560.4,16768.2,18207.1,19565.1,18641.4,17966,17922.5,17943.7,18352.7,18420.6,18793.7,19159,19824.5,20307.4,20691,20668.4
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,M-N,8966.4,9610.1,9958.2,10575.2,11537,12285,13183.7,13619.3,14761.1,14443.7,14830.2,15972.7,15730.6,15739.1,15625.8,16166.6,16972.3,17791.5,18606.7,18725.5
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,O-Q,23339.6,24327,24947,26030.4,27180,28673.4,29929.1,30340,31102.4,32302.9,34319.6,35026.2,36002.2,35271,35887.1,36193.6,36360.5,36790.7,37451,38002.7
FRL0,Provence-Alpes-Côte d'Azur,Million EUR,R-U,2780,3146.5,3391.1,3517.4,3823.8,3986,4178.2,4209,4254.3,4251.2,4362.6,4209.7,4061.4,4257.3,4210.7,4222.2,4357.4,4406.9,4472.4,4612
FRM0,Corse,Million EUR,A,100.7,108.4,100.1,88.8,104.7,104.9,112.4,86.7,99.1,106.2,106.5,108.5,110,110.6,96.6,105.7,121.3,87,102.7,89.1
FRM0,Corse,Million EUR,B-E,346.5,354.7,377.4,386.7,399,384.7,403.3,398.8,372.6,383.1,391.7,425.4,438.5,473.5,520.3,532.1,529.3,540.6,563.1,607.7
FRM0,Corse,Million EUR,F,256.8,281.3,306.1,336.6,393.8,438.1,498.2,575.2,672.2,706.1,708.3,777.4,782.6,784.1,759.9,730.8,711.2,777.9,800.2,868.8
FRM0,Corse,Million EUR,G-I,912.4,1012,1064.9,1139.4,1145.5,1172.7,1239,1214.6,1585.9,1601.9,1608.7,1686.6,1628.2,1629.6,1609.9,1771.2,1858,1857.8,1931.3,1946.4
FRM0,Corse,Million EUR,J,100,117.2,130.6,132.7,144.4,151.1,160.5,157.8,138.2,147.4,134.2,135.3,131.1,146.3,153.1,159.5,169.3,170.2,169.6,173.1
FRM0,Corse,Million EUR,K,106.5,102.1,95.2,94.8,102.5,112,119.5,125.7,117.8,135.4,168,160.3,164.1,174.8,187.4,190.5,185.8,184.6,197,191.8
FRM0,Corse,Million EUR,L,595.4,630.3,642.5,689.8,715.1,774.3,852.9,912.2,801.2,828.6,812,823.7,815,819.5,847.5,872.2,918.6,937.7,982.3,990.7
FRM0,Corse,Million EUR,M-N,276.5,321.5,328.4,357.4,348.9,398.6,455.6,466.7,442.1,447.1,381.4,454.9,510.7,493,514.3,531.5,559.3,640.7,675.6,688
FRM0,Corse,Million EUR,O-Q,1419.7,1465.4,1479.2,1507.9,1615.9,1735.8,1785.3,1824.5,2087.5,2179.4,2290.4,2347.5,2411.4,2466.6,2534.4,2564.9,2511.5,2615.8,2679.3,2744.6
FRM0,Corse,Million EUR,R-U,128.5,131,140.9,149.9,163.7,176.9,193.8,221,223.9,223.7,229.6,244.9,265.6,267.9,247.4,245.1,235.5,246.2,245.1,260.7
HR02,Panonska Hrvatska,Million EUR,A,583.1,663,698.4,624.8,776.9,744.9,865.5,904,1048.3,995,908.2,937.7,809.4,866.2,714.8,743.8,808.6,795.8,848.9,864.1
HR02,Panonska Hrvatska,Million EUR,B-E,910.3,943.4,984.2,1079.9,1207.9,1288.3,1550.8,1629.4,1734.8,1689.5,1750.2,1802.8,1828.5,1696,1642.6,1703.5,1729.9,1780.8,1825,1896.3
HR02,Panonska Hrvatska,Million EUR,F,263.7,362.2,372,342.4,330.9,395.3,527.1,617.6,719.2,608.9,460.5,458,367.7,360.5,357.3,377.1,399.8,381.8,424.7,495.9
HR02,Panonska Hrvatska,Million EUR,G-I,588.1,702.5,883.9,1004.4,950.4,1029.8,922.4,966.1,1266.2,1168.5,1050.8,1051.8,991.8,990.6,956.9,994.4,1031.9,1070.7,1090.1,1132.3
HR02,Panonska Hrvatska,Million EUR,J,187.8,203.9,240.7,237.5,192.3,192,234.1,270.5,272.9,246.6,206.7,191,181.4,174.2,151.9,151.5,154.5,140.5,152.2,168
HR02,Panonska Hrvatska,Million EUR,K,193.4,219.7,242.9,193.5,195,240,266.6,279.8,301.9,290.6,262.7,271.6,241.3,225.4,228.9,225.4,230.3,243,223.3,219.9
HR02,Panonska Hrvatska,Million EUR,L,518.9,554.8,600.5,661.8,700.3,754.5,844.3,840.3,924.8,852.5,782.5,797.4,787.5,774.7,774.1,781.8,792.7,818.8,825.8,877
HR02,Panonska Hrvatska,Million EUR,M-N,176.7,195.4,230.3,193.3,201.6,239.4,290.1,340.1,381.5,289.1,294.1,283.8,275.9,279.5,283.5,281.4,301.5,318.8,348.3,376.9
HR02,Panonska Hrvatska,Million EUR,O-Q,875,879.2,933,1033.8,1263,1284.2,1424.6,1582,1575.8,1659.3,1688.8,1652.8,1629.4,1598.6,1569.6,1591.5,1650.1,1704.3,1775.8,1838.6
HR02,Panonska Hrvatska,Million EUR,R-U,77.3,87.4,101.1,112.8,119,132,157.4,167.5,169.4,174.8,185.5,189.1,179.2,181.8,177.9,173.9,191.5,203.8,224.2,265.4
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,A,228.2,252.5,277.6,233.6,290.1,269.3,317.3,304.5,346.6,336.1,304.7,285.5,288,281.2,251.5,254.6,254.1,265.9,285.7,298.1
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,B-E,1328.4,1288.3,1385.4,1443.5,1716.4,1787.7,2032.1,2033,2196.6,2134.9,2255.2,2372.9,2315.2,2079.1,2125.7,2063.4,2124.1,2211.6,2216.7,2140.8
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,F,299.2,385.8,465.5,723.6,894.3,930.7,1106.3,1171.3,1216.6,1122.1,896.1,811.7,668.1,662.8,648.2,678.6,738.3,810.9,955.3,1072.5
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,G-I,1420.6,1681.1,1833.3,2257.2,2478.8,2725.6,2643.5,2828,3532.4,3069.2,2980.6,3013.2,2991.3,3161.8,3173.3,3375.5,3612.7,4005.1,4113.5,4239.6
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,J,283.8,332.3,361.2,378.1,350.2,373.3,401,464.7,512.9,470.2,372.1,362.4,335.4,317.3,295,295.6,306.2,296.2,329.2,352.3
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,K,260.4,304.4,345.3,377.5,396.9,483.6,467.2,591.7,563.1,551.7,547.6,569.3,510.6,482.2,499.1,496.9,512.3,537.3,504.2,535.1
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,L,632.5,681.1,733.8,762.8,846.5,934.8,1061.6,1559.6,1515.7,1520.9,1549.6,1591.5,1587.5,1576.4,1591.2,1625,1668.7,1707.4,1739.9,1859.1
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,M-N,307.3,354.3,418.1,466.2,499.9,599.2,729.1,989.7,967.9,802,837.4,789.6,770.2,779.3,807.2,826,875.5,936.9,1005.8,1084.3
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,O-Q,1187.4,1190.9,1279.7,1364.6,1519.4,1580.4,1748.6,1873.4,1936.8,1991.1,2079,2044.7,2004.1,1960.1,1929.1,1957.6,2050.7,2099.2,2295,2377.8
HR03,Jadranska Hrvatska (NUTS 2016),Million EUR,R-U,146.1,168.2,198.8,213.3,233.3,271.8,340.5,348.9,362.5,401.9,437.6,443.6,453,468.4,467.6,458.2,519.1,567.3,595.3,687.1
HR05,Grad Zagreb,Million EUR,A,18.9,12.5,12.2,25,29.7,26.2,23.3,25.1,31.4,29.7,29.5,29.9,28.4,26.9,28.2,29.7,30.5,30,33.4,33.8
HR05,Grad Zagreb,Million EUR,B-E,1479.4,1741.3,1682.9,1768.5,1997.3,2017.7,1850.5,2041,2168.6,1933.5,1886.5,1861,1840.7,1784.8,1840,1898.6,1990.6,1974.2,1933.5,2126.4
HR05,Grad Zagreb,Million EUR,F,230.2,248.2,234.3,341.5,401.5,536,538.8,596.5,705.3,556.9,442.2,356.3,313,318.7,305.6,314.6,328.9,350.6,390.9,486.3
HR05,Grad Zagreb,Million EUR,G-I,1292,1489.7,1767.6,1902.6,1996.8,2210.8,2993.3,3126.9,2883,2462,2969.2,2932.4,2828.6,2764.1,2680.1,2880.3,2916,3111,3589.2,3812.7
HR05,Grad Zagreb,Million EUR,J,383.3,485.5,555.3,570.8,754,852.9,888.9,860,1044.2,1058.4,1258.8,1196.2,1176.3,1138.5,1106.5,1159.5,1220.7,1391.6,1498.9,1593.6
HR05,Grad Zagreb,Million EUR,K,273.6,347.5,418.2,685.8,737,949,1051.5,1211.2,1442.7,1462.3,1646.7,1734.6,1578.3,1457.8,1487.9,1478,1541.3,1613.9,1650.2,1574.2
HR05,Grad Zagreb,Million EUR,L,327.6,352.2,385.8,386.1,429.1,474.1,493.8,578.4,609.5,668,727.4,746.1,739.5,728.1,725.3,733.6,747.5,764.8,779.4,831.5
HR05,Grad Zagreb,Million EUR,M-N,306,372.4,479.8,701.6,841.8,1021.1,1224.6,1440.6,1728.7,1757.8,1727.6,1727.2,1700.8,1692.8,1692.2,1676,1748.3,1851.8,1895.8,1996.9
HR05,Grad Zagreb,Million EUR,O-Q,1238,1230.9,1338.2,1299.4,1341.9,1491.2,1527.7,1695.9,2078.6,2244.4,2268.2,2257.1,2166,2097.5,2092.6,2129.2,2250.4,2422.6,2477.7,2624.8
HR05,Grad Zagreb,Million EUR,R-U,222.4,263.1,319,307.6,321.8,383.5,396.9,422.4,513.3,469,487.4,497.1,500.6,515.4,531.6,513.7,578.4,622.6,674.2,738.9
HR06,Sjeverna Hrvatska,Million EUR,A,343.7,359.2,404.5,337.5,396.6,383.9,409.9,405.8,457.9,461.2,429.3,401.5,343.4,360.4,301.9,314.7,356.1,351.8,388.8,398.2
HR06,Sjeverna Hrvatska,Million EUR,B-E,1051.4,1033.5,1243.6,1268.1,1347.4,1443,1542,1684.9,1776.8,1787.9,1782.1,1849.2,1835.9,1999.3,1973.8,2008.6,2135.1,2257.9,2363.2,2461.4
HR06,Sjeverna Hrvatska,Million EUR,F,156.7,171.3,222.2,272,267.3,358.4,360.1,417.7,536.5,492.7,302.5,300.4,262.9,263.8,264,276.9,300.8,330.5,364.8,410.7
HR06,Sjeverna Hrvatska,Million EUR,G-I,565.9,692.7,785,869.3,864.5,940.1,1014.3,1181.1,1305.7,1160.5,1092,1135.1,1149.9,1143.4,1115.7,1179.4,1209.2,1321.9,1396.5,1513.5
HR06,Sjeverna Hrvatska,Million EUR,J,75.4,92.4,102.5,104.5,103.7,105.2,122.6,166.3,166.8,139.8,122.8,115,106.6,105.7,95.9,96.7,98.5,98.6,102.5,117.2
HR06,Sjeverna Hrvatska,Million EUR,K,129.9,153.7,171.2,146.8,153.4,166.7,184.9,193.1,220.4,201.5,178.4,186.5,166.9,159.3,163.2,160.3,164.5,173.3,174.6,170.7
HR06,Sjeverna Hrvatska,Million EUR,L,342.8,368.2,396.8,430.6,458.7,498.6,537.7,510.6,590.7,557.6,521.9,536.4,533.1,526.5,527.2,535.5,546.8,562.6,569.4,606.2
HR06,Sjeverna Hrvatska,Million EUR,M-N,121.2,139.2,165.1,144.4,154.8,183.7,237.2,269,302.4,261,238.4,228.2,216.2,213.8,221.8,221,235,257.2,258.2,282.5
HR06,Sjeverna Hrvatska,Million EUR,O-Q,472.7,479.9,510.4,586.1,638.2,674.8,716.4,824.8,822.2,827.9,839.3,836.2,837.7,813.2,808.7,826.1,867.1,908.5,1020.8,1092.4
HR06,Sjeverna Hrvatska,Million EUR,R-U,47.2,53,61.3,71.9,76.9,79.8,93.8,100.7,103.1,105.6,108.5,111.6,107,110.2,110.9,109.4,120.3,140.6,147.3,173.6
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,A,945.7,1034.7,1115.1,987.3,1203.2,1155,1298.7,1334.9,1537.6,1485.9,1367,1369.1,1181.2,1253.5,1044.9,1088.2,1195.2,1177.6,1271.1,1296.1
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,B-E,3441.1,3718.2,3910.7,4116.5,4552.6,4749,4943.3,5355.3,5680.2,5410.9,5418.8,5513,5505.1,5480.1,5456.4,5610.7,5855.6,6012.9,6121.7,6484.1
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,F,650.6,781.7,828.5,955.9,999.7,1289.7,1426,1631.8,1961,1658.5,1205.2,1114.7,943.6,943,926.9,968.6,1029.5,1062.9,1180.4,1392.9
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,G-I,2446,2884.9,3436.5,3776.3,3811.7,4180.7,4930,5274.1,5454.9,4791,5112,5119.3,4970.3,4898.1,4752.7,5054.1,5157.1,5503.6,6075.8,6458.5
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,J,646.5,781.8,898.5,912.8,1050,1150.1,1245.6,1296.8,1483.9,1444.8,1588.3,1502.2,1464.3,1418.4,1354.3,1407.7,1473.7,1630.7,1753.6,1878.8
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,K,596.9,720.9,832.3,1026.1,1085.4,1355.7,1503,1684.1,1965,1954.4,2087.8,2192.7,1986.5,1842.5,1880,1863.7,1936.1,2030.2,2048.1,1964.8
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,L,1189.3,1275.2,1383.1,1478.5,1588.1,1727.2,1875.8,1929.3,2125,2078.1,2031.8,2079.9,2060.1,2029.3,2026.6,2050.9,2087,2146.2,2174.6,2314.7
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,M-N,603.9,707,875.2,1039.3,1198.2,1444.2,1751.9,2049.7,2412.6,2307.9,2260.1,2239.2,2192.9,2186.1,2197.5,2178.4,2284.8,2427.8,2502.3,2656.3
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,O-Q,2585.7,2590,2781.6,2919.3,3243.1,3450.2,3668.7,4102.7,4476.6,4731.6,4796.3,4746.1,4633.1,4509.3,4470.9,4546.8,4767.6,5035.4,5274.3,5555.8
HR04,Kontinentalna Hrvatska (NUTS 2016),Million EUR,R-U,346.9,403.5,481.4,492.3,517.7,595.3,648.1,690.6,785.8,749.4,781.4,797.8,786.8,807.4,820.4,797,890.2,967,1045.7,1177.9
HU11,Budapest,Million EUR,A,68.4,67.9,85,54.9,74.5,73.3,73.8,82.7,76,46.2,37.6,61.8,62.4,70,67.1,69.9,69.7,79.7,73.3,85
HU11,Budapest,Million EUR,B-E,2397.8,2865.8,3585.6,3644.3,4563.7,4772.6,4727.1,4809.3,5306.9,4792,5035.1,4921.5,5112.1,4604.9,4628.8,4719,4740.9,4837.6,4921.2,5336
HU11,Budapest,Million EUR,F,649.2,773,991.6,923.5,1002.2,1221.8,1150.2,1235.7,1259.9,1044.3,921.8,966.6,829.9,860.6,880.5,899.7,857.1,1089.2,1344.8,1718.5
HU11,Budapest,Million EUR,G-I,2903.8,3582.1,4373.7,4317.4,4726.2,5384,5756.8,6694.9,7068.6,5716.3,6301.5,6454.3,6244.3,6780,6982.3,7363.8,7507.7,8127.3,8643,9740.4
HU11,Budapest,Million EUR,J,1295.7,1525.4,1933,2138.9,2279.7,2530.9,2599.3,2980.4,3169.2,3235.8,2814.3,3049.4,3290.9,3435.2,3407,3337.2,3436.8,3805.7,4007.2,4389.6
HU11,Budapest,Million EUR,K,1021.7,1188.6,1470.2,1590.2,1860.3,2170,2568.1,2713.9,2743,2835.1,2968.4,2947.2,2763.2,2588.6,2640.3,2587.4,2616.5,3073.2,3265.4,3741.1
HU11,Budapest,Million EUR,L,1537.7,1787.6,2136.6,2233,2349.9,2625.6,2664.7,3014.5,3236.2,3102.1,3393.9,3459.6,3250,3241,3200.5,3379.3,3708.3,4107.3,4713.4,5483.3
HU11,Budapest,Million EUR,M-N,1562.2,2051.6,2537.9,2570,2863.4,3339.1,3538.7,3783.9,4375.9,4004.9,4325.6,4494.3,4315.7,4349.8,4495.6,4986,5471.6,6328.7,6648.6,6892.8
HU11,Budapest,Million EUR,O-Q,2795.7,2863.1,3600.9,3711.4,4150.9,4663.4,4883.5,5390.4,5878.4,5236.5,5052.9,5303.8,5075.5,4913.7,5709.5,5366.2,5775.7,6317.3,6617,7209
HU11,Budapest,Million EUR,R-U,691.5,867,1104.8,992.2,1063.5,1141.7,1125.1,1281.7,1427.2,1192.8,1193.1,1165.3,1157.5,1211.4,1180.4,1260.1,1298.8,1451.6,1453.2,1677.8
HU12,Pest,Million EUR,A,177.3,213.6,234.2,238.9,277.4,251.2,243.7,314.4,363.7,295.6,177.2,354.5,292.7,288.4,301.7,303.2,333.6,335,295,305.2
HU12,Pest,Million EUR,B-E,1003.4,1362.9,1528.4,1660.1,1965.3,2301.9,2252.7,2986.6,2641.9,2296.8,2551.4,2490.8,2545.8,2420.5,2641.2,2934.9,2707.1,2795.2,2774,2968.8
HU12,Pest,Million EUR,F,291.1,382,465.1,471.8,500.8,581.7,574.4,597.5,645.6,548.8,495.9,467.9,440.8,469.9,493.6,508.6,374.7,661,864.8,1048.4
HU12,Pest,Million EUR,G-I,743.6,957.7,1292.2,1270.1,1521.3,1749.3,1827.4,2210.7,2402,1915.2,1874.6,2063.5,2054.2,2398.7,2456.3,2523.3,2746.9,2891.9,3167.6,3197.4
HU12,Pest,Million EUR,J,210.3,251.4,363.7,396.5,446.7,515.9,524.5,599.8,638.7,549.6,959.6,763.5,428.3,448.8,435.9,438.8,452.2,483.5,536.5,603.4
HU12,Pest,Million EUR,K,51.4,66.4,82,87.4,83.7,102,103.1,123.6,130.6,126.4,121.7,122.4,109.9,94.5,91.5,89.5,100.4,89,90.1,112.7
HU12,Pest,Million EUR,L,481,559.7,644.3,694.4,722.1,801.7,827,931.7,993.9,916.8,1053.1,1053.3,974.3,985.6,973.8,1027.3,1135.5,1290,1426.3,1670.1
HU12,Pest,Million EUR,M-N,265.4,354.9,452.2,507.9,565,637.1,717.5,869.5,729.7,695.6,772.1,743.8,718.4,797.3,810.3,873.5,966.4,1012.2,1147.7,1407.1
HU12,Pest,Million EUR,O-Q,453.1,588.4,769.9,910.5,940.9,977.6,890.4,942.6,1031.1,917.5,969.5,915.9,880,948.4,926.1,1022.5,1128.3,1119.1,1216.4,1321
HU12,Pest,Million EUR,R-U,83.8,99.7,124.1,120.8,127.8,155.4,162.6,188.5,213.2,180.1,188.4,182.6,173.8,179.9,192.3,197.4,210.2,239.1,260.2,278.1
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,A,245.7,281.5,319.2,293.8,351.9,324.5,317.5,397.1,439.7,341.8,214.8,416.3,355.1,358.4,368.8,373.1,403.3,414.7,368.3,390.2
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,B-E,3401.2,4228.7,5114,5304.4,6529,7074.5,6979.8,7795.9,7948.8,7088.8,7586.5,7412.3,7657.9,7025.4,7270,7653.9,7448,7632.8,7695.2,8304.8
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,F,940.3,1155,1456.7,1395.3,1503,1803.5,1724.6,1833.2,1905.5,1593.1,1417.7,1434.5,1270.7,1330.5,1374.1,1408.3,1231.8,1750.2,2209.6,2766.9
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,G-I,3647.4,4539.8,5665.9,5587.5,6247.5,7133.3,7584.2,8905.6,9470.6,7631.5,8176.1,8517.8,8298.5,9178.7,9438.6,9887.1,10254.6,11019.2,11810.6,12937.8
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,J,1506,1776.8,2296.7,2535.4,2726.4,3046.8,3123.8,3580.2,3807.9,3785.4,3773.9,3812.9,3719.2,3884,3842.9,3776,3889,4289.2,4543.7,4993
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,K,1073.1,1255,1552.2,1677.6,1944,2272,2671.2,2837.5,2873.6,2961.5,3090.1,3069.6,2873.1,2683.1,2731.8,2676.9,2716.9,3162.2,3355.5,3853.8
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,L,2018.7,2347.3,2780.9,2927.4,3072,3427.3,3491.7,3946.2,4230.1,4018.9,4447,4512.9,4224.3,4226.6,4174.3,4406.6,4843.8,5397.3,6139.7,7153.4
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,M-N,1827.6,2406.5,2990.1,3077.9,3428.4,3976.2,4256.2,4653.4,5105.6,4700.5,5097.7,5238.1,5034.1,5147.1,5305.9,5859.5,6438,7340.9,7796.3,8299.9
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,O-Q,3248.8,3451.5,4370.8,4621.9,5091.8,5641,5773.9,6333,6909.5,6154,6022.4,6219.7,5955.5,5862.1,6635.6,6388.7,6904,7436.4,7833.4,8530
HU10,K�z�p-Magyarorsz�g (NUTS 2013),Million EUR,R-U,775.3,966.7,1228.9,1113,1191.3,1297.1,1287.7,1470.2,1640.4,1372.9,1381.5,1347.9,1331.3,1391.3,1372.7,1457.5,1509,1690.7,1713.4,1955.9
HU21,Közép-Dunántúl,Million EUR,A,300.8,358.4,370.3,348.9,427.9,406.7,388.5,410.7,434.4,342.4,390.1,488.7,468.2,468.1,506.5,515.8,539.9,559.7,571.8,573.7
HU21,Közép-Dunántúl,Million EUR,B-E,1964.5,2146.8,2304.6,2622.3,3135.3,3469,3462.8,4065.5,4032.9,3048.8,3418.5,3631.9,3335.4,3633,3823,4315.9,4600,4770,4885.8,5075.5
HU21,Közép-Dunántúl,Million EUR,F,218.6,290.1,368.9,364.9,410.8,468,438.7,432.3,455.6,374.3,342,341.1,323.6,367.9,388.3,421.4,406.6,500.1,643.7,812.9
HU21,Közép-Dunántúl,Million EUR,G-I,631.8,749.2,903.8,900,1022.1,1068.7,1086.1,1232.1,1334.9,1065.6,1141.3,1185.5,1164.3,1175.3,1271.2,1352.4,1403.5,1492.8,1653,1764.8
HU21,Közép-Dunántúl,Million EUR,J,112.1,113,125.8,131.2,135.6,152.5,157.8,171.9,161.7,107,105.2,115,116.4,111,113.8,120.6,129.1,154.3,159.4,158.4
HU21,Közép-Dunántúl,Million EUR,K,71.2,81.6,104.2,115.1,121.3,149,159.1,167.3,171.4,160.8,152,155.6,139.2,113.2,106.9,102.4,96.5,101.9,104.5,112.9
HU21,Közép-Dunántúl,Million EUR,L,332.3,376.7,411.8,425.5,461,504.8,512.8,562.3,615.5,562.6,654.1,640.7,617.1,605,617.9,659.6,720.5,775.1,847.4,992.8
HU21,Közép-Dunántúl,Million EUR,M-N,261.9,312.4,393.5,409.3,460.5,494.6,497,513.7,597.8,475.8,495.1,527.9,541.3,577.2,588.5,610.7,605.7,733.8,801.8,932.3
HU21,Közép-Dunántúl,Million EUR,O-Q,627.2,799.9,968.7,1124.1,1177,1240.3,1171.1,1228.9,1324.7,1150.9,1189.7,1155,1142.5,1206.9,1176.2,1325.6,1414.6,1529.6,1617,1663.3
HU21,Közép-Dunántúl,Million EUR,R-U,89.6,105.8,126.4,120.1,116.7,146.6,143.1,153.6,162.3,138.7,154.3,164.6,161.3,159,171,189.6,204.6,233,269.1,291.1
HU22,Nyugat-Dunántúl,Million EUR,A,286.7,305.9,329,332.5,418.7,375,370.9,434.6,425.3,335.5,477.7,502.4,475.5,455.6,481.5,489.5,525.2,552.4,573.5,612.4
HU22,Nyugat-Dunántúl,Million EUR,B-E,2095.6,2086.6,2403.6,2752,2821.3,2957.4,3296.2,3488.6,3627,2963.6,3550.3,3712.2,3474.9,3649.9,4223.8,4664.1,4855.3,4810.6,4888.6,4773.9
HU22,Nyugat-Dunántúl,Million EUR,F,287.6,353.6,437.8,459.7,471.9,534.5,461.7,513.7,511.2,435.3,414.6,409.5,402.5,430,473,515.7,510.4,596.5,675.3,788.7
HU22,Nyugat-Dunántúl,Million EUR,G-I,714.6,863.1,1028.6,1028.3,1153.6,1178.5,1243,1271.6,1384.6,1192.3,1210.1,1289.1,1277,1330.7,1411.1,1510.5,1531.2,1758.6,1860.3,1831.4
HU22,Nyugat-Dunántúl,Million EUR,J,123.1,131.8,150,157.7,164.7,172.6,198.9,221.6,227.4,136.6,135.6,144,134,116.9,140.4,141.2,160.2,170.2,182,177.2
HU22,Nyugat-Dunántúl,Million EUR,K,79.3,95.7,125.5,136.4,146.1,184.7,193.7,199.2,211.3,192.8,185.2,195.6,177.9,147.6,143.9,135.2,132.1,145.8,143.7,148.9
HU22,Nyugat-Dunántúl,Million EUR,L,348,381.7,440.1,464.2,493.9,533.6,542.8,617.4,663.6,616.6,727,718.1,681.7,690.6,698.1,701.9,768.3,841.4,923.1,1021.2
HU22,Nyugat-Dunántúl,Million EUR,M-N,213.9,272.5,343.4,371.1,400.8,421.5,446.2,468.5,542.6,421.1,454,485,474.1,480.1,505.5,545.9,542.2,614.9,661.5,737.8
HU22,Nyugat-Dunántúl,Million EUR,O-Q,650.3,819.2,984.6,1168.5,1205.4,1245.6,1235.9,1366.2,1381.6,1164,1230.6,1185.2,1209.3,1263.2,1172.7,1336.3,1459.7,1595.3,1653.9,1770.7
HU22,Nyugat-Dunántúl,Million EUR,R-U,115.8,138.7,160.8,161.2,174.1,194.2,194.7,218.6,230.1,210.7,227.6,215.6,218,220,229.6,245.2,261.7,280.2,301.4,321.6
HU23,Dél-Dunántúl,Million EUR,A,388.2,442.2,460.5,453.2,534.9,502.6,485.1,497.8,523.4,417.9,451.6,608.9,562.6,579.1,613.2,613.9,653.1,693.8,691.5,704.8
HU23,Dél-Dunántúl,Million EUR,B-E,847.6,917.7,1068.4,983.9,1010.2,1046.3,1108.5,1297.6,1345.8,1203.9,1236.4,1182.9,1224.5,1324.1,1281,1356.8,1419.1,1495.6,1619,1761.2
HU23,Dél-Dunántúl,Million EUR,F,151,201.2,306.8,274.3,311,346.4,338.4,328.9,365,363.1,271.2,267.6,257.3,275.5,297.8,292.1,261.6,322.4,461.5,493.1
HU23,Dél-Dunántúl,Million EUR,G-I,502.1,589.3,693.3,680.4,793.1,822.9,832.8,947.1,1017.1,862.8,897.2,963.9,910.3,899.6,926.9,926.3,938.7,1035.3,1136.2,1181.8
HU23,Dél-Dunántúl,Million EUR,J,99.8,108.5,130.7,132.9,136.8,145.9,147.4,173.5,179.4,121.8,122.6,108,104.3,92.1,119.6,130.7,135.6,151.2,171.3,174.4
HU23,Dél-Dunántúl,Million EUR,K,70.1,80.6,103.6,113.9,113.9,153.5,153.5,160.6,166.2,152.4,143.6,154.4,136.3,108.4,103.7,95.3,92.8,98.4,93.3,118.1
