"NUTS","Name","Year","Employment_abs","GDP_EUR","GDP_NCU","GFCF_EUR","GVA_EUR","GVA_NACE_A","GVA_NACE_B-E","GVA_NACE_F","GVA_NACE_G-I","GVA_NACE_J","GVA_NACE_K","GVA_NACE_L","GVA_NACE_M-N","GVA_NACE_O-Q","GVA_NACE_R-U","GVA_NACE_L-M-N","Migration_abs","Population_abs","Pop_growth","Labor_Productivity_abs","Unemployment_abs","Wage_EUR","Wage_NCU","EMP_NACE_A","EMP_NACE_B-E","EMP_NACE_F","EMP_NACE_G-I","EMP_NACE_J","EMP_NACE_K","EMP_NACE_L","EMP_NACE_M-N","EMP_NACE_O-Q","EMP_NACE_R-U","EMP_NACE_L-M-N","GDP_growth"
"TR63","Hatay, Kahramanmaras, Osmaniye","2009",733900,13153200000,NA,2551800000,10246400000,1729100000,2219600000,539600000,2.201e+09,88700000,164800000,1219800000,276600000,1658900000,148400000,1496400000,-51,2941585,0.00914914872332513,15641.87,128000,811.729166666667,NA,187400,147700,57900,167100,1800,1600,900,22100,78800,68600,23000,0.00723655494038457
"TR63","Hatay, Kahramanmaras, Osmaniye","2010",846200,13965800000,NA,3646600000,13026700000,2241800000,3293500000,808200000,2365900000,87100000,1.63e+08,1514100000,315200000,2045400000,192500000,1829300000,-3010,2968254,0.00906620070472211,17493.31,111700,953.328333333333,NA,259600,146200,64200,171300,5200,3100,1600,29100,90800,75000,30700,0.0617796429766141
"TR63","Hatay, Kahramanmaras, Osmaniye","2011",888800,15080800000,NA,4162300000,13210600000,2113200000,3634200000,877900000,2416100000,73300000,154400000,1435600000,299300000,2004300000,202300000,1734900000,-38534,2994924,0.00898508011780663,16879.17,103900,890.428333333333,NA,269600,133100,76800,195800,4200,5200,5000,30600,102900,65700,35600,0.0798378897019863
"TR63","Hatay, Kahramanmaras, Osmaniye","2012",922700,15326500000,NA,4443300000,14508200000,2042500000,3634200000,1064300000,2977400000,72800000,193700000,1586800000,392800000,2318700000,224900000,1979600000,-23827,3023620,0.00958154530799446,17797.18,91700,1011.22,NA,266500,145000,76200,217900,3200,3400,4400,28800,120200,56900,33200,0.0162922391385072
"TR63","Hatay, Kahramanmaras, Osmaniye","2013",892800,1.6895e+10,NA,4958300000,15339400000,1830300000,4288600000,1196600000,3105900000,6.4e+07,217600000,1602200000,413200000,2388300000,232800000,2015400000,-10279,3058380,0.0114961536171873,19592.15,108500,1018.5425,NA,224000,160200,88400,214900,3800,3300,4500,34100,119000,40700,38600,0.102339085896976
"TR63","Hatay, Kahramanmaras, Osmaniye","2014",777400,17613200000,NA,4904500000,15099600000,1693100000,4218900000,1215400000,3096700000,65900000,210900000,1.534e+09,440400000,2404400000,219700000,1974400000,-12698,3096720,0.0125360484962627,21946.63,140800,988.415,NA,166900,152900,77100,181500,3000,6200,2500,39100,115400,32700,41600,0.0425096182302456
"TR63","Hatay, Kahramanmaras, Osmaniye","2015",766300,18898300000,NA,5585300000,16664200000,2035700000,4352200000,1316400000,3570800000,73500000,238400000,1726800000,514100000,2600400000,235900000,2240900000,-20914,3129320,0.0105272675605156,24661.7,149000,1053.80666666667,NA,157000,149900,71700,179800,4100,6900,2200,42600,124100,28100,44800,0.0729623237117616
"TR63","Hatay, Kahramanmaras, Osmaniye","2016",864300,19843200000,NA,5703800000,17284800000,1.679e+09,4803200000,1323900000,3713500000,74200000,265900000,1740400000,629400000,2806800000,248700000,2369800000,399,3166480,0.0118747842981862,22671.19,145900,1139.07916666667,NA,186500,143500,75500,204400,2800,5200,4000,52400,162700,27400,56400,0.0499992062778133
"TR63","Hatay, Kahramanmaras, Osmaniye","2017",961400,20825900000,NA,5.743e+09,17062800000,1585900000,5464300000,1240200000,3505400000,63400000,257500000,1535600000,625800000,2562700000,222200000,2161400000,-4173,3210290,0.0138355524115106,20007.33,125400,1009.79333333333,NA,228100,163400,72400,232600,2300,4600,4700,57100,162000,34200,61800,0.049523262377036
"TR63","Hatay, Kahramanmaras, Osmaniye","2018",964900,21033800000,NA,5037900000,15173200000,1307500000,5445400000,834600000,3067200000,52100000,198100000,1.22e+09,459800000,2398700000,189800000,1679800000,16081,3259840,0.0154347426556479,17540,158200,843.6975,NA,235600,171700,66000,213500,1700,4000,5200,38900,188000,40400,44100,0.00998276184942788
"TR63","Hatay, Kahramanmaras, Osmaniye","2019",914600,20466800000,NA,4354500000,15093200000,1492700000,4886800000,652700000,3238200000,55700000,1.98e+08,1209100000,441500000,2717300000,201400000,1650600000,-6614,3305420,0.0139822813389614,18327.09,202300,920.791666666667,NA,193400,160700,58900,210800,2000,7600,5100,32100,205500,38400,37200,-0.0269566126900513
"TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","2009",394600,7306300000,NA,1464500000,5.88e+09,1521200000,943100000,269100000,940300000,60400000,128100000,6.61e+08,133500000,1122300000,100800000,794500000,-5224,1543025,-0.0111432037543907,16694.55,65500,811.559166666667,NA,132000,39000,21000,99700,1000,3000,NA,13300,67900,17500,NA,0.0416589441268302
"TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","2010",454400,7966600000,NA,2106800000,7525800000,2004800000,1.264e+09,404900000,1212300000,58600000,1.24e+08,802100000,154900000,1367100000,133300000,9.57e+08,-24473,1525636,-0.0112694220767648,18820.18,44900,953.349166666667,NA,174400,38600,29800,95800,2500,2100,NA,14200,73000,23800,NA,0.0903740607420993
"TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","2011",473700,8724300000,NA,2400100000,7617500000,1885800000,1434200000,441700000,1273200000,54100000,117200000,768300000,167600000,1341300000,134300000,935900000,-15332,1508248,-0.011397214014352,18261.81,35500,890.523333333333,NA,167700,59200,26200,107200,2300,1800,2700,14200,74200,18100,16900,0.0951095825069666
"TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","2012",480000,8.865e+09,NA,2577300000,8415200000,1897100000,1.597e+09,527600000,1452500000,52700000,145500000,849700000,209400000,1548100000,135700000,1059100000,-9187,1500431,-0.00518283465318701,19843.6,31500,1011.365,NA,169500,54500,24600,103800,3100,3100,2300,17500,88000,13600,19800,0.0161273683848561
"TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","2013",509500,9536100000,NA,2774300000,8583200000,1.895e+09,1630900000,557200000,1497900000,42500000,155100000,865400000,216800000,1579800000,142600000,1082200000,-5811,1505700,0.00351165765036846,19210.26,29900,1018.81666666667,NA,189000,55900,27100,97800,2700,1800,1900,24100,93100,16000,26000,0.0757021996615905
