"NUTS","Name","Year","Employment_abs","GDP_EUR","GDP_NCU","GFCF_EUR","GVA_EUR","GVA_NACE_A","GVA_NACE_B-E","GVA_NACE_F","GVA_NACE_G-I","GVA_NACE_J","GVA_NACE_K","GVA_NACE_L","GVA_NACE_M-N","GVA_NACE_O-Q","GVA_NACE_R-U","GVA_NACE_L-M-N","Migration_abs","Population_abs","Pop_growth","Labor_Productivity_abs","Unemployment_abs","Wage_EUR","Wage_NCU","EMP_NACE_A","EMP_NACE_B-E","EMP_NACE_F","EMP_NACE_G-I","EMP_NACE_J","EMP_NACE_K","EMP_NACE_L","EMP_NACE_M-N","EMP_NACE_O-Q","EMP_NACE_R-U","EMP_NACE_L-M-N","GDP_growth"
"ES12","Principado de Asturias","2014",368800,20854800000,NA,3143900000,1.8833e+10,2.68e+08,3.775e+09,1.186e+09,4.005e+09,4.73e+08,6.69e+08,2.628e+09,1.166e+09,3.782e+09,8.8e+08,3.794e+09,-2888,1054425,-0.00842685534697655,56072.75,100800,2609.8975,NA,13100,47800,22500,112900,6300,6900,2600,39700,83600,33400,42300,-0.00306898035278933
"ES12","Principado de Asturias","2015",375000,21389600000,NA,3335900000,1.9423e+10,2.79e+08,3.868e+09,1.243e+09,4.243e+09,4.73e+08,6.64e+08,2.599e+09,1.221e+09,3.868e+09,9.65e+08,3.82e+09,-1855,1045400,-0.0085591673186808,57038.88,88900,2623.87583333333,NA,12100,47500,23000,117100,6700,6800,2900,41100,84000,33800,44000,0.0256439764466694
"ES12","Principado de Asturias","2016",377800,21731800000,NA,3562400000,1.9685e+10,2.76e+08,3.888e+09,1.295e+09,4.296e+09,4.8e+08,6.8e+08,2.662e+09,1.249e+09,3.871e+09,9.89e+08,3.911e+09,234,1037614,-0.00744786684522671,57419.06,82600,2627.43333333333,NA,12200,48200,23000,116800,6900,6700,3100,41300,85000,34600,44400,0.015998429143135
"ES12","Principado de Asturias","2017",386100,22202400000,NA,3420500000,2.0483e+10,2.7e+08,4.157e+09,1.365e+09,4.462e+09,4.93e+08,7.14e+08,2.699e+09,1.279e+09,4.001e+09,1.044e+09,3.978e+09,462,1030963,-0.00640989809312519,58522.58,62800,2646.865,NA,13300,49300,24300,118500,7500,6600,3300,41300,86600,35400,44600,0.0216549020329655
"ES12","Principado de Asturias","2018",394400,22523200000,NA,3632600000,2.1018e+10,3.01e+08,4.255e+09,1.413e+09,4.558e+09,4.73e+08,7.8e+08,2.765e+09,1.347e+09,4.084e+09,1.042e+09,4.112e+09,2086,1024915,-0.00586635989846386,58889.07,61700,2674.60666666667,NA,13700,50900,25500,118700,7800,6500,3600,42400,89500,35800,46000,0.0144488884084603
"ES12","Principado de Asturias","2019",399600,22822700000,NA,3734800000,2.1505e+10,3.08e+08,4.24e+09,1.521e+09,4.728e+09,4.8e+08,7.86e+08,2.826e+09,1.401e+09,4.186e+09,1.028e+09,4.227e+09,4435,1020552,-0.00425693838025592,59337.64,64000,2749.17166666667,NA,13000,50900,28200,120800,8000,6500,3700,43900,89200,35400,47600,0.0132974000142076
"ES13","Cantabria","2009",241900,12903700000,NA,3439400000,1.1984e+10,1.82e+08,2.403e+09,1.442e+09,2.487e+09,2.85e+08,5.13e+08,1.263e+09,6.58e+08,2.18e+09,5.7e+08,1.921e+09,3749,586585,0.00967877417111618,52867.34,34300,2499.14666666667,NA,7100,39900,26100,69400,2400,3800,1500,22700,46400,22600,24200,-0.0359437570976033
"ES13","Cantabria","2010",232600,12891300000,NA,3018800000,1.1793e+10,1.87e+08,2.482e+09,1.226e+09,2.434e+09,2.78e+08,3.98e+08,1.396e+09,6.27e+08,2.187e+09,5.77e+08,2.023e+09,2246,589690,0.0052933504948132,55188.56,38600,2547.73416666667,NA,7100,37200,22400,67800,2200,3700,1500,22000,46500,22200,23500,-0.000960964684547843
"ES13","Cantabria","2011",226700,12582900000,NA,3192900000,1.1632e+10,1.96e+08,2.493e+09,9.99e+08,2.43e+09,2.59e+08,3.73e+08,1.503e+09,6.33e+08,2.172e+09,5.75e+08,2.136e+09,1778,591600,0.00323898997778494,55682.13,43400,2548.84,NA,7000,35800,18600,67800,2200,3600,1400,21800,47200,21300,23200,-0.0239231109352819
"ES13","Cantabria","2012",217000,12262200000,NA,1940100000,1.119e+10,1.83e+08,2.393e+09,8.49e+08,2.338e+09,2.43e+08,3.83e+08,1.545e+09,6.05e+08,2.095e+09,5.55e+08,2.15e+09,-1599,591210,-0.000659229208924949,56066.96,50700,2496.825,NA,6900,33000,16100,64700,2100,3600,1400,21500,46200,21500,22900,-0.0254869704122261
"ES13","Cantabria","2013",212700,11892100000,NA,1806600000,1.0856e+10,1.55e+08,2.191e+09,7.34e+08,2.304e+09,2.37e+08,3.29e+08,1.621e+09,6.2e+08,2.121e+09,5.44e+08,2.241e+09,-1582,588859,-0.00397659038243602,55848.66,57200,2488.06166666667,NA,7100,31100,14500,63200,2100,3600,1400,21900,46400,21400,23300,-0.0301821859046501
"ES13","Cantabria","2014",212300,12064800000,NA,1685600000,1.0997e+10,1.66e+08,2.337e+09,7.16e+08,2.28e+09,2.27e+08,3.58e+08,1.627e+09,6.18e+08,2.128e+09,5.4e+08,2.245e+09,-989,586521,-0.00397039019527595,56878.43,54400,2524.88583333333,NA,6800,30400,13400,64000,2200,3500,1600,22200,47300,20900,23800,0.0145222458606974
"ES13","Cantabria","2015",215200,12336200000,NA,1985200000,1.1202e+10,1.57e+08,2.285e+09,7.53e+08,2.357e+09,2.24e+08,3.58e+08,1.602e+09,6.89e+08,2.196e+09,5.81e+08,2.291e+09,-1189,583932,-0.00441416419872434,57324.35,48900,2559.99833333333,NA,6300,29900,14300,65700,2200,3500,1600,23100,48100,20500,24700,0.0224951926264837
"ES13","Cantabria","2016",218600,12656900000,NA,1832600000,1.1557e+10,1.83e+08,2.358e+09,7.96e+08,2.409e+09,2.24e+08,3.66e+08,1.625e+09,7.27e+08,2.262e+09,6.07e+08,2.352e+09,678,581997,-0.00331374201105608,58260.93,41100,2580.94083333333,NA,6100,31500,14600,65700,2300,3400,1800,23100,49000,21100,24900,0.025996660235729
"ES13","Cantabria","2017",223200,13039400000,NA,1735300000,1.1992e+10,1.94e+08,2.565e+09,7.8e+08,2.528e+09,2.26e+08,3.83e+08,1.645e+09,7.48e+08,2.284e+09,6.37e+08,2.393e+09,1644,581392,-0.00103952425871611,59268.95,37200,2575.07583333333,NA,6300,32800,13900,66900,2400,3200,1900,23100,51000,21700,25000,0.0302206701482986
"ES13","Cantabria","2018",227700,13310800000,NA,2057400000,1.2437e+10,2.02e+08,2.617e+09,8.26e+08,2.607e+09,2.2e+08,4.2e+08,1.697e+09,7.75e+08,2.406e+09,6.67e+08,2.472e+09,2638,581468,0.000130720752951537,60357.71,28800,2637.535,NA,6000,33200,15400,66900,2500,3200,2100,23600,52400,22400,25700,0.0208138411276592
"ES13","Cantabria","2019",232400,13483500000,NA,2.341e+09,1.2861e+10,1.54e+08,2.671e+09,9.29e+08,2.693e+09,2.28e+08,4.15e+08,1.751e+09,8.02e+08,2.537e+09,6.81e+08,2.553e+09,3213,582015,0.000940722447322983,61017.56,27900,2725.85,NA,5700,34300,16500,68800,2600,3100,2200,23700,52700,22800,25900,0.0129744267812603
"ES21","País Vasco","2009",1052500,64117300000,NA,9684600000,5.9904e+10,3.81e+08,1.4498e+10,6.712e+09,1.1605e+10,1.882e+09,2.862e+09,5.127e+09,4.441e+09,9.906e+09,2.491e+09,9.568e+09,4153,2176800,0.00463967412900537,60737.29,121700,2898.53833333333,NA,12900,225400,85200,269500,23600,19200,5000,111300,212900,87600,116300,-0.038986246672582
"ES21","País Vasco","2010",1044100,64767600000,NA,11012800000,5.9421e+10,4e+08,1.4724e+10,5.553e+09,1.1828e+10,1.789e+09,2.14e+09,5.867e+09,4.443e+09,1.0107e+10,2.568e+09,1.031e+10,1808,2181329,0.0020805769937523,61948.73,115100,2934.08666666667,NA,12600,219800,75700,272900,22600,19100,4800,113400,216800,86400,118200,0.0101423484769321
"ES21","País Vasco","2011",1012700,64182400000,NA,1.2108e+10,5.9095e+10,4.04e+08,1.4927e+10,4.843e+09,1.1669e+10,1.711e+09,1.984e+09,6.332e+09,4.4e+09,1.0176e+10,2.65e+09,1.0732e+10,237,2183917,0.00118643267475929,63326.11,134700,2958.86083333333,NA,12600,209900,67100,263000,22400,18200,4200,108600,221400,85200,112800,-0.0090353818884751
"ES21","País Vasco","2012",984600,62946800000,NA,12455800000,5.7534e+10,4.36e+08,1.4224e+10,4.291e+09,1.1544e+10,1.661e+09,2.037e+09,6.507e+09,4.299e+09,9.929e+09,2.605e+09,1.0806e+10,-7942,2180852,-0.00140344161431043,63533.28,166800,2917.33,NA,12800,196400,59400,255600,20900,18000,4100,108700,221800,86900,112800,-0.0192513835568629
"ES21","País Vasco","2013",956400,61646300000,NA,11122800000,5.6364e+10,4.42e+08,1.3763e+10,3.885e+09,1.1134e+10,1.602e+09,1.754e+09,6.883e+09,4.221e+09,1.0029e+10,2.65e+09,1.1104e+10,-9236,2172087,-0.00401907144547177,64487.09,173600,2930.5925,NA,13300,184800,54100,247100,19800,17200,3900,104700,223000,88500,108600,-0.0206603036214708
"ES21","País Vasco","2014",959200,62686700000,NA,11876600000,5.7135e+10,4.62e+08,1.4145e+10,3.766e+09,1.1285e+10,1.579e+09,1.913e+09,6.909e+09,4.276e+09,1.0121e+10,2.679e+09,1.1185e+10,-1279,2166133,-0.00274114250488125,65405.82,168900,2938.23583333333,NA,13500,181200,50900,251300,19800,17100,3800,106100,227000,88600,109900,0.0168769252980309
"ES21","País Vasco","2015",983900,65027700000,NA,10971100000,5.9049e+10,4.06e+08,1.4486e+10,3.977e+09,1.1704e+10,1.568e+09,1.911e+09,6.851e+09,4.863e+09,1.0384e+10,2.899e+09,1.1714e+10,1628,2164584,-0.000715099211359598,66091.8,151900,2951.1875,NA,12400,183700,52800,261900,20500,16800,4000,113700,228800,89200,117700,0.0373444446748672
"ES21","País Vasco","2016",1006200,66783500000,NA,9106400000,6.0902e+10,4.54e+08,1.462e+10,4.133e+09,1.2447e+10,1.608e+09,1.963e+09,7.012e+09,4.956e+09,1.0669e+10,3.041e+09,1.1968e+10,6234,2165695,0.000513262594567825,66700.62,129900,2953.8225,NA,12200,190300,52700,264900,21400,16600,4000,118200,232700,93100,122200,0.0270008011970283
"ES21","País Vasco","2017",1021800,68409200000,NA,11659700000,6.3148e+10,4.41e+08,1.5176e+10,4.317e+09,1.2977e+10,1.704e+09,2.083e+09,7.142e+09,5.012e+09,1.1072e+10,3.223e+09,1.2154e+10,8102,2169096,0.00157039657015415,68174.73,115300,2993.8975,NA,12000,194200,53100,266000,23100,16300,4100,121200,236000,95900,125300,0.024342839174347
"ES21","País Vasco","2018",1037000,69774700000,NA,12117400000,6.5085e+10,4.65e+08,1.5727e+10,4.446e+09,1.3251e+10,1.744e+09,2.289e+09,7.353e+09,5.266e+09,1.1243e+10,3.3e+09,1.2619e+10,12675,2174375,0.00243373276240425,69355.75,102300,3032.8975,NA,11900,197300,54900,268100,23800,16000,4700,122200,239900,98000,126900,0.0199607655110716
"ES21","País Vasco","2019",1054500,70815200000,NA,11305600000,6.7182e+10,4.13e+08,1.5911e+10,4.791e+09,1.3773e+10,1.774e+09,2.304e+09,7.543e+09,5.46e+09,1.1895e+10,3.316e+09,1.3003e+10,17375,2183510,0.00420120724346076,70246.16,94300,3125.8825,NA,10800,201300,59000,275200,24000,15800,4600,124700,242600,96600,129300,0.0149122819589335
"ES22","Comunidad Foral de Navarra","2009",303300,17881800000,NA,4013500000,1.6771e+10,5.27e+08,4.747e+09,1.686e+09,2.999e+09,3.68e+08,7.21e+08,1.218e+09,9.94e+08,2.866e+09,6.43e+08,2.212e+09,4040,630155,0.0131109324758842,59007.65,34400,2832.88416666667,NA,12500,72100,25200,73000,3600,5000,1400,27700,59600,23200,29100,-0.0390262252794497
"ES22","Comunidad Foral de Navarra","2010",300400,18008900000,NA,3688800000,1.6512e+10,5.62e+08,4.785e+09,1.409e+09,2.993e+09,3.61e+08,5.59e+08,1.355e+09,9.42e+08,2.863e+09,6.83e+08,2.297e+09,2280,635062,0.007786973046314,59832.12,37800,2861.41333333333,NA,12300,72500,22100,72300,3500,4800,1300,27700,60200,23700,29000,0.00710778556968538
"ES22","Comunidad Foral de Navarra","2011",294700,18008900000,NA,3.291e+09,1.6533e+10,5.43e+08,4.895e+09,1.223e+09,2.989e+09,3.41e+08,5.17e+08,1.448e+09,1.001e+09,2.88e+09,6.97e+08,2.449e+09,1325,638600,0.00557110959244924,60881.37,41600,2868.28083333333,NA,11600,71500,20000,70100,3500,4600,1200,27300,61800,23100,28500,0
"ES22","Comunidad Foral de Navarra","2012",281900,17427900000,NA,2677300000,1.5894e+10,6e+08,4.612e+09,1.064e+09,2.914e+09,3.06e+08,5.38e+08,1.479e+09,9.69e+08,2.734e+09,6.79e+08,2.448e+09,-2421,639481,0.0013795803319762,61302.02,51600,2828.36,NA,11900,65900,16400,67500,2900,4600,1200,26200,62100,23200,27400,-0.0322618260970964
"ES22","Comunidad Foral de Navarra","2013",276300,17264600000,NA,2936100000,1.5763e+10,5.87e+08,4.77e+09,8.81e+08,2.875e+09,2.97e+08,4.63e+08,1.541e+09,9.3e+08,2.751e+09,6.66e+08,2.471e+09,-3250,637699,-0.0027866347866473,62426.42,56400,2828.7175,NA,11500,64200,14000,66400,2800,4500,1200,25200,63500,23000,26400,-0.00937003310783284
"ES22","Comunidad Foral de Navarra","2014",278400,17591300000,NA,3014900000,1.5954e+10,6.07e+08,4.925e+09,8.38e+08,2.915e+09,2.78e+08,5.12e+08,1.537e+09,9.26e+08,2.737e+09,6.77e+08,2.463e+09,-720,636426,-0.00199623960520559,62925.07,48900,2823.6525,NA,12100,63800,13100,68600,2800,4400,1400,25200,64100,22900,26600,0.018923114349594
"ES22","Comunidad Foral de Navarra","2015",285900,18154100000,NA,3418700000,1.6485e+10,6.23e+08,5.008e+09,9.15e+08,3.122e+09,2.78e+08,5.05e+08,1.523e+09,1.064e+09,2.706e+09,7.39e+08,2.587e+09,757,636944,0.00081392023581689,63498.11,42400,2812.41416666667,NA,11300,65300,14700,71200,3000,4300,1300,26900,64300,23600,28200,0.0319930874921126
"ES22","Comunidad Foral de Navarra","2016",292700,18626100000,NA,3821500000,1.7009e+10,6.48e+08,5.072e+09,9.4e+08,3.354e+09,2.78e+08,5.25e+08,1.572e+09,1.157e+09,2.72e+09,7.42e+08,2.729e+09,2700,638920,0.00310231354718782,64038.13,38100,2841.19,NA,11900,67200,15100,73000,3100,4200,1500,27500,65300,23900,29000,0.0259996364457616
"ES22","Comunidad Foral de Navarra","2017",299400,19297800000,NA,3922500000,1.7703e+10,7.13e+08,5.333e+09,9.85e+08,3.467e+09,2.73e+08,5.48e+08,1.601e+09,1.153e+09,2.842e+09,7.87e+08,2.754e+09,3611,642110,0.00499280035059162,65226.62,31800,2858.78166666667,NA,12900,70100,16300,73200,3200,4200,1500,27700,65900,24400,29200,0.0360622996762607
"ES22","Comunidad Foral de Navarra","2018",306100,19642700000,NA,4084900000,1.8156e+10,6.59e+08,5.401e+09,1.031e+09,3.565e+09,2.76e+08,6.05e+08,1.654e+09,1.185e+09,2.952e+09,8.26e+08,2.839e+09,6501,646906,0.00746912522776471,65544.63,31400,2904.69833333333,NA,12600,71300,18300,73900,3400,4000,1600,28500,66900,25600,30100,0.0178725036014468
"ES22","Comunidad Foral de Navarra","2019",315500,20078400000,NA,4260700000,1.8931e+10,6.72e+08,5.608e+09,1.117e+09,3.73e+09,2.95e+08,5.95e+08,1.704e+09,1.288e+09,3.083e+09,8.38e+08,2.992e+09,6760,653228,0.00977267176374929,66159.24,25900,2965.8575,NA,12600,74100,19600,76400,3400,3900,1700,30700,67200,25900,32400,0.0221812683592378
"ES23","La Rioja","2009",139100,8157600000,NA,3388300000,7.396e+09,3.93e+08,1.914e+09,8.02e+08,1.365e+09,1.29e+08,3.68e+08,6.15e+08,3.22e+08,1.235e+09,2.53e+08,9.37e+08,-439,319861,0.00587434314591831,56740.26,20500,2495.15333333333,NA,7900,29200,14000,35100,1500,2600,1200,10600,26800,10200,11800,-0.0438930626692139
"ES23","La Rioja","2010",138200,8221400000,NA,3083500000,7.329e+09,4.16e+08,1.964e+09,6.66e+08,1.376e+09,1.32e+08,2.78e+08,6.88e+08,3.05e+08,1.245e+09,2.58e+08,9.93e+08,405,320396,0.00167260153629233,57725.98,22700,2506.30416666667,NA,8300,29000,12800,34900,1400,2500,1200,10500,27700,9900,11700,0.00782092772384035
"ES23","La Rioja","2011",135500,8101900000,NA,1715800000,7.287e+09,3.96e+08,2.058e+09,5.51e+08,1.369e+09,1.27e+08,2.53e+08,7.36e+08,3.13e+08,1.224e+09,2.6e+08,1.049e+09,-194,320905,0.00158865903444487,58360.96,27900,2495.27166666667,NA,8000,28700,10800,35100,1400,2300,1200,10400,28000,9600,11600,-0.0145352373075145
"ES23","La Rioja","2012",130500,7807100000,NA,1717400000,7.023e+09,3.89e+08,1.982e+09,4.61e+08,1.325e+09,1.19e+08,2.58e+08,7.5e+08,3.09e+08,1.175e+09,2.56e+08,1.059e+09,-2469,319799,-0.0034465028591016,58512.49,32800,2461.09,NA,8100,26500,9500,33500,1300,2400,1100,10300,27900,9900,11400,-0.0363865266172132
"ES23","La Rioja","2013",127000,7615900000,NA,1660800000,6.896e+09,4.17e+08,1.941e+09,3.86e+08,1.304e+09,1.12e+08,2.19e+08,7.75e+08,3e+08,1.184e+09,2.58e+08,1.075e+09,-3456,316935,-0.00895562525211148,59416.06,31200,2475.55666666667,NA,7800,25000,7900,33200,1200,2300,1100,10200,28200,10100,11300,-0.0244905278528519
"ES23","La Rioja","2014",129400,7695600000,NA,2504400000,7.006e+09,4.69e+08,1.933e+09,3.95e+08,1.307e+09,1.09e+08,2.39e+08,7.71e+08,3.23e+08,1.196e+09,2.65e+08,1.094e+09,-1602,314396,-0.00801110637827946,59451,28500,2448.74833333333,NA,8200,24600,8000,33700,1200,2200,1300,10900,29200,10100,12200,0.0104649483317796
"ES23","La Rioja","2015",132300,7966400000,NA,1779900000,7.234e+09,4.88e+08,2.013e+09,4.05e+08,1.35e+09,1.1e+08,2.37e+08,7.55e+08,3.61e+08,1.23e+09,2.85e+08,1.116e+09,-398,313190,-0.00383592666573366,60214.97,23700,2453.12,NA,7900,25400,8500,34400,1300,2100,1400,11400,29600,10300,12800,0.0351889391340506
"ES23","La Rioja","2016",134000,8117800000,NA,2123600000,7.272e+09,3.47e+08,2.057e+09,4.09e+08,1.392e+09,1.16e+08,2.45e+08,7.67e+08,3.76e+08,1.268e+09,2.96e+08,1.143e+09,119,312717,-0.00151026533414221,59804.18,20800,2484.585,NA,7500,25700,8400,34800,1400,2200,1600,11400,30600,10400,13000,0.0190048202450291
"ES23","La Rioja","2017",135400,8181500000,NA,2281200000,7.52e+09,4.69e+08,2.027e+09,4.28e+08,1.438e+09,1.15e+08,2.58e+08,7.82e+08,3.81e+08,1.304e+09,3.19e+08,1.163e+09,746,312754,0.00011831784009184,61267.36,18300,2492.76333333333,NA,8600,26200,8700,35100,1400,2200,1700,11100,29700,10700,12800,0.00784695360812043
"ES23","La Rioja","2018",137600,8340900000,NA,2504100000,7.785e+09,5.75e+08,2.002e+09,4.43e+08,1.482e+09,1.14e+08,2.84e+08,8.09e+08,4.15e+08,1.34e+09,3.2e+08,1.224e+09,1562,313228,0.00151556814621076,62520.2,16000,2542.54083333333,NA,8800,26600,9600,35000,1400,2100,1900,11700,29800,10700,13600,0.0194829798936625
"ES23","La Rioja","2019",140600,8444400000,NA,2572400000,8.001e+09,4.81e+08,2.042e+09,4.93e+08,1.543e+09,1.14e+08,2.81e+08,8.26e+08,4.43e+08,1.46e+09,3.19e+08,1.269e+09,3099,314751,0.00486227284917057,62744.45,15600,2612.93333333333,NA,8800,27000,10700,36300,1400,2100,1900,12200,29400,10800,14100,0.0124087328705535
"ES24","Aragón","2009",614700,33751900000,NA,8616800000,3.1453e+10,1.501e+09,6.485e+09,3.559e+09,6.127e+09,7.88e+08,1.605e+09,2.714e+09,1.643e+09,5.909e+09,1.121e+09,4.357e+09,1599,1343485,0.00702866634485364,54603.51,87700,2606.91166666667,NA,39000,110000,56600,162600,8100,12000,5800,53400,122400,44800,59200,-0.0402230538241048
"ES24","Aragón","2010",601500,33850500000,NA,7806300000,3.1078e+10,1.64e+09,6.754e+09,2.88e+09,6.127e+09,7.56e+08,1.192e+09,3.092e+09,1.538e+09,5.974e+09,1.125e+09,4.63e+09,458,1344283,0.000593977603024969,56240.86,99000,2631.92916666667,NA,39400,103400,51600,161800,8500,11800,5600,51100,124800,43500,56700,0.00292131702215283
"ES24","Aragón","2011",583600,33258400000,NA,7096800000,3.0748e+10,1.581e+09,6.621e+09,2.399e+09,6.253e+09,7.3e+08,1.142e+09,3.298e+09,1.611e+09,5.965e+09,1.147e+09,4.909e+09,365,1344097,-0.000138363722519737,57176.1,113300,2638.50666666667,NA,38800,100100,41400,157100,8100,11900,5300,51600,126600,42700,56900,-0.017491617553655
"ES24","Aragón","2012",564300,3.1811e+10,NA,6646300000,2.9396e+10,1.548e+09,6.105e+09,2.031e+09,6.038e+09,6.89e+08,1.169e+09,3.367e+09,1.593e+09,5.697e+09,1.159e+09,4.96e+09,-3747,1341062,-0.00225802155647993,56638.9,125400,2566.86666666667,NA,37800,94300,36600,150000,7100,11600,5000,52100,125200,44400,57100,-0.043519832583648
"ES24","Aragón","2013",549400,32008300000,NA,5522200000,2.9346e+10,1.9e+09,6.239e+09,1.742e+09,5.909e+09,6.69e+08,1.015e+09,3.474e+09,1.533e+09,5.689e+09,1.177e+09,5.007e+09,-5324,1334810,-0.00466197685118212,58448.14,140200,2568.73583333333,NA,39800,89100,31800,144800,7300,11000,4600,49900,125300,45800,54500,0.00620225708088397
"ES24","Aragón","2014",550100,32337300000,NA,6405400000,2.9436e+10,1.708e+09,6.493e+09,1.683e+09,5.977e+09,6.46e+08,1.092e+09,3.451e+09,1.543e+09,5.698e+09,1.146e+09,4.994e+09,-2758,1328853,-0.00446280744075936,58757.12,131300,2566.06416666667,NA,38800,88000,30700,146900,7300,10400,5000,51500,126400,45100,56500,0.010278583992277
"ES24","Aragón","2015",560000,32896600000,NA,6489600000,2.9872e+10,1.56e+09,6.469e+09,1.764e+09,6.242e+09,6.45e+08,1.084e+09,3.381e+09,1.662e+09,5.823e+09,1.243e+09,5.043e+09,-4845,1322487,-0.00479059760560423,58743.84,105300,2585.8975,NA,36700,89200,31600,151800,7700,10000,5100,55200,126800,46000,60300,0.0172958162864556
"ES24","Aragón","2016",574600,33817700000,NA,7138300000,3.1044e+10,2.113e+09,6.443e+09,1.891e+09,6.409e+09,6.49e+08,1.119e+09,3.454e+09,1.758e+09,5.93e+09,1.278e+09,5.212e+09,53,1317322,-0.00390552043233695,59538.06,95800,2571.03583333333,NA,41400,92000,33300,154300,7900,10200,5800,54900,127800,46900,60700,0.0279998540882643
"ES24","Aragón","2017",592000,34640100000,NA,7288200000,3.2308e+10,2.152e+09,6.822e+09,1.916e+09,6.731e+09,6.6e+08,1.166e+09,3.496e+09,1.882e+09,6.101e+09,1.382e+09,5.378e+09,740,1314605,-0.00206251774433282,60202.99,74600,2590.43583333333,NA,42800,95300,33500,157800,8300,10400,5900,58100,130600,49400,64000,0.0243186260449411
"ES24","Aragón","2018",603200,35561200000,NA,8958700000,3.3363e+10,1.966e+09,7.203e+09,2e+09,6.916e+09,6.54e+08,1.295e+09,3.611e+09,1.951e+09,6.367e+09,1.401e+09,5.562e+09,11574,1316861,0.00171610483757478,61120.09,68300,2632.15333333333,NA,40800,98100,36700,157700,8600,9800,6300,60000,135600,49500,66300,0.0265905698886551
"ES24","Aragón","2019",619300,35890100000,NA,9611900000,3.4509e+10,2.132e+09,7.43e+09,2.188e+09,7.14e+09,6.82e+08,1.253e+09,3.702e+09,2.047e+09,6.515e+09,1.42e+09,5.749e+09,13723,1325460,0.00652992229248189,61439.48,65500,2703.94166666667,NA,41100,102500,40200,162500,9100,9700,6500,63000,135300,49400,69500,0.00924884424597595
"ES30","Comunidad de Madrid","2009",3297700,197624400000,NA,38040300000,1.85893e+11,1.22e+08,1.8783e+10,1.6113e+10,3.9758e+10,1.8073e+10,1.5541e+10,1.538e+10,2.3594e+10,2.958e+10,8.949e+09,3.8974e+10,11298,6350553,0.0117384901269295,60155.26,480700,2930.21666666667,NA,6400,245300,261600,917300,199300,101900,42200,543500,645800,334400,585700,-0.0241936519191287
"ES30","Comunidad de Madrid","2010",3247000,198441100000,NA,39343500000,1.81114e+11,1.22e+08,1.8622e+10,1.2595e+10,4.1026e+10,1.7403e+10,1.1196e+10,1.7599e+10,2.3312e+10,2.9656e+10,9.582e+09,4.0911e+10,-12344,6383899,0.00525088130120322,60716.16,553600,2958.32333333333,NA,5300,237800,219300,900800,196800,101400,39700,539600,664800,341500,579300,0.0041325868668039
"ES30","Comunidad de Madrid","2011",3202300,199870200000,NA,36048400000,1.82882e+11,1.21e+08,1.9534e+10,1.1008e+10,4.212e+10,1.7228e+10,1.0617e+10,1.8594e+10,2.4555e+10,2.943e+10,9.676e+09,4.3149e+10,861,6409887,0.00407086640938398,61975.76,564400,2955.67583333333,NA,5500,225300,195000,886800,199800,100300,38300,534900,681200,335200,573200,0.00720163312942732
"ES30","Comunidad de Madrid","2012",3092300,196399500000,NA,39169900000,1.79429e+11,1.59e+08,1.8933e+10,9.404e+09,4.1214e+10,1.7051e+10,1.1195e+10,1.9035e+10,2.4159e+10,2.879e+10,9.49e+09,4.3194e+10,-37477,6420071,0.00158879555911048,63088.12,641100,2953.07416666667,NA,6100,209000,160400,847100,193900,98900,37400,535800,671200,332500,573200,-0.0173647697355584
"ES30","Comunidad de Madrid","2013",3044300,192928800000,NA,36985300000,1.7558e+11,1.81e+08,1.8996e+10,8.041e+09,4.0168e+10,1.6865e+10,8.974e+09,1.9683e+10,2.4066e+10,2.9199e+10,9.407e+09,4.3749e+10,-59273,6396459,-0.00367784094599577,63109.99,669500,2943.12916666667,NA,5400,197200,146400,822400,192900,97700,34300,538400,675600,334000,572700,-0.0176716335835886
"ES30","Comunidad de Madrid","2014",3090400,1.95787e+11,NA,37091900000,1.77081e+11,1.12e+08,1.8468e+10,8.075e+09,4.0092e+10,1.6952e+10,9.919e+09,1.9408e+10,2.5357e+10,2.9064e+10,9.633e+09,4.4765e+10,-15440,6381798,-0.00229204939795596,62918.82,626200,2961.64666666667,NA,4500,193900,142200,825700,191900,96200,36300,571700,686700,341300,608000,0.0148147917781067
"ES30","Comunidad de Madrid","2015",3198100,204157500000,NA,41307200000,1.85387e+11,1.49e+08,1.9452e+10,8.61e+09,4.3199e+10,1.7429e+10,1.044e+10,1.9101e+10,2.6824e+10,2.9792e+10,1.0392e+10,4.5925e+10,20957,6404787,0.00360227634907905,63837.11,578300,2977.15833333333,NA,4500,199200,156000,866800,201500,94600,38900,599900,694200,342500,638800,0.0427530939234985
"ES30","Comunidad de Madrid","2016",3248800,212323800000,NA,44452900000,1.92705e+11,1.35e+08,1.9812e+10,9.01e+09,4.5358e+10,1.7938e+10,1.1571e+10,1.9355e+10,2.8261e+10,3.0612e+10,1.0651e+10,4.7616e+10,34517,6450557,0.00714621735273944,65366.11,528800,2993.5175,NA,3800,207200,157400,872800,209900,98800,41100,600700,705900,351200,641800,0.04
