"NUTS","Name","Year","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate"
"ITH5","Emilia-Romagna","2017",0.641,0.33,0.458,0.212,0.161,83.6,1.35
"ITH5","Emilia-Romagna","2018",0.645,0.318,0.461,0.221,0.153,83.9,1.34
"ITH5","Emilia-Romagna","2019",0.65,0.309,0.462,0.229,0.141,84,1.3
"ITI1","Toscana","2009",0.593,0.456,0.395,0.149,0.127,82.5,1.39
"ITI1","Toscana","2010",0.586,0.451,0.396,0.153,0.156,82.9,1.42
"ITI1","Toscana","2011",0.587,0.446,0.392,0.162,0.161,83.1,1.4
"ITI1","Toscana","2012",0.596,0.435,0.395,0.169,0.181,82.9,1.41
"ITI1","Toscana","2013",0.601,0.421,0.41,0.17,0.197,83.4,1.35
"ITI1","Toscana","2014",0.611,0.4,0.426,0.174,0.201,83.8,1.35
"ITI1","Toscana","2015",0.615,0.376,0.431,0.193,0.186,83.1,1.3
"ITI1","Toscana","2016",0.623,0.363,0.434,0.203,0.18,83.9,1.3
"ITI1","Toscana","2017",0.624,0.352,0.44,0.207,0.167,83.7,1.28
"ITI1","Toscana","2018",0.62,0.351,0.435,0.214,0.16,84,1.25
"ITI1","Toscana","2019",0.62,0.352,0.438,0.21,0.157,84.1,1.21
"ITI2","Umbria","2009",0.581,0.375,0.466,0.159,0.141,82.8,1.39
"ITI2","Umbria","2010",0.577,0.358,0.474,0.168,0.154,82.9,1.42
"ITI2","Umbria","2011",0.577,0.339,0.493,0.168,0.153,83.3,1.4
"ITI2","Umbria","2012",0.588,0.329,0.482,0.188,0.181,82.9,1.39
"ITI2","Umbria","2013",0.587,0.34,0.458,0.202,0.189,83.3,1.37
"ITI2","Umbria","2014",0.594,0.329,0.471,0.201,0.23,84,1.32
"ITI2","Umbria","2015",0.609,0.32,0.481,0.198,0.205,83.2,1.27
"ITI2","Umbria","2016",0.597,0.321,0.472,0.207,0.177,84.1,1.26
"ITI2","Umbria","2017",0.606,0.32,0.467,0.212,0.195,83.9,1.24
"ITI2","Umbria","2018",0.599,0.317,0.476,0.207,0.189,84.3,1.21
"ITI2","Umbria","2019",0.61,0.287,0.491,0.223,0.15,84.5,1.2
"ITI3","Marche","2009",0.593,0.427,0.42,0.153,0.161,83,1.44
"ITI3","Marche","2010",0.589,0.424,0.416,0.161,0.139,83.5,1.42
"ITI3","Marche","2011",0.586,0.419,0.426,0.154,0.154,83.5,1.42
"ITI3","Marche","2012",0.604,0.4,0.432,0.168,0.176,83.4,1.38
"ITI3","Marche","2013",0.599,0.386,0.431,0.183,0.202,83.6,1.34
"ITI3","Marche","2014",0.605,0.371,0.443,0.186,0.203,84,1.35
"ITI3","Marche","2015",0.605,0.359,0.455,0.185,0.198,83.3,1.33
"ITI3","Marche","2016",0.608,0.364,0.444,0.192,0.192,84,1.32
"ITI3","Marche","2017",0.607,0.355,0.438,0.207,0.19,83.6,1.25
"ITI3","Marche","2018",0.612,0.352,0.444,0.205,0.166,84.4,1.22
"ITI3","Marche","2019",0.617,0.346,0.439,0.215,0.153,84.4,1.19
"ITI4","Lazio","2009",0.57,0.349,0.46,0.191,0.163,81.4,1.44
"ITI4","Lazio","2010",0.573,0.348,0.459,0.193,0.186,81.7,1.46
"ITI4","Lazio","2011",0.566,0.337,0.467,0.195,0.215,81.9,1.48
"ITI4","Lazio","2012",0.577,0.324,0.471,0.204,0.215,82,1.47
"ITI4","Lazio","2013",0.577,0.317,0.473,0.21,0.233,82.8,1.42
"ITI4","Lazio","2014",0.592,0.299,0.468,0.233,0.243,83.1,1.35
"ITI4","Lazio","2015",0.589,0.304,0.463,0.233,0.238,82.7,1.32
"ITI4","Lazio","2016",0.592,0.309,0.461,0.231,0.225,83.2,1.33
"ITI4","Lazio","2017",0.599,0.303,0.448,0.249,0.217,83,1.27
"ITI4","Lazio","2018",0.603,0.299,0.444,0.257,0.223,83.6,1.22
"ITI4","Lazio","2019",0.598,0.295,0.443,0.263,0.205,83.8,1.18
"LT00","Lietuva (NUTS 2013)","2009",0.62,0.088,0.604,0.308,0.15,73,1.505
"LT00","Lietuva (NUTS 2013)","2010",0.625,0.081,0.595,0.324,0.17,73.4,1.49
"LT00","Lietuva (NUTS 2013)","2011",0.635,0.071,0.594,0.335,0.147,73.85,1.525
"LT00","Lietuva (NUTS 2013)","2012",0.642,0.067,0.593,0.341,0.139,74.15,1.555
"LT00","Lietuva (NUTS 2013)","2013",0.655,0.057,0.5585,0.384,0.123,74.2,1.545
"LT00","Lietuva (NUTS 2013)","2014",0.666,0.06,0.5405,0.3995,0.116,74.75,1.59
"LT00","Lietuva (NUTS 2013)","2015",0.67,0.056,0.521,0.423,0.1085,74.7,1.66
"LT00","Lietuva (NUTS 2013)","2016",0.685,0.045,0.52,0.435,0.0905,75.05,1.655
"LT00","Lietuva (NUTS 2013)","2017",0.695,0.043,0.5165,0.44,0.089,75.95,1.59
"LT00","Lietuva (NUTS 2013)","2018",0.7075,0.045,0.5015,0.4535,0.0805,76.1,1.605
"LT00","Lietuva (NUTS 2013)","2019",0.715,0.045,0.4875,0.4675,0.0915,76.65,1.565
"LT01","Sostinės regionas","2009",NA,NA,NA,NA,NA,73.2,1.51
"LT01","Sostinės regionas","2010",NA,NA,NA,NA,NA,73.7,1.48
"LT01","Sostinės regionas","2011",NA,NA,NA,NA,NA,74.1,1.45
"LT01","Sostinės regionas","2012",NA,NA,NA,NA,NA,74.2,1.45
"LT01","Sostinės regionas","2013",0.675,0.038,0.504,0.458,0.092,74.3,1.42
"LT01","Sostinės regionas","2014",0.683,0.044,0.483,0.473,0.088,74.8,1.48
"LT01","Sostinės regionas","2015",0.686,0.036,0.459,0.505,0.088,75,1.53
"LT01","Sostinės regionas","2016",0.706,0.025,0.451,0.524,0.054,75.3,1.55
"LT01","Sostinės regionas","2017",0.728,0.022,0.445,0.533,0.058,76.3,1.48
"LT01","Sostinės regionas","2018",0.742,0.027,0.426,0.547,0.052,76.3,1.5
"LT01","Sostinės regionas","2019",0.751,0.031,0.41,0.559,0.05,76.9,1.44
"LT02","Vidurio ir vakarų Lietuvos regionas","2009",NA,NA,NA,NA,NA,72.8,1.5
"LT02","Vidurio ir vakarų Lietuvos regionas","2010",NA,NA,NA,NA,NA,73.1,1.5
"LT02","Vidurio ir vakarų Lietuvos regionas","2011",NA,NA,NA,NA,NA,73.6,1.6
"LT02","Vidurio ir vakarų Lietuvos regionas","2012",NA,NA,NA,NA,NA,74.1,1.66
"LT02","Vidurio ir vakarų Lietuvos regionas","2013",0.635,0.076,0.613,0.31,0.154,74.1,1.67
"LT02","Vidurio ir vakarų Lietuvos regionas","2014",0.649,0.076,0.598,0.326,0.144,74.7,1.7
"LT02","Vidurio ir vakarų Lietuvos regionas","2015",0.654,0.076,0.583,0.341,0.129,74.4,1.79
"LT02","Vidurio ir vakarų Lietuvos regionas","2016",0.664,0.065,0.589,0.346,0.127,74.8,1.76
"LT02","Vidurio ir vakarų Lietuvos regionas","2017",0.662,0.064,0.588,0.347,0.12,75.6,1.7
"LT02","Vidurio ir vakarų Lietuvos regionas","2018",0.673,0.063,0.577,0.36,0.109,75.9,1.71
"LT02","Vidurio ir vakarų Lietuvos regionas","2019",0.679,0.059,0.565,0.376,0.133,76.4,1.69
"LU00","Luxembourg","2009",0.613,0.227,0.425,0.348,0.075,80.8,1.59
"LU00","Luxembourg","2010",0.61,0.223,0.422,0.355,0.061,80.8,1.63
"LU00","Luxembourg","2011",0.606,0.227,0.402,0.37,0.066,81.1,1.52
"LU00","Luxembourg","2012",0.622,0.217,0.392,0.391,0.076,81.5,1.57
"LU00","Luxembourg","2013",0.628,0.195,0.398,0.407,0.072,81.9,1.55
"LU00","Luxembourg","2014",0.635,0.18,0.36,0.459,0.065,82.3,1.5
"LU00","Luxembourg","2015",0.648,0.24,0.349,0.411,0.076,82.4,1.47
"LU00","Luxembourg","2016",0.637,0.216,0.358,0.426,0.068,82.7,1.41
"LU00","Luxembourg","2017",0.634,0.236,0.364,0.399,0.066,82.1,1.39
"LU00","Luxembourg","2018",0.646,0.214,0.345,0.441,0.075,82.3,1.38
"LU00","Luxembourg","2019",0.654,0.207,0.323,0.47,0.065,82.7,1.34
"LV00","Latvija","2009",0.658,0.132,0.609,0.258,0.208,72.8,1.46
"LV00","Latvija","2010",0.646,0.114,0.617,0.269,0.207,73.1,1.36
"LV00","Latvija","2011",0.645,0.121,0.602,0.277,0.191,73.9,1.33
"LV00","Latvija","2012",0.661,0.109,0.599,0.292,0.172,74.1,1.44
"LV00","Latvija","2013",0.66,0.106,0.583,0.31,0.156,74.3,1.52
"LV00","Latvija","2014",0.663,0.105,0.593,0.302,0.152,74.5,1.65
"LV00","Latvija","2015",0.675,0.099,0.585,0.316,0.138,74.8,1.7
"LV00","Latvija","2016",0.682,0.093,0.574,0.334,0.133,74.9,1.74
"LV00","Latvija","2017",0.689,0.096,0.565,0.339,0.123,74.9,1.69
"LV00","Latvija","2018",0.696,0.093,0.567,0.339,0.116,75.1,1.6
"LV00","Latvija","2019",0.694,0.088,0.554,0.357,0.103,75.7,1.61
"ME00","Crna Gora","2009",NA,NA,NA,NA,NA,75.2,1.85
"ME00","Crna Gora","2010",NA,NA,NA,NA,NA,76.1,1.69
"ME00","Crna Gora","2011",0.518,0.175,0.63,0.195,0.246,76.1,1.65
"ME00","Crna Gora","2012",0.534,0.164,0.627,0.209,0.244,76.4,1.71
"ME00","Crna Gora","2013",0.533,0.154,0.628,0.218,0.236,76.5,1.73
"ME00","Crna Gora","2014",0.561,0.144,0.616,0.24,0.225,76.5,1.75
"ME00","Crna Gora","2015",0.573,0.141,0.624,0.235,0.234,76.5,1.74
"ME00","Crna Gora","2016",0.581,0.145,0.603,0.253,0.223,76.5,1.79
"ME00","Crna Gora","2017",0.582,0.139,0.613,0.248,0.214,76.6,1.78
"ME00","Crna Gora","2018",0.596,0.132,0.627,0.24,0.21,76.9,1.76
"ME00","Crna Gora","2019",0.611,0.122,0.621,0.258,0.213,76.7,1.77
"MK00","Severna Makedonija","2009",0.583,0.388,0.464,0.148,0.328,74.4,1.52
"MK00","Severna Makedonija","2010",0.587,0.375,0.468,0.156,0.318,75,1.56
"MK00","Severna Makedonija","2011",0.586,0.363,0.462,0.176,0.316,75.1,1.46
"MK00","Severna Makedonija","2012",0.583,0.351,0.47,0.179,0.321,74.9,1.51
"MK00","Severna Makedonija","2013",0.59,0.344,0.484,0.172,0.313,75.5,1.49
"MK00","Severna Makedonija","2014",0.592,0.343,0.481,0.176,0.319,75.5,1.52
"MK00","Severna Makedonija","2015",0.587,0.336,0.476,0.188,0.325,75.5,1.49
"MK00","Severna Makedonija","2016",0.583,0.316,0.476,0.207,0.313,75.4,1.5
"MK00","Severna Makedonija","2017",0.586,0.304,0.489,0.207,0.311,76,1.43
"MK00","Severna Makedonija","2018",0.587,0.298,0.499,0.203,0.298,76.7,1.42
"MK00","Severna Makedonija","2019",0.591,0.284,0.503,0.213,0.245,76.6,1.34
"MT00","Malta","2009",0.537,0.692,0.169,0.139,0.126,80.4,1.42
"MT00","Malta","2010",0.543,0.672,0.179,0.149,0.122,81.5,1.36
"MT00","Malta","2011",0.552,0.642,0.195,0.162,0.121,80.9,1.45
"MT00","Malta","2012",0.566,0.615,0.206,0.178,0.12,80.9,1.42
"MT00","Malta","2013",0.583,0.585,0.219,0.196,0.109,81.9,1.36
"MT00","Malta","2014",0.596,0.554,0.234,0.212,0.116,82.1,1.38
"MT00","Malta","2015",0.602,0.532,0.252,0.216,0.118,82,1.37
"MT00","Malta","2016",0.613,0.506,0.273,0.221,0.094,82.6,1.37
"MT00","Malta","2017",0.625,0.48,0.28,0.239,0.088,82.4,1.26
"MT00","Malta","2018",0.644,0.45,0.281,0.269,0.074,82.5,1.23
"MT00","Malta","2019",0.656,0.421,0.282,0.297,0.085,82.9,1.14
"NL11","Groningen","2009",0.669,0.288,0.428,0.284,0.056,80.1,1.65
"NL11","Groningen","2010",0.681,0.257,0.406,0.338,0.048,80,1.61
"NL11","Groningen","2011",0.682,0.267,0.402,0.331,0.057,80.3,1.66
"NL11","Groningen","2012",0.677,0.266,0.402,0.332,0.079,80,1.59
"NL11","Groningen","2013",0.674,0.25,0.42,0.331,0.082,80.3,1.52
"NL11","Groningen","2014",0.663,0.25,0.435,0.316,0.07,80.7,1.54
"NL11","Groningen","2015",0.674,0.244,0.419,0.337,0.074,80.7,1.52
"NL11","Groningen","2016",0.672,0.229,0.409,0.363,0.067,80.8,1.54
"NL11","Groningen","2017",0.659,0.206,0.433,0.36,0.057,80.8,1.45
"NL11","Groningen","2018",0.664,0.205,0.433,0.362,0.051,81,1.39
"NL11","Groningen","2019",0.668,0.203,0.418,0.379,0.051,81.3,1.41
"NL12","Friesland (NL)","2009",0.702,0.283,0.477,0.24,0.061,80.8,2
"NL12","Friesland (NL)","2010",0.688,0.273,0.463,0.264,0.065,81.1,2
"NL12","Friesland (NL)","2011",0.68,0.28,0.452,0.268,0.057,81.2,1.91
"NL12","Friesland (NL)","2012",0.69,0.267,0.47,0.263,0.061,81,1.89
"NL12","Friesland (NL)","2013",0.694,0.256,0.471,0.272,0.084,81,1.84
"NL12","Friesland (NL)","2014",0.692,0.267,0.473,0.26,0.104,81.6,1.86
"NL12","Friesland (NL)","2015",0.692,0.251,0.494,0.254,0.093,81.5,1.78
"NL12","Friesland (NL)","2016",0.683,0.245,0.483,0.272,0.073,81.3,1.79
"NL12","Friesland (NL)","2017",0.682,0.24,0.47,0.29,0.062,81.7,1.77
"NL12","Friesland (NL)","2018",0.702,0.225,0.457,0.318,0.053,81.7,1.71
"NL12","Friesland (NL)","2019",0.706,0.219,0.449,0.333,0.064,82,1.75
"NL13","Drenthe","2009",0.701,0.3,0.46,0.24,0.072,80.8,2.02
"NL13","Drenthe","2010",0.684,0.298,0.456,0.246,0.067,80.9,1.95
"NL13","Drenthe","2011",0.67,0.303,0.459,0.238,0.072,81.1,1.92
"NL13","Drenthe","2012",0.698,0.284,0.463,0.253,0.065,80.9,1.86
"NL13","Drenthe","2013",0.681,0.261,0.47,0.269,0.079,81.2,1.78
"NL13","Drenthe","2014",0.664,0.247,0.475,0.278,0.093,81.9,1.85
"NL13","Drenthe","2015",0.686,0.243,0.471,0.286,0.061,81.3,1.73
"NL13","Drenthe","2016",0.677,0.248,0.462,0.289,0.044,81.4,1.79
"NL13","Drenthe","2017",0.679,0.236,0.478,0.286,0.063,81.3,1.77
"NL13","Drenthe","2018",0.667,0.21,0.478,0.311,0.065,81.6,1.68
"NL13","Drenthe","2019",0.676,0.195,0.467,0.338,0.056,81.9,1.73
"NL21","Overijssel","2009",0.718,0.298,0.438,0.263,0.06,80.5,1.95
"NL21","Overijssel","2010",0.708,0.277,0.447,0.276,0.051,80.8,1.95
"NL21","Overijssel","2011",0.703,0.279,0.435,0.286,0.054,81.1,1.89
"NL21","Overijssel","2012",0.702,0.263,0.441,0.297,0.064,81.2,1.86
"NL21","Overijssel","2013",0.709,0.261,0.437,0.303,0.073,81.2,1.84
"NL21","Overijssel","2014",0.707,0.239,0.445,0.316,0.073,81.6,1.84
"NL21","Overijssel","2015",0.704,0.231,0.455,0.314,0.056,81.5,1.79
"NL21","Overijssel","2016",0.696,0.23,0.45,0.32,0.064,81.6,1.79
"NL21","Overijssel","2017",0.701,0.214,0.444,0.342,0.056,81.7,1.72
"NL21","Overijssel","2018",0.716,0.217,0.449,0.334,0.064,81.7,1.69
"NL21","Overijssel","2019",0.708,0.217,0.44,0.343,0.053,81.9,1.68
"NL22","Gelderland","2009",0.706,0.285,0.42,0.295,0.05,80.8,1.83
"NL22","Gelderland","2010",0.694,0.28,0.411,0.309,0.051,80.9,1.83
"NL22","Gelderland","2011",0.699,0.284,0.415,0.3,0.051,81.3,1.8
"NL22","Gelderland","2012",0.702,0.274,0.414,0.312,0.064,81.1,1.75
"NL22","Gelderland","2013",0.709,0.247,0.424,0.329,0.071,81.5,1.74
"NL22","Gelderland","2014",0.699,0.238,0.422,0.34,0.064,81.9,1.76
"NL22","Gelderland","2015",0.695,0.233,0.427,0.34,0.063,81.7,1.73
"NL22","Gelderland","2016",0.691,0.242,0.424,0.334,0.058,81.8,1.71
"NL22","Gelderland","2017",0.699,0.232,0.426,0.343,0.057,81.8,1.7
"NL22","Gelderland","2018",0.7,0.231,0.416,0.353,0.047,81.8,1.66
"NL22","Gelderland","2019",0.702,0.215,0.408,0.377,0.05,82.1,1.65
"NL23","Flevoland","2009",0.738,0.278,0.464,0.258,0.053,81,2.04
"NL23","Flevoland","2010",0.729,0.272,0.446,0.282,0.072,80.9,2.04
"NL23","Flevoland","2011",0.735,0.275,0.432,0.293,0.056,80.9,1.95
"NL23","Flevoland","2012",0.744,0.269,0.445,0.286,0.067,81.1,1.91
"NL23","Flevoland","2013",0.735,0.233,0.474,0.293,0.103,81.3,1.8
"NL23","Flevoland","2014",0.731,0.222,0.487,0.292,0.106,82.3,1.89
"NL23","Flevoland","2015",0.738,0.248,0.451,0.3,0.076,81.9,1.82
"NL23","Flevoland","2016",0.75,0.247,0.452,0.301,0.073,81.7,1.8
"NL23","Flevoland","2017",0.723,0.222,0.448,0.33,0.084,82.5,1.72
"NL23","Flevoland","2018",0.736,0.211,0.487,0.302,0.06,81.9,1.78
"NL23","Flevoland","2019",0.746,0.209,0.467,0.324,0.063,82.4,1.77
"NL31","Utrecht","2009",0.742,0.229,0.368,0.403,0.05,81.5,1.81
"NL31","Utrecht","2010",0.748,0.212,0.371,0.417,0.049,81.5,1.82
"NL31","Utrecht","2011",0.733,0.219,0.347,0.434,0.044,81.7,1.76
"NL31","Utrecht","2012",0.74,0.216,0.35,0.434,0.049,81.9,1.77
"NL31","Utrecht","2013",0.741,0.181,0.372,0.447,0.062,82,1.71
"NL31","Utrecht","2014",0.734,0.185,0.359,0.456,0.057,82.2,1.76
"NL31","Utrecht","2015",0.738,0.191,0.34,0.468,0.052,82.1,1.7
"NL31","Utrecht","2016",0.732,0.183,0.349,0.468,0.043,82.1,1.69
"NL31","Utrecht","2017",0.727,0.159,0.353,0.488,0.054,82.3,1.68
"NL31","Utrecht","2018",0.739,0.153,0.335,0.512,0.045,82.4,1.63
"NL31","Utrecht","2019",0.745,0.155,0.319,0.527,0.045,82.7,1.62
"NL32","Noord-Holland","2009",0.72,0.238,0.389,0.373,0.053,81,1.71
"NL32","Noord-Holland","2010",0.714,0.241,0.372,0.387,0.058,81.3,1.72
"NL32","Noord-Holland","2011",0.712,0.241,0.373,0.386,0.061,81.4,1.65
"NL32","Noord-Holland","2012",0.719,0.234,0.38,0.385,0.059,81.2,1.62
"NL32","Noord-Holland","2013",0.723,0.21,0.398,0.392,0.069,81.5,1.59
"NL32","Noord-Holland","2014",0.719,0.212,0.38,0.408,0.068,81.8,1.62
"NL32","Noord-Holland","2015",0.715,0.202,0.382,0.416,0.062,81.6,1.57
"NL32","Noord-Holland","2016",0.727,0.198,0.373,0.429,0.055,81.6,1.57
"NL32","Noord-Holland","2017",0.724,0.184,0.372,0.444,0.054,82,1.52
"NL32","Noord-Holland","2018",0.723,0.181,0.366,0.454,0.052,82.1,1.49
"NL32","Noord-Holland","2019",0.728,0.179,0.337,0.485,0.054,82.4,1.46
"NL33","Zuid-Holland","2009",0.698,0.297,0.39,0.313,0.065,80.9,1.77
"NL33","Zuid-Holland","2010",0.704,0.299,0.382,0.319,0.075,81,1.78
"NL33","Zuid-Holland","2011",0.699,0.29,0.388,0.322,0.071,81.5,1.78
"NL33","Zuid-Holland","2012",0.703,0.274,0.388,0.338,0.074,81.2,1.75
"NL33","Zuid-Holland","2013",0.705,0.246,0.406,0.348,0.081,81.6,1.69
"NL33","Zuid-Holland","2014",0.703,0.25,0.408,0.342,0.089,82,1.74
"NL33","Zuid-Holland","2015",0.702,0.249,0.389,0.361,0.077,81.8,1.67
"NL33","Zuid-Holland","2016",0.694,0.232,0.402,0.366,0.076,81.8,1.69
"NL33","Zuid-Holland","2017",0.697,0.22,0.404,0.376,0.069,82,1.64
"NL33","Zuid-Holland","2018",0.703,0.215,0.396,0.389,0.067,81.9,1.61
"NL33","Zuid-Holland","2019",0.71,0.21,0.382,0.408,0.065,82.2,1.6
"NL34","Zeeland","2009",0.674,0.308,0.435,0.257,0.043,81.8,1.88
"NL34","Zeeland","2010",0.66,0.298,0.438,0.264,0.062,81.1,1.89
"NL34","Zeeland","2011",0.666,0.299,0.452,0.249,0.047,81.8,1.94
"NL34","Zeeland","2012",0.691,0.318,0.462,0.22,0.057,81.9,1.89
"NL34","Zeeland","2013",0.664,0.285,0.477,0.238,0.071,81.7,1.83
"NL34","Zeeland","2014",0.675,0.276,0.475,0.249,0.09,82.8,1.89
"NL34","Zeeland","2015",0.687,0.276,0.473,0.251,0.069,82.3,1.87
"NL34","Zeeland","2016",0.683,0.263,0.476,0.261,0.067,82.1,1.79
"NL34","Zeeland","2017",0.677,0.237,0.485,0.278,0.043,82,1.76
"NL34","Zeeland","2018",0.696,0.237,0.471,0.291,0.045,82.1,1.72
"NL34","Zeeland","2019",0.687,0.239,0.464,0.297,0.042,82.6,1.73
"NL41","Noord-Brabant","2009",0.709,0.302,0.413,0.285,0.058,80.8,1.78
"NL41","Noord-Brabant","2010",0.7,0.286,0.421,0.293,0.061,81.1,1.79
"NL41","Noord-Brabant","2011",0.705,0.288,0.412,0.3,0.053,81.3,1.76
"NL41","Noord-Brabant","2012",0.706,0.279,0.405,0.316,0.068,81.3,1.7
"NL41","Noord-Brabant","2013",0.704,0.259,0.418,0.322,0.068,81.5,1.66
"NL41","Noord-Brabant","2014",0.704,0.259,0.409,0.332,0.066,81.7,1.7
"NL41","Noord-Brabant","2015",0.707,0.252,0.416,0.332,0.064,81.5,1.64
"NL41","Noord-Brabant","2016",0.706,0.247,0.409,0.344,0.062,81.6,1.66
"NL41","Noord-Brabant","2017",0.706,0.235,0.421,0.344,0.056,81.7,1.61
"NL41","Noord-Brabant","2018",0.707,0.222,0.418,0.36,0.053,81.9,1.58
"NL41","Noord-Brabant","2019",0.722,0.209,0.409,0.381,0.054,82.3,1.55
"NL42","Limburg (NL)","2009",0.674,0.341,0.398,0.261,0.074,80.6,1.65
"NL42","Limburg (NL)","2010",0.664,0.326,0.419,0.255,0.065,80.5,1.64
"NL42","Limburg (NL)","2011",0.658,0.31,0.435,0.255,0.06,81,1.59
"NL42","Limburg (NL)","2012",0.67,0.313,0.426,0.261,0.062,80.8,1.56
"NL42","Limburg (NL)","2013",0.653,0.282,0.445,0.274,0.092,81.1,1.55
"NL42","Limburg (NL)","2014",0.642,0.288,0.441,0.271,0.087,81.6,1.51
"NL42","Limburg (NL)","2015",0.656,0.272,0.434,0.294,0.064,81,1.49
"NL42","Limburg (NL)","2016",0.654,0.258,0.449,0.293,0.07,81.5,1.53
"NL42","Limburg (NL)","2017",0.656,0.26,0.431,0.309,0.052,81.5,1.48
"NL42","Limburg (NL)","2018",0.661,0.249,0.429,0.322,0.07,81.8,1.45
"NL42","Limburg (NL)","2019",0.679,0.253,0.411,0.336,0.076,81.8,1.43
"PL21","Małopolskie","2009",0.593,0.101,0.682,0.217,0.138,77.2,1.41
"PL21","Małopolskie","2010",0.596,0.09,0.68,0.231,0.127,77.8,1.4
"PL21","Małopolskie","2011",0.6,0.091,0.665,0.244,0.132,78.1,1.33
"PL21","Małopolskie","2012",0.603,0.088,0.654,0.258,0.147,78.1,1.32
"PL21","Małopolskie","2013",0.606,0.081,0.653,0.266,0.156,78.5,1.32
"PL21","Małopolskie","2014",0.609,0.078,0.649,0.273,0.146,79.1,1.33
"PL21","Małopolskie","2015",0.607,0.076,0.635,0.289,0.132,78.8,1.35
"PL21","Małopolskie","2016",0.613,0.075,0.617,0.307,0.124,79.3,1.43
"PL21","Małopolskie","2017",0.613,0.063,0.6,0.336,0.112,79.1,1.52
"PL21","Małopolskie","2018",0.617,0.051,0.619,0.33,0.099,79.1,1.53
"PL21","Małopolskie","2019",0.623,0.059,0.601,0.34,0.097,79.2,1.51
"PL22","Śląskie","2009",0.558,0.076,0.719,0.205,0.123,75.2,1.33
"PL22","Śląskie","2010",0.561,0.075,0.707,0.217,0.141,75.8,1.34
"PL22","Śląskie","2011",0.57,0.075,0.698,0.227,0.135,76,1.27
"PL22","Śląskie","2012",0.572,0.068,0.699,0.233,0.137,76.1,1.27
"PL22","Śląskie","2013",0.576,0.065,0.691,0.244,0.142,76.3,1.27
"PL22","Śląskie","2014",0.579,0.062,0.688,0.25,0.14,77,1.29
"PL22","Śląskie","2015",0.575,0.062,0.685,0.254,0.124,76.7,1.28
"PL22","Śląskie","2016",0.585,0.061,0.667,0.272,0.114,77.4,1.35
"PL22","Śląskie","2017",0.585,0.057,0.661,0.282,0.094,77.2,1.45
"PL22","Śląskie","2018",0.58,0.054,0.648,0.297,0.091,77.2,1.41
"PL22","Śląskie","2019",0.579,0.049,0.641,0.31,0.095,77.5,1.38
"PL41","Wielkopolskie","2009",0.597,0.123,0.702,0.175,0.141,76,1.48
"PL41","Wielkopolskie","2010",0.613,0.114,0.684,0.203,0.146,76.7,1.48
"PL41","Wielkopolskie","2011",0.611,0.099,0.686,0.215,0.154,77.1,1.38
"PL41","Wielkopolskie","2012",0.612,0.091,0.685,0.224,0.152,77.1,1.38
"PL41","Wielkopolskie","2013",0.621,0.088,0.678,0.234,0.155,77.2,1.36
"PL41","Wielkopolskie","2014",0.618,0.088,0.667,0.246,0.148,77.8,1.39
"PL41","Wielkopolskie","2015",0.618,0.084,0.659,0.257,0.142,77.4,1.4
"PL41","Wielkopolskie","2016",0.626,0.083,0.661,0.256,0.111,78,1.48
"PL41","Wielkopolskie","2017",0.636,0.069,0.678,0.252,0.1,77.9,1.6
"PL41","Wielkopolskie","2018",0.633,0.07,0.665,0.265,0.105,77.6,1.57
"PL41","Wielkopolskie","2019",0.636,0.07,0.645,0.285,0.097,78.1,1.55
"PL42","Zachodniopomorskie","2009",0.56,0.141,0.658,0.201,0.161,75.4,1.36
"PL42","Zachodniopomorskie","2010",0.564,0.142,0.65,0.208,0.174,76,1.31
"PL42","Zachodniopomorskie","2011",0.558,0.146,0.643,0.21,0.197,76.6,1.22
"PL42","Zachodniopomorskie","2012",0.567,0.132,0.643,0.225,0.196,76.8,1.23
"PL42","Zachodniopomorskie","2013",0.573,0.128,0.633,0.239,0.19,76.7,1.24
"PL42","Zachodniopomorskie","2014",0.575,0.135,0.625,0.241,0.177,77.6,1.27
"PL42","Zachodniopomorskie","2015",0.57,0.132,0.623,0.245,0.188,77.4,1.25
"PL42","Zachodniopomorskie","2016",0.576,0.123,0.616,0.26,0.191,77.7,1.33
"PL42","Zachodniopomorskie","2017",0.581,0.109,0.624,0.267,0.154,77.6,1.41
"PL42","Zachodniopomorskie","2018",0.597,0.103,0.611,0.286,0.146,77.3,1.36
"PL42","Zachodniopomorskie","2019",0.592,0.105,0.599,0.296,0.159,77.5,1.32
"PL43","Lubuskie","2009",0.571,0.127,0.71,0.163,0.183,75.2,1.43
"PL43","Lubuskie","2010",0.589,0.117,0.702,0.181,0.174,76.1,1.36
"PL43","Lubuskie","2011",0.587,0.115,0.692,0.193,0.175,76,1.3
"PL43","Lubuskie","2012",0.578,0.118,0.695,0.187,0.183,76.5,1.31
"PL43","Lubuskie","2013",0.587,0.112,0.683,0.206,0.207,76.3,1.28
"PL43","Lubuskie","2014",0.583,0.099,0.674,0.227,0.2,77.4,1.3
"PL43","Lubuskie","2015",0.59,0.1,0.676,0.224,0.176,76.9,1.28
"PL43","Lubuskie","2016",0.601,0.097,0.679,0.225,0.169,77.4,1.36
"PL43","Lubuskie","2017",0.601,0.089,0.674,0.237,0.166,77.3,1.46
