"NUTS","Name","Year","Activity_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","NEET_share","Life_exp","Fertility_rate"
"UKD4","Lancashire","2015",0.66,0.214,0.447,0.339,0.109,79.8,1.9
"UKD4","Lancashire","2016",0.672,0.21,0.422,0.368,0.106,80,1.91
"UKD4","Lancashire","2017",0.69,0.204,0.423,0.372,0.095,79.9,1.83
"UKD4","Lancashire","2018",0.684,0.213,0.41,0.378,0.11,79.9,1.78
"UKD4","Lancashire","2019",0.681,0.213,0.408,0.379,0.141,NA,NA
"UKD6","Cheshire","2009",0.705,0.238,0.399,0.362,0.143,81,1.88
"UKD6","Cheshire","2010",0.696,0.201,0.404,0.394,0.123,81.1,1.96
"UKD6","Cheshire","2011",0.689,0.212,0.381,0.406,0.129,81.4,1.94
"UKD6","Cheshire","2012",0.685,0.191,0.395,0.414,0.127,81.3,1.97
"UKD6","Cheshire","2013",0.673,0.197,0.365,0.438,0.118,81.5,1.86
"UKD6","Cheshire","2014",0.69,0.192,0.348,0.46,0.093,81.7,1.85
"UKD6","Cheshire","2015",0.672,0.19,0.365,0.445,0.114,81.5,1.88
"UKD6","Cheshire","2016",0.681,0.16,0.371,0.468,0.105,81.5,1.85
"UKD6","Cheshire","2017",0.682,0.168,0.345,0.487,0.076,81.9,1.82
"UKD6","Cheshire","2018",0.675,0.157,0.377,0.466,0.102,81.9,1.74
"UKD6","Cheshire","2019",0.682,0.165,0.38,0.455,0.123,NA,NA
"UKD7","Merseyside","2009",0.644,0.296,0.416,0.288,0.199,78.8,1.79
"UKD7","Merseyside","2010",0.638,0.293,0.434,0.272,0.172,79,1.84
"UKD7","Merseyside","2011",0.633,0.287,0.445,0.269,0.173,79.8,1.84
"UKD7","Merseyside","2012",0.652,0.27,0.436,0.294,0.178,79.5,1.85
"UKD7","Merseyside","2013",0.649,0.281,0.41,0.309,0.154,79.4,1.76
"UKD7","Merseyside","2014",0.627,0.256,0.425,0.319,0.148,79.7,1.76
"UKD7","Merseyside","2015",0.649,0.239,0.422,0.339,0.178,79.4,1.75
"UKD7","Merseyside","2016",0.644,0.254,0.389,0.357,0.136,79.3,1.74
"UKD7","Merseyside","2017",0.647,0.24,0.407,0.353,0.16,79.8,1.72
"UKD7","Merseyside","2018",0.661,0.234,0.4,0.366,0.153,79.6,1.66
"UKD7","Merseyside","2019",0.665,0.208,0.411,0.381,0.137,NA,NA
"UKE1","East Yorkshire and Northern Lincolnshire","2009",0.685,0.283,0.449,0.268,0.162,79.7,1.91
"UKE1","East Yorkshire and Northern Lincolnshire","2010",0.681,0.276,0.449,0.275,0.173,80.3,1.94
"UKE1","East Yorkshire and Northern Lincolnshire","2011",0.68,0.259,0.448,0.293,0.187,80.3,1.94
"UKE1","East Yorkshire and Northern Lincolnshire","2012",0.674,0.256,0.465,0.279,0.211,80.3,1.98
"UKE1","East Yorkshire and Northern Lincolnshire","2013",0.681,0.261,0.448,0.291,0.174,80.4,1.89
"UKE1","East Yorkshire and Northern Lincolnshire","2014",0.685,0.232,0.472,0.296,0.148,80.8,1.85
"UKE1","East Yorkshire and Northern Lincolnshire","2015",0.657,0.224,0.45,0.326,0.135,80.4,1.86
"UKE1","East Yorkshire and Northern Lincolnshire","2016",0.667,0.254,0.408,0.338,0.166,80.5,1.82
"UKE1","East Yorkshire and Northern Lincolnshire","2017",0.647,0.247,0.423,0.33,0.129,80.2,1.78
"UKE1","East Yorkshire and Northern Lincolnshire","2018",0.666,0.259,0.426,0.315,0.143,80.8,1.71
"UKE1","East Yorkshire and Northern Lincolnshire","2019",0.661,0.263,0.438,0.299,0.122,NA,NA
"UKE2","North Yorkshire","2009",0.696,0.213,0.394,0.393,0.088,81.6,1.82
"UKE2","North Yorkshire","2010",0.699,0.225,0.413,0.362,0.12,81.8,1.79
"UKE2","North Yorkshire","2011",0.693,0.211,0.403,0.386,0.126,81.8,1.82
"UKE2","North Yorkshire","2012",0.7,0.183,0.389,0.428,0.143,81.9,1.8
"UKE2","North Yorkshire","2013",0.688,0.169,0.388,0.443,0.129,82.1,1.7
"UKE2","North Yorkshire","2014",0.681,0.161,0.397,0.442,0.093,82.6,1.71
"UKE2","North Yorkshire","2015",0.707,0.176,0.393,0.431,0.103,82.4,1.72
"UKE2","North Yorkshire","2016",0.713,0.18,0.403,0.417,0.086,82.5,1.7
"UKE2","North Yorkshire","2017",0.706,0.169,0.402,0.429,0.107,82.5,1.62
"UKE2","North Yorkshire","2018",0.694,0.156,0.367,0.477,0.075,82.3,1.58
"UKE2","North Yorkshire","2019",0.709,0.184,0.402,0.414,0.06,NA,NA
"UKE3","South Yorkshire","2009",0.628,0.29,0.44,0.27,0.186,79.6,1.86
"UKE3","South Yorkshire","2010",0.643,0.289,0.441,0.271,0.169,79.9,1.86
"UKE3","South Yorkshire","2011",0.656,0.286,0.433,0.28,0.185,80.3,1.85
"UKE3","South Yorkshire","2012",0.665,0.267,0.431,0.302,0.162,80.2,1.87
"UKE3","South Yorkshire","2013",0.685,0.269,0.424,0.306,0.167,80.1,1.78
"UKE3","South Yorkshire","2014",0.696,0.254,0.434,0.313,0.179,80.4,1.75
"UKE3","South Yorkshire","2015",0.651,0.263,0.403,0.333,0.152,80,1.73
"UKE3","South Yorkshire","2016",0.651,0.224,0.435,0.341,0.152,80.5,1.71
"UKE3","South Yorkshire","2017",0.658,0.234,0.405,0.361,0.153,80.5,1.67
"UKE3","South Yorkshire","2018",0.685,0.217,0.389,0.394,0.144,80.2,1.58
"UKE3","South Yorkshire","2019",0.669,0.195,0.42,0.385,0.148,NA,NA
"UKE4","West Yorkshire","2009",0.686,0.28,0.413,0.307,0.171,79.6,2
"UKE4","West Yorkshire","2010",0.679,0.279,0.423,0.299,0.18,79.6,2.03
"UKE4","West Yorkshire","2011",0.657,0.275,0.421,0.304,0.179,80,1.98
"UKE4","West Yorkshire","2012",0.672,0.272,0.4,0.328,0.192,80.2,2.02
"UKE4","West Yorkshire","2013",0.678,0.244,0.412,0.344,0.172,80.1,1.95
"UKE4","West Yorkshire","2014",0.669,0.249,0.409,0.342,0.16,80.4,1.93
"UKE4","West Yorkshire","2015",0.683,0.244,0.405,0.351,0.163,80,1.91
"UKE4","West Yorkshire","2016",0.683,0.266,0.387,0.347,0.139,80.3,1.91
"UKE4","West Yorkshire","2017",0.678,0.255,0.388,0.357,0.138,80.4,1.85
"UKE4","West Yorkshire","2018",0.673,0.246,0.381,0.373,0.123,80.1,1.8
"UKE4","West Yorkshire","2019",0.674,0.246,0.373,0.381,0.158,NA,NA
"UKF1","Derbyshire and Nottinghamshire","2009",0.686,0.282,0.42,0.299,0.123,80.3,1.86
"UKF1","Derbyshire and Nottinghamshire","2010",0.666,0.26,0.417,0.323,0.154,80.7,1.92
"UKF1","Derbyshire and Nottinghamshire","2011",0.671,0.261,0.412,0.327,0.154,81.1,1.93
"UKF1","Derbyshire and Nottinghamshire","2012",0.675,0.254,0.417,0.33,0.161,81.1,1.92
"UKF1","Derbyshire and Nottinghamshire","2013",0.667,0.235,0.406,0.358,0.158,81.1,1.81
"UKF1","Derbyshire and Nottinghamshire","2014",0.663,0.244,0.408,0.348,0.144,80.9,1.8
"UKF1","Derbyshire and Nottinghamshire","2015",0.673,0.221,0.4,0.379,0.114,80.6,1.79
"UKF1","Derbyshire and Nottinghamshire","2016",0.693,0.216,0.416,0.368,0.124,81.1,1.75
"UKF1","Derbyshire and Nottinghamshire","2017",0.679,0.223,0.418,0.359,0.121,81,1.69
"UKF1","Derbyshire and Nottinghamshire","2018",0.677,0.217,0.41,0.372,0.13,80.9,1.61
"UKF1","Derbyshire and Nottinghamshire","2019",0.695,0.192,0.425,0.382,0.113,NA,NA
"UKF2","Leicestershire, Rutland and Northamptonshire","2009",0.718,0.269,0.437,0.294,0.14,80.7,1.94
"UKF2","Leicestershire, Rutland and Northamptonshire","2010",0.701,0.242,0.448,0.31,0.115,80.9,1.98
"UKF2","Leicestershire, Rutland and Northamptonshire","2011",0.713,0.245,0.422,0.334,0.123,81.4,1.96
"UKF2","Leicestershire, Rutland and Northamptonshire","2012",0.706,0.258,0.423,0.32,0.138,81.4,1.97
"UKF2","Leicestershire, Rutland and Northamptonshire","2013",0.699,0.236,0.398,0.367,0.147,81.4,1.87
"UKF2","Leicestershire, Rutland and Northamptonshire","2014",0.708,0.226,0.415,0.359,0.12,81.8,1.87
"UKF2","Leicestershire, Rutland and Northamptonshire","2015",0.705,0.208,0.443,0.349,0.109,81.4,1.88
"UKF2","Leicestershire, Rutland and Northamptonshire","2016",0.692,0.208,0.425,0.367,0.119,81.6,1.88
"UKF2","Leicestershire, Rutland and Northamptonshire","2017",0.683,0.203,0.414,0.382,0.098,81.7,1.81
"UKF2","Leicestershire, Rutland and Northamptonshire","2018",0.693,0.214,0.398,0.388,0.1,81.5,1.75
"UKF2","Leicestershire, Rutland and Northamptonshire","2019",0.722,0.196,0.414,0.39,0.107,NA,NA
"UKF3","Lincolnshire","2009",0.672,0.259,0.474,0.267,0.138,80.7,1.92
"UKF3","Lincolnshire","2010",0.674,0.246,0.47,0.284,0.113,81,1.94
"UKF3","Lincolnshire","2011",0.695,0.238,0.476,0.286,0.111,81.2,1.98
"UKF3","Lincolnshire","2012",0.658,0.244,0.465,0.291,0.16,81.1,1.98
"UKF3","Lincolnshire","2013",0.67,0.224,0.462,0.313,0.149,81.3,1.86
"UKF3","Lincolnshire","2014",0.69,0.239,0.448,0.313,0.107,82,1.89
"UKF3","Lincolnshire","2015",0.668,0.239,0.44,0.321,0.15,81.2,1.88
"UKF3","Lincolnshire","2016",0.661,0.226,0.457,0.317,0.131,81.4,1.8
"UKF3","Lincolnshire","2017",0.663,0.233,0.431,0.336,0.123,81.1,1.79
"UKF3","Lincolnshire","2018",0.678,0.228,0.412,0.359,0.096,81,1.67
"UKF3","Lincolnshire","2019",0.646,0.187,0.469,0.344,0.116,NA,NA
"UKG1","Herefordshire, Worcestershire and Warwickshire","2009",0.713,0.255,0.418,0.326,0.14,81.2,1.86
"UKG1","Herefordshire, Worcestershire and Warwickshire","2010",0.69,0.255,0.401,0.344,0.146,81.6,1.94
"UKG1","Herefordshire, Worcestershire and Warwickshire","2011",0.69,0.259,0.398,0.343,0.157,82,1.92
"UKG1","Herefordshire, Worcestershire and Warwickshire","2012",0.709,0.215,0.406,0.378,0.131,81.9,1.98
"UKG1","Herefordshire, Worcestershire and Warwickshire","2013",0.716,0.202,0.396,0.401,0.109,81.8,1.88
"UKG1","Herefordshire, Worcestershire and Warwickshire","2014",0.709,0.217,0.384,0.398,0.117,82.1,1.81
"UKG1","Herefordshire, Worcestershire and Warwickshire","2015",0.707,0.2,0.36,0.439,0.109,81.8,1.85
"UKG1","Herefordshire, Worcestershire and Warwickshire","2016",0.693,0.215,0.357,0.428,0.132,81.9,1.83
"UKG1","Herefordshire, Worcestershire and Warwickshire","2017",0.694,0.195,0.398,0.407,0.109,82.1,1.79
"UKG1","Herefordshire, Worcestershire and Warwickshire","2018",0.709,0.182,0.39,0.428,0.102,81.9,1.75
"UKG1","Herefordshire, Worcestershire and Warwickshire","2019",0.7,0.179,0.402,0.419,0.102,NA,NA
"UKG2","Shropshire and Staffordshire","2009",0.695,0.285,0.433,0.282,0.13,80.3,1.94
"UKG2","Shropshire and Staffordshire","2010",0.683,0.269,0.431,0.3,0.156,80.6,1.93
"UKG2","Shropshire and Staffordshire","2011",0.679,0.246,0.437,0.318,0.14,81.2,1.97
"UKG2","Shropshire and Staffordshire","2012",0.679,0.239,0.456,0.305,0.156,81,1.96
"UKG2","Shropshire and Staffordshire","2013",0.679,0.257,0.434,0.31,0.125,80.9,1.87
"UKG2","Shropshire and Staffordshire","2014",0.67,0.231,0.456,0.313,0.131,81.4,1.87
"UKG2","Shropshire and Staffordshire","2015",0.682,0.222,0.423,0.356,0.11,80.8,1.82
"UKG2","Shropshire and Staffordshire","2016",0.71,0.208,0.448,0.344,0.098,81.1,1.86
"UKG2","Shropshire and Staffordshire","2017",0.698,0.198,0.443,0.359,0.121,81.1,1.79
"UKG2","Shropshire and Staffordshire","2018",0.695,0.196,0.435,0.369,0.116,80.9,1.75
"UKG2","Shropshire and Staffordshire","2019",0.71,0.182,0.427,0.391,0.11,NA,NA
"UKG3","West Midlands","2009",0.642,0.327,0.406,0.267,0.21,79.9,2.06
"UKG3","West Midlands","2010",0.649,0.322,0.414,0.264,0.191,79.9,2.07
"UKG3","West Midlands","2011",0.639,0.319,0.408,0.273,0.19,80.4,2.09
"UKG3","West Midlands","2012",0.651,0.305,0.395,0.3,0.204,80.4,2.1
"UKG3","West Midlands","2013",0.652,0.3,0.402,0.298,0.226,80.3,2.02
"UKG3","West Midlands","2014",0.646,0.307,0.384,0.309,0.197,80.1,1.97
"UKG3","West Midlands","2015",0.631,0.295,0.376,0.329,0.164,80.1,1.94
"UKG3","West Midlands","2016",0.646,0.297,0.378,0.325,0.171,80.2,1.95
"UKG3","West Midlands","2017",0.646,0.287,0.387,0.326,0.164,80.3,1.88
"UKG3","West Midlands","2018",0.669,0.262,0.412,0.326,0.148,80.2,1.79
"UKG3","West Midlands","2019",0.673,0.266,0.381,0.353,0.136,NA,NA
"UKH1","East Anglia","2009",0.711,0.258,0.431,0.311,0.122,81.7,1.91
"UKH1","East Anglia","2010",0.688,0.249,0.424,0.326,0.139,82,1.95
"UKH1","East Anglia","2011",0.701,0.245,0.433,0.322,0.148,82.4,1.96
"UKH1","East Anglia","2012",0.71,0.213,0.421,0.367,0.115,82.3,2
"UKH1","East Anglia","2013",0.699,0.206,0.419,0.375,0.133,82.2,1.9
"UKH1","East Anglia","2014",0.712,0.213,0.417,0.37,0.123,82.5,1.89
"UKH1","East Anglia","2015",0.706,0.217,0.428,0.356,0.11,82.3,1.9
"UKH1","East Anglia","2016",0.703,0.226,0.396,0.378,0.113,82.3,1.86
"UKH1","East Anglia","2017",0.703,0.215,0.405,0.38,0.121,82.4,1.8
"UKH1","East Anglia","2018",0.705,0.218,0.401,0.38,0.135,82.3,1.74
"UKH1","East Anglia","2019",0.706,0.201,0.408,0.391,0.124,NA,NA
"UKH2","Bedfordshire and Hertfordshire","2009",0.715,0.23,0.428,0.342,0.114,81.3,2.03
"UKH2","Bedfordshire and Hertfordshire","2010",0.722,0.226,0.394,0.38,0.103,81.6,2.07
"UKH2","Bedfordshire and Hertfordshire","2011",0.72,0.218,0.385,0.397,0.116,82.2,2.05
"UKH2","Bedfordshire and Hertfordshire","2012",0.722,0.195,0.37,0.435,0.102,81.9,2.03
"UKH2","Bedfordshire and Hertfordshire","2013",0.718,0.191,0.393,0.416,0.099,82.3,1.95
"UKH2","Bedfordshire and Hertfordshire","2014",0.726,0.172,0.376,0.452,0.108,82.5,1.94
"UKH2","Bedfordshire and Hertfordshire","2015",0.725,0.189,0.375,0.436,0.109,82.3,1.94
"UKH2","Bedfordshire and Hertfordshire","2016",0.725,0.187,0.364,0.449,0.104,82.6,1.93
"UKH2","Bedfordshire and Hertfordshire","2017",0.717,0.184,0.366,0.451,0.096,82.5,1.88
"UKH2","Bedfordshire and Hertfordshire","2018",0.712,0.181,0.355,0.464,0.1,82.3,1.84
"UKH2","Bedfordshire and Hertfordshire","2019",0.724,0.162,0.364,0.473,0.091,NA,NA
"UKH3","Essex","2009",0.694,0.299,0.451,0.25,0.119,81.7,2
"UKH3","Essex","2010",0.693,0.29,0.449,0.262,0.134,81.4,2.02
"UKH3","Essex","2011",0.703,0.273,0.46,0.268,0.164,81.8,1.99
"UKH3","Essex","2012",0.701,0.254,0.44,0.306,0.164,81.9,2.05
"UKH3","Essex","2013",0.705,0.245,0.442,0.313,0.134,81.9,1.92
"UKH3","Essex","2014",0.685,0.263,0.426,0.311,0.14,81.9,1.95
"UKH3","Essex","2015",0.7,0.24,0.435,0.325,0.119,81.6,1.93
"UKH3","Essex","2016",0.701,0.245,0.419,0.336,0.114,81.7,1.93
"UKH3","Essex","2017",0.701,0.228,0.42,0.352,0.12,81.7,1.91
"UKH3","Essex","2018",0.709,0.24,0.425,0.335,0.1,81.8,1.84
"UKH3","Essex","2019",0.715,0.235,0.398,0.367,0.094,NA,NA
"UKI1","Inner London (NUTS 2010)","2009",0.692,0.173,0.319,0.508,0.124,81.15,NA
"UKI1","Inner London (NUTS 2010)","2010",0.6875,0.145,0.295,0.56,0.135,81.35,NA
"UKI1","Inner London (NUTS 2010)","2011",0.689,0.1655,0.2235,0.6115,0.1525,82.05,NA
"UKI1","Inner London (NUTS 2010)","2012",0.706,0.1395,0.219,0.642,0.136,81.95,NA
"UKI1","Inner London (NUTS 2010)","2013",0.7135,0.145,0.222,0.633,0.119,82.3,1.49
"UKI1","Inner London (NUTS 2010)","2014",0.7285,0.1375,0.2335,0.6285,0.1075,82.7,1.45
"UKI1","Inner London (NUTS 2010)","2015",0.722,0.131,0.2315,0.6375,0.101,82.15,1.445
"UKI1","Inner London (NUTS 2010)","2016",0.738,0.1215,0.207,0.672,0.1155,83.2,1.425
"UKI1","Inner London (NUTS 2010)","2017",0.7265,0.1285,0.2135,0.6575,0.089,82.9,1.39
"UKI1","Inner London (NUTS 2010)","2018",0.733,0.1175,0.2125,0.6705,0.0945,83.35,1.345
"UKI1","Inner London (NUTS 2010)","2019",0.7355,0.1135,0.203,0.683,0.09,NA,NA
"UKI2","Outer London (NUTS 2010)","2009",0.694,0.232,0.388,0.38,0.137,81.4633333333333,NA
"UKI2","Outer London (NUTS 2010)","2010",0.699666666666667,0.209333333333333,0.388666666666667,0.402,0.13,81.66,NA
"UKI2","Outer London (NUTS 2010)","2011",0.700333333333333,0.206,0.348333333333333,0.445333333333333,0.147666666666667,82.3666666666667,NA
"UKI2","Outer London (NUTS 2010)","2012",0.699,0.189666666666667,0.355,0.455333333333333,0.154,82.2666666666667,NA
"UKI2","Outer London (NUTS 2010)","2013",0.712666666666667,0.176333333333333,0.334,0.489666666666667,0.150666666666667,82.5666666666667,1.91666666666667
"UKI2","Outer London (NUTS 2010)","2014",0.715,0.170666666666667,0.343,0.486333333333333,0.124333333333333,82.7333333333333,1.90333333333333
"UKI2","Outer London (NUTS 2010)","2015",0.714666666666667,0.168333333333333,0.326666666666667,0.505,0.107666666666667,82.4,1.94
"UKI2","Outer London (NUTS 2010)","2016",0.719333333333333,0.160333333333333,0.324666666666667,0.514666666666667,0.123666666666667,82.8333333333333,1.94666666666667
"UKI2","Outer London (NUTS 2010)","2017",0.728,0.154333333333333,0.331333333333333,0.514666666666667,0.112666666666667,83.0333333333333,1.91666666666667
"UKI2","Outer London (NUTS 2010)","2018",0.731,0.152,0.332,0.516333333333333,0.132666666666667,82.8333333333333,1.82333333333333
"UKI2","Outer London (NUTS 2010)","2019",0.719666666666667,0.148,0.309666666666667,0.542333333333333,0.127333333333333,NA,NA
"UKI3","Inner London - West","2009",NA,0.1228717,0.2857627,0.5735599,NA,82.09,NA
"UKI3","Inner London - West","2010",0.676,0.111,0.281,0.608,0.109,82.29,NA
"UKI3","Inner London - West","2011",0.682,0.128,0.198,0.675,0.144,83,NA
"UKI3","Inner London - West","2012",0.71,0.107,0.195,0.699,0.12,82.9,NA
"UKI3","Inner London - West","2013",0.703,0.12,0.198,0.682,0.102,83.3,1.34
"UKI3","Inner London - West","2014",0.728,0.104,0.199,0.696,0.101,84,1.31
"UKI3","Inner London - West","2015",0.71,0.1,0.205,0.695,0.091,83.4,1.3
"UKI3","Inner London - West","2016",0.751,0.091,0.162,0.747,0.107,84.3,1.31
"UKI3","Inner London - West","2017",0.718,0.113,0.171,0.716,0.086,83.9,1.27
"UKI3","Inner London - West","2018",0.721,0.103,0.182,0.715,0.096,84.7,1.25
"UKI3","Inner London - West","2019",0.715,0.093,0.178,0.728,0.086,NA,NA
"UKI4","Inner London - East","2009",NA,0.1981444,0.3142373,0.4829978,NA,80.21,NA
"UKI4","Inner London - East","2010",0.699,0.179,0.309,0.512,0.161,80.41,NA
"UKI4","Inner London - East","2011",0.696,0.203,0.249,0.548,0.161,81.1,NA
"UKI4","Inner London - East","2012",0.702,0.172,0.243,0.585,0.152,81,NA
"UKI4","Inner London - East","2013",0.724,0.17,0.246,0.584,0.136,81.3,1.64
"UKI4","Inner London - East","2014",0.729,0.171,0.268,0.561,0.114,81.4,1.59
"UKI4","Inner London - East","2015",0.734,0.162,0.258,0.58,0.111,80.9,1.59
"UKI4","Inner London - East","2016",0.725,0.152,0.252,0.597,0.124,82.1,1.54
"UKI4","Inner London - East","2017",0.735,0.144,0.256,0.599,0.092,81.9,1.51
"UKI4","Inner London - East","2018",0.745,0.132,0.243,0.626,0.093,82,1.44
"UKI4","Inner London - East","2019",0.756,0.134,0.228,0.638,0.094,NA,NA
"UKI5","Outer London - East and North East","2009",NA,0.2778449,0.4108475,0.3264009,NA,80.81,NA
"UKI5","Outer London - East and North East","2010",0.667,0.251,0.404,0.346,0.15,81,NA
"UKI5","Outer London - East and North East","2011",0.693,0.249,0.371,0.379,0.172,81.7,NA
"UKI5","Outer London - East and North East","2012",0.676,0.223,0.4,0.377,0.171,81.6,NA
"UKI5","Outer London - East and North East","2013",0.675,0.206,0.365,0.429,0.19,81.9,2.02
"UKI5","Outer London - East and North East","2014",0.691,0.223,0.35,0.427,0.162,82.2,1.98
"UKI5","Outer London - East and North East","2015",0.711,0.223,0.344,0.433,0.115,81.6,2.02
"UKI5","Outer London - East and North East","2016",0.71,0.193,0.349,0.458,0.124,82.2,2.02
"UKI5","Outer London - East and North East","2017",0.716,0.193,0.349,0.458,0.129,82.3,1.97
"UKI5","Outer London - East and North East","2018",0.723,0.194,0.343,0.463,0.131,82.4,1.89
"UKI5","Outer London - East and North East","2019",0.708,0.177,0.355,0.467,0.14,NA,NA
"UKI6","Outer London - South","2009",NA,0.2147487,0.3620339,0.4245098,NA,81.69,NA
"UKI6","Outer London - South","2010",0.721,0.194,0.356,0.45,0.115,81.89,NA
"UKI6","Outer London - South","2011",0.71,0.19,0.344,0.466,0.122,82.6,NA
"UKI6","Outer London - South","2012",0.712,0.183,0.344,0.473,0.147,82.5,NA
"UKI6","Outer London - South","2013",0.746,0.161,0.322,0.517,0.123,82.8,1.84
"UKI6","Outer London - South","2014",0.737,0.138,0.354,0.508,0.103,82.6,1.86
"UKI6","Outer London - South","2015",0.721,0.133,0.316,0.551,0.106,82.8,1.9
"UKI6","Outer London - South","2016",0.732,0.139,0.325,0.536,0.111,82.8,1.89
"UKI6","Outer London - South","2017",0.743,0.136,0.328,0.537,0.102,83.1,1.85
"UKI6","Outer London - South","2018",0.751,0.13,0.343,0.527,0.13,82.7,1.75
"UKI6","Outer London - South","2019",0.747,0.14,0.307,0.553,0.12,NA,NA
"UKI7","Outer London - West and North West","2009",NA,0.2025722,0.4128814,0.3867756,NA,81.89,NA
"UKI7","Outer London - West and North West","2010",0.711,0.183,0.406,0.41,0.125,82.09,NA
"UKI7","Outer London - West and North West","2011",0.698,0.179,0.33,0.491,0.149,82.8,NA
"UKI7","Outer London - West and North West","2012",0.709,0.163,0.321,0.516,0.144,82.7,NA
"UKI7","Outer London - West and North West","2013",0.717,0.162,0.315,0.523,0.139,83,1.89
"UKI7","Outer London - West and North West","2014",0.717,0.151,0.325,0.524,0.108,83.4,1.87
"UKI7","Outer London - West and North West","2015",0.712,0.149,0.32,0.531,0.102,82.8,1.9
"UKI7","Outer London - West and North West","2016",0.716,0.149,0.3,0.55,0.136,83.5,1.93
"UKI7","Outer London - West and North West","2017",0.725,0.134,0.317,0.549,0.107,83.7,1.93
"UKI7","Outer London - West and North West","2018",0.719,0.132,0.31,0.559,0.137,83.4,1.83
"UKI7","Outer London - West and North West","2019",0.704,0.127,0.267,0.607,0.122,NA,NA
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2009",0.743,0.192,0.395,0.413,0.134,81.9,1.95
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2010",0.739,0.177,0.389,0.434,0.109,82.1,2
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2011",0.734,0.178,0.359,0.463,0.107,82.4,2
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2012",0.748,0.171,0.355,0.474,0.103,82.3,1.99
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2013",0.743,0.158,0.358,0.484,0.107,82.4,1.89
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2014",0.742,0.145,0.345,0.51,0.098,82.8,1.88
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2015",0.744,0.152,0.332,0.517,0.096,82.8,1.9
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2016",0.741,0.151,0.335,0.514,0.081,82.9,1.88
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2017",0.76,0.132,0.33,0.539,0.076,82.9,1.83
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2018",0.749,0.143,0.327,0.53,0.078,83.2,1.79
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire","2019",0.76,0.136,0.334,0.53,0.079,NA,NA
"UKJ2","Surrey, East and West Sussex","2009",0.714,0.195,0.412,0.393,0.114,82.1,1.86
"UKJ2","Surrey, East and West Sussex","2010",0.721,0.187,0.404,0.409,0.105,82.1,1.9
"UKJ2","Surrey, East and West Sussex","2011",0.709,0.185,0.383,0.431,0.111,82.6,1.91
"UKJ2","Surrey, East and West Sussex","2012",0.706,0.174,0.375,0.451,0.112,82.5,1.91
"UKJ2","Surrey, East and West Sussex","2013",0.709,0.177,0.381,0.442,0.121,82.6,1.83
"UKJ2","Surrey, East and West Sussex","2014",0.71,0.157,0.389,0.454,0.117,82.9,1.8
"UKJ2","Surrey, East and West Sussex","2015",0.703,0.165,0.371,0.464,0.114,82.5,1.81
"UKJ2","Surrey, East and West Sussex","2016",0.714,0.161,0.372,0.468,0.093,82.7,1.79
"UKJ2","Surrey, East and West Sussex","2017",0.719,0.153,0.353,0.493,0.086,82.8,1.72
"UKJ2","Surrey, East and West Sussex","2018",0.698,0.147,0.35,0.504,0.11,82.9,1.69
"UKJ2","Surrey, East and West Sussex","2019",0.72,0.146,0.34,0.514,0.082,NA,NA
"UKJ3","Hampshire and Isle of Wight","2009",0.711,0.247,0.422,0.331,0.118,82,1.84
"UKJ3","Hampshire and Isle of Wight","2010",0.71,0.22,0.429,0.352,0.112,82,1.9
"UKJ3","Hampshire and Isle of Wight","2011",0.702,0.209,0.408,0.383,0.118,82.4,1.92
"UKJ3","Hampshire and Isle of Wight","2012",0.7,0.186,0.412,0.402,0.14,82.3,1.94
"UKJ3","Hampshire and Isle of Wight","2013",0.717,0.176,0.403,0.421,0.115,82,1.82
"UKJ3","Hampshire and Isle of Wight","2014",0.712,0.174,0.391,0.435,0.089,82.6,1.83
"UKJ3","Hampshire and Isle of Wight","2015",0.707,0.186,0.406,0.408,0.098,82.4,1.81
"UKJ3","Hampshire and Isle of Wight","2016",0.707,0.189,0.411,0.4,0.085,82.4,1.77
"UKJ3","Hampshire and Isle of Wight","2017",0.703,0.167,0.411,0.422,0.108,82.3,1.71
"UKJ3","Hampshire and Isle of Wight","2018",0.705,0.161,0.409,0.429,0.101,82.5,1.65
"UKJ3","Hampshire and Isle of Wight","2019",0.7,0.163,0.368,0.468,0.088,NA,NA
"UKJ4","Kent","2009",0.693,0.266,0.445,0.288,0.163,80.8,1.99
"UKJ4","Kent","2010",0.68,0.261,0.423,0.316,0.169,81.2,2.02
"UKJ4","Kent","2011",0.686,0.259,0.41,0.331,0.161,81.7,2.01
"UKJ4","Kent","2012",0.675,0.235,0.435,0.33,0.163,81.8,2.06
"UKJ4","Kent","2013",0.682,0.224,0.423,0.354,0.139,81.7,1.91
"UKJ4","Kent","2014",0.673,0.198,0.427,0.375,0.14,81.7,1.93
