"NUTS","Name","Country","Year","GDP_growth","Employment_abs","Labor_Productivity_abs","Wage_EUR","Activity_rate","NEET_share","Life_exp","Fertility_rate","Pop_edu_1","Pop_edu_2","Pop_edu_3","inv_rate","GVA_primary","GVA_services","GVA_public","GFCF_share","GDP_EUR","GDP_capita","Population_abs","Pop_growth","emp_rate","unemp_rate","Migration_rate"
"DE92","Hannover","Germany",2016,0.0313240712546869,1120000,69805.08,3349.15166666667,0.668,0.107,80.8,1.64,0.154,0.592,0.254,0.241418400222744,0.274113997056601,0.469831578468864,0.256055845034008,0.239862555152788,70851409004.5223,33167.9613716902,2136140,0.00744213246807146,0.558,0.047,0.00570468227737882
"DE92","Hannover","Germany",2017,0.00587869451796488,1134400,70698.08,3406.73333333333,0.676,0.098,80.6,1.55,0.157,0.585,0.257,0.258519130423954,0.275100076518928,0.466878927129904,0.25801961264541,0.261429712885074,71465097803.2219,33362.945684378,2142050,0.00276667259636541,0.567,0.045,0.00496206904600733
"DE92","Hannover","Germany",2018,0.00627725313188301,1143700,72327.02,3540.12083333333,0.682,0.095,80.5,1.57,0.149,0.577,0.274,0.259751148673575,0.275633363517456,0.466278968373746,0.258090351141966,0.2686293187789,72078878389.0587,33572.3733396641,2146970,0.00229686515254079,0.574,0.041,0.00570944167827217
"DE92","Hannover","Germany",2019,0.014168855120685,1153000,74326.12,3660.04583333333,0.696,0.102,81,1.53,0.146,0.57,0.283,0.289720981608121,0.277715693117322,0.462012604840704,0.260271702041974,0.305774424631803,73169952087.8535,34048.0554335714,2149020,0.00095483402190063,0.59,0.035,0.00232664191119673
"DE93","Lüneburg","Germany",2009,-0.0361684531565297,688100,50313.9,2434.0775,0.653,0.101,79.9,1.46,0.142,0.656,0.203,0.259331441327969,0.255920033244317,0.467330693975112,0.276755715477613,0.232515957600439,3.4623e+10,20723.4130934047,1670719,-0.0002220107833809,0.561,0.054,0.00137425862757292
"DE93","Lüneburg","Germany",2010,0.0254484140579775,692000,52015.82,2490.06083333333,0.662,0.108,80.2,1.5,0.132,0.655,0.213,0.25731765723732,0.272745531231171,0.457302207734021,0.269952261034808,0.234619340121081,35494516333.1475,21250.7910905002,1670268,-0.00026994365898753,0.562,0.057,0.00217689616277148
"DE93","Lüneburg","Germany",2011,0.0401262028249957,702000,54266.72,2556.975,0.671,0.103,79.9,1.45,0.127,0.644,0.229,0.279356642048079,0.275500119876732,0.455768409849774,0.268740241741663,0.259062765595816,36881023708.7746,22103.5046439892,1668560,-0.00102259038669243,0.571,0.053,0.00174881334803663
"DE93","Lüneburg","Germany",2012,0.0255214730594041,710700,55595.49,2611.14666666667,0.667,0.088,80.4,1.47,0.124,0.647,0.228,0.290857398865593,0.287769196306555,0.445222443568452,0.267011177828058,0.273138850712048,37792133828.9671,22667.6186422792,1667230,-0.00079709450064726,0.574,0.044,0.00382190819503008
"DE93","Lüneburg","Germany",2013,0.00326638332512434,718300,56572.67,2651.71083333333,0.673,0.077,80.1,1.53,0.125,0.643,0.232,0.280704875231939,0.286857070919928,0.443097663369805,0.270048002452121,0.27026977474145,37950599580.7786,22741.6597738326,1668770,0.00092368779352578,0.573,0.043,0.00550165690898087
"DE93","Lüneburg","Germany",2014,0.0291520445695287,721000,59106.15,2741.80583333333,0.689,0.083,80.7,1.6,0.133,0.651,0.216,0.282148991682718,0.292048407570264,0.441496224511871,0.266455367917865,0.276295952773641,39178641204.5942,23404.6256531444,1673970,0.00311606752278624,0.583,0.04,0.00750073179328184
"DE93","Lüneburg","Germany",2015,0.00221246873744928,724500,60353.01,2800.10666666667,0.695,0.083,80.7,1.59,0.129,0.642,0.23,0.280170462924822,0.290954073667241,0.440360860654696,0.268685065678063,0.278146653122501,39614354069.3521,23456.4076557137,1688850,0.00888904819082779,0.592,0.035,0.016513011812772
"DE93","Lüneburg","Germany",2016,0.00023003385814663,732600,60909.91,2870.805,0.692,0.099,80.6,1.71,0.134,0.641,0.225,0.29869822779769,0.288448327359618,0.441231083233771,0.270320589406611,0.30052876654995,39931285572.9751,23461.803423665,1701970,0.00776859993486692,0.588,0.033,0.0050676568917196
"DE93","Lüneburg","Germany",2017,0.0169208440999516,741400,62349.01,2932.5025,0.702,0.093,80.7,1.7,0.138,0.631,0.231,0.295426120064048,0.293253569105125,0.439957173139108,0.266789257755767,0.302484853639081,40684020544.9878,23858.7969417006,1705200,0.0018978007837976,0.597,0.034,0.00450152474783017
"DE93","Lüneburg","Germany",2018,0.00961652030706416,754900,63396.45,3024.42416666667,0.695,0.079,80.6,1.7,0.124,0.641,0.235,0.301327075541045,0.294236044605321,0.43948855533578,0.266280037750812,0.315717016895583,41159327196.7907,24088.2355469925,1708690,0.00204668074126202,0.591,0.024,0.00586063007333103
"DE93","Lüneburg","Germany",2019,0.0220335758420919,762000,66002.3,3135.36583333333,0.702,0.082,80.9,1.68,0.128,0.632,0.24,0.302921576415552,0.304746458360916,0.429229003927799,0.266026744339997,0.325385748989695,42189309281.7497,24618.9855118194,1713690,0.00292621833100211,0.596,0.026,0.00640022407786706
"DE94","Weser-Ems","Germany",2009,-0.0440659555975199,1219300,52345.52,2465.34833333333,0.64,0.102,79.9,1.44,0.155,0.635,0.21,0.301077147829977,0.316212088380644,0.448886155050572,0.234903504050663,0.269944802107015,63824900000,26216.3351128567,2434547,0.00026665045125144,0.546,0.059,0.00106754973307149
"DE94","Weser-Ems","Germany",2010,0.052467306689877,1231100,55209.52,2517.8975,0.653,0.098,80.3,1.46,0.154,0.644,0.203,0.289028199828834,0.342809640927961,0.434529040112714,0.222659682573969,0.262883592683771,67187913173.5954,27591.8356075076,2435065,0.00021277058935399,0.555,0.059,0.00254079459891214
"DE94","Weser-Ems","Germany",2011,0.0374781086772851,1257700,57038.09,2583.50583333333,0.66,0.088,80.1,1.43,0.14,0.647,0.213,0.30808527817891,0.344210493625875,0.43784413285508,0.217946926289964,0.284471909775145,69746781029.0404,28625.9254210115,2436490,0.00058519998439466,0.57,0.042,0.00303469334985984
"DE94","Weser-Ems","Germany",2012,0.0121806816851746,1281500,57471.22,2633.09333333333,0.665,0.083,80.3,1.49,0.144,0.634,0.222,0.303328375085409,0.348811229826885,0.429087984714084,0.222103808780936,0.283828875971016,70697176005.6193,28974.6087065084,2439970,0.00142828413003952,0.572,0.043,0.00391152350233814
"DE94","Weser-Ems","Germany",2013,-0.0089930292531287,1291600,57929.52,2680.78666666667,0.68,0.079,80.1,1.47,0.141,0.637,0.223,0.307284823334265,0.343945267213241,0.430027824184448,0.22602839493695,0.294562523637574,70185438883.0434,28714.0392028128,2444290,0.00177051357188818,0.583,0.04,0.00426136014957309
"DE94","Weser-Ems","Germany",2014,0.0221395987697348,1302400,59766.08,2756.11,0.682,0.082,80.8,1.57,0.137,0.658,0.206,0.301627871465655,0.349355173383224,0.42419987127728,0.226446382420644,0.293501952447601,72013149567.6283,29349.7565098215,2453620,0.00381705935056806,0.581,0.041,0.00744532568205346
"DE94","Weser-Ems","Germany",2015,0.00502503208550836,1318000,60872.9,2828.07916666667,0.678,0.094,80.4,1.55,0.146,0.646,0.208,0.309246452438918,0.345646971773316,0.426179829927684,0.228173198299,0.305268264579459,73109794202.6358,29497.2399779852,2478530,0.0101523463290974,0.575,0.039,0.016357679753725
"DE94","Weser-Ems","Germany",2016,0.0206725407778319,1338900,62517.63,2898.12583333333,0.688,0.096,80.5,1.71,0.151,0.649,0.2,0.304069178826524,0.355969221419748,0.416549789621318,0.22748231585065,0.304315559778144,75303083472.6507,30107.0228742636,2501180,0.00913848127720867,0.593,0.036,0.0051547669499996
"DE94","Weser-Ems","Germany",2017,0.0220740491584791,1356900,64366.98,2971.55083333333,0.695,0.08,80.7,1.68,0.149,0.645,0.206,0.312021682255341,0.359853774382054,0.413012402748147,0.227136364156172,0.317768366742601,77277043815.6642,30771.6067772056,2511310,0.00405008835829488,0.6,0.03,0.00535019571458721
"DE94","Weser-Ems","Germany",2018,-0.00757369692099754,1380400,64402.07,3068.60916666667,0.699,0.084,80.5,1.64,0.154,0.631,0.215,0.301015192309853,0.355654332822804,0.414528746306775,0.229816920870422,0.313246920060851,76984635620.0897,30538.5519537029,2520900,0.00381872409220686,0.606,0.027,0.00528581062319013
"DE94","Weser-Ems","Germany",2019,0.0154609981297992,1397900,66639.13,3163.7975,0.702,0.084,81,1.66,0.151,0.62,0.228,0.325253711713923,0.359339652648144,0.410568035480924,0.230093503145561,0.348044528532412,78446858840.5272,31010.7084483459,2529670,0.00347891626006585,0.607,0.029,0.00471207706934106
"DEA1","Düsseldorf","Germany",2009,-0.0576367206688632,2619900,66536.27,3057.57583333333,0.622,0.138,79.6,1.35,0.191,0.578,0.231,0.164763271566035,0.275925853648549,0.524216701036337,0.199859364812667,0.147726223168653,174315700000,34127.6682721345,5107753,-0.00340318758603331,0.518,0.077,-0.00023062978965506
"DEA1","Düsseldorf","Germany",2010,0.0139458927694958,2613900,67480.46,3127.72333333333,0.628,0.135,79.6,1.39,0.188,0.582,0.23,0.16233308889504,0.287749479964362,0.508443840249592,0.203807310323346,0.146165619245434,176137180090.004,34603.6090743306,5090139,-0.003448483119681,0.52,0.076,0.00112354495623793
"DEA1","Düsseldorf","Germany",2011,0.0249592958400601,2638100,69290.63,3216.92,0.64,0.126,80,1.35,0.18,0.578,0.242,0.169605065111546,0.288566327245693,0.507913932103618,0.20352035002407,0.154502166585924,180144399363.625,35467.2907903507,5079170,-0.00215495097481621,0.534,0.067,0.00244547829665083
"DEA1","Düsseldorf","Germany",2012,-0.0121177021912987,2657800,68735.42,3306.8025,0.644,0.122,80.1,1.41,0.184,0.567,0.249,0.168128487466451,0.278894322301015,0.512391551829632,0.208714125869353,0.155023644098547,177958660180.009,35037.508723021,5079090,-1.57506049216703e-05,0.536,0.065,0.00411451657678836
"DEA1","Düsseldorf","Germany",2013,-0.00217075370086347,2672700,69474.92,3334.41083333333,0.647,0.113,79.9,1.39,0.19,0.564,0.246,0.159960565381268,0.269008306785042,0.520598658719848,0.210393633441323,0.150227928877199,177776530633.203,34961.4509212915,5084930,0.00114981226952072,0.538,0.063,0.00522780057935901
"DEA1","Düsseldorf","Germany",2014,0.0146999410658478,2689600,71599.75,3447.6725,0.654,0.116,80.5,1.48,0.191,0.571,0.238,0.166241744296715,0.259792922446861,0.531217950566723,0.208989703804113,0.159341075940615,180873009861.821,35475.382189411,5098550,0.00267850294890982,0.54,0.063,0.00650714418805347
"DEA1","Düsseldorf","Germany",2015,-0.00126232899216118,2720800,72523.34,3523.4225,0.652,0.111,80.1,1.51,0.186,0.566,0.248,0.161742094513698,0.259752940347912,0.530235650397915,0.210011409254173,0.157603699088093,182148009000.436,35430.6005859653,5140980,0.00832197389453864,0.539,0.059,0.0157722846616793
"DEA1","Düsseldorf","Germany",2016,0.00096856779426597,2743500,73503.93,3588.56083333333,0.657,0.109,80.4,1.63,0.189,0.546,0.265,0.163670299978135,0.262933448770969,0.526626384659572,0.210440717321538,0.161695559878505,183787359543.634,35464.9175246244,5182230,0.00802376200646569,0.55,0.049,0.00531334965835171
"DEA1","Düsseldorf","Germany",2017,0.0252635699560899,2771100,75826.9,3671.77166666667,0.664,0.107,80.5,1.6,0.189,0.55,0.261,0.173552095309972,0.259187628040559,0.529447678118644,0.21136522197922,0.173971771111711,188887540720.035,36360.8879494947,5194800,0.00242559670257785,0.558,0.043,0.00378397628397628
"DEA1","Düsseldorf","Germany",2018,0.0114105180664151,2807500,77530.68,3785.56666666667,0.665,0.106,80.3,1.59,0.186,0.555,0.259,0.170150133370313,0.257464862836587,0.531915576999943,0.210621089639533,0.174500685214057,191255409450.458,36775.7845183533,5200580,0.00111265111265111,0.559,0.043,0.00324521495679328
"DEA1","Düsseldorf","Germany",2019,-0.00463405091206627,2832500,78047.24,3911.14083333333,0.671,0.105,80.7,1.55,0.184,0.551,0.265,0.168508439828884,0.251126197353348,0.531025519777602,0.217848784851378,0.176188252363922,190526891263.233,36605.363660564,5204890,0.00082875371593168,0.567,0.038,0.00341505776298827
"DEA2","Köln","Germany",2009,-0.0315288319229867,2185000,65629.68,3016.18583333333,0.631,0.119,80.4,1.34,0.184,0.541,0.275,0.176217631329653,0.212969401135849,0.555779033610374,0.231251565253777,0.157996255269296,143401500000,33473.8879560857,4283981,-9.89635667029611e-05,0.534,0.071,0.000912469032892536
"DEA2","Köln","Germany",2010,0.0215496689817908,2194800,66813.13,3085.10666666667,0.633,0.107,80.7,1.39,0.179,0.548,0.272,0.175500762235588,0.237074228852703,0.529580808348945,0.233344962798353,0.157982164020805,146469698927.233,34195.2391610729,4283336,-0.00015056089184335,0.533,0.07,0.00331470610757596
"DEA2","Köln","Germany",2011,0.0224292584245595,2227300,68167.15,3171.89416666667,0.641,0.1,80.8,1.35,0.18,0.542,0.279,0.19652092252046,0.232459161925305,0.53428343989934,0.233258131848379,0.178545877126345,150022506434.273,34962.2130171062,4290990,0.00178692495755645,0.543,0.06,0.00493126294864355
"DEA2","Köln","Germany",2012,-0.00061622252035478,2256000,68368.45,3262.80083333333,0.64,0.093,80.7,1.39,0.177,0.535,0.288,0.178220666257624,0.242960262749486,0.51977550799437,0.237263507416898,0.164044273985341,150506929624.415,34940.6685140836,4307500,0.00384759694149835,0.543,0.054,0.00531514799767847
"DEA2","Köln","Germany",2013,0.0121046068805879,2283100,69743.32,3285.49333333333,0.645,0.087,80.7,1.37,0.184,0.523,0.293,0.179570492542953,0.231576697610518,0.532532252871171,0.235891747972562,0.168115015277354,152929230964.792,35363.6115705916,4324480,0.00394196169471851,0.543,0.058,0.00570727578807163
"DEA2","Köln","Germany",2014,0.0167861999741532,2305900,71894.34,3401.24916666667,0.65,0.092,81.2,1.46,0.177,0.539,0.283,0.183219155134937,0.231142505648605,0.536184572005972,0.232673592405274,0.174920787780125,156320471380.285,35957.2322262238,4347400,0.00530005919786888,0.547,0.053,0.00748401343331646
"DEA2","Köln","Germany",2015,0.0225511901103925,2339400,74470.82,3467.73666666667,0.654,0.094,80.8,1.48,0.177,0.538,0.285,0.178040196675909,0.241085610177117,0.530439138633543,0.228475889333108,0.172766273883993,161488115549.298,36768.1106060009,4392070,0.0102751069604821,0.551,0.048,0.0149779033576423
"DEA2","Köln","Germany",2016,0.00015522612874255,2372100,75079.52,3543.15083333333,0.669,0.084,81.2,1.57,0.173,0.524,0.303,0.186053879167878,0.237733502794488,0.530590939648796,0.231676181187068,0.183096412283395,162941477814.558,36773.8179774714,4430910,0.00884321060456687,0.574,0.039,0.00420094292143149
"DEA2","Köln","Germany",2017,0.0240736146881548,2405200,77125.46,3633.65416666667,0.672,0.086,81.2,1.53,0.17,0.527,0.303,0.186748490774747,0.236088236508205,0.531432745476811,0.232479018014984,0.186405105434077,167463224396.714,37659.0967020734,4446820,0.00359068453207129,0.577,0.037,0.00411687453056341
"DEA2","Köln","Germany",2018,0.013030674623828,2439300,79019.62,3757.17166666667,0.672,0.084,80.9,1.54,0.165,0.53,0.305,0.184398812662781,0.229664892722839,0.535997780075487,0.234338478614804,0.188180994444298,170208474530.519,38149.8201378254,4461580,0.00331922587377047,0.574,0.036,0.00430049444367242
"DEA2","Köln","Germany",2019,-0.0112645346045391,2468300,79004.8,3881.43833333333,0.682,0.077,81.3,1.5,0.166,0.525,0.309,0.185563443399582,0.231538603804185,0.52469761420381,0.2437643510549,0.193230294254693,168755112265.26,37720.0801687259,4473880,0.00275687088430556,0.585,0.034,0.00328082112171091
"DEA3","Münster","Germany",2009,-0.0618617686214167,1199100,56176.07,2653.6375,0.63,0.125,79.9,1.39,0.172,0.614,0.214,0.190251244300063,0.290081694963524,0.453748133135967,0.256168516145269,0.170578690542111,67360700000,26155.7774700761,2575366,-0.00175395006998358,0.532,0.073,-0.000744360219091189
"DEA3","Münster","Germany",2010,0.0427792606755989,1204800,58491.29,2718.05666666667,0.636,0.122,79.9,1.41,0.164,0.619,0.218,0.193922903066958,0.322125279359588,0.426495284031364,0.251379436609048,0.175235381179804,70115977248.869,27274.7022926414,2570733,-0.00179896760305137,0.537,0.066,0.000938642791764061
"DEA3","Münster","Germany",2011,0.0280983840501749,1224400,60087.66,2801.805,0.647,0.095,80.2,1.37,0.159,0.61,0.231,0.201814999636637,0.317353927957172,0.432733884838061,0.249910673191056,0.184946795696417,72073700708.3939,28041.0773525143,2570290,-0.00017232439152568,0.55,0.053,0.00399137840477145
"DEA3","Münster","Germany",2012,-0.00179047900779543,1238700,60168.96,2876.12166666667,0.65,0.105,80.5,1.41,0.162,0.605,0.233,0.204499689285117,0.316947106766414,0.42905841439805,0.253994478835536,0.190131564405093,72001195818.4535,27990.8703921586,2572310,0.00078590353617685,0.553,0.049,0.0025028087594419
"DEA3","Münster","Germany",2013,-0.0174894236281514,1246600,59944.27,2912.12333333333,0.653,0.096,80.5,1.41,0.157,0.596,0.247,0.204142165945598,0.312771331068179,0.425781976696596,0.261446692235225,0.193824627595696,70768612689.4672,27501.3262021495,2573280,0.0003770929631343,0.553,0.051,0.00337390412236523
"DEA3","Münster","Germany",2014,0.00759974268417017,1256900,61107.83,2989.13083333333,0.66,0.098,80.9,1.5,0.157,0.616,0.227,0.201362946764954,0.304331665806147,0.434638863941062,0.261026577751167,0.194943636361023,71421156698.9306,27710.3292047592,2577420,0.0016088416340235,0.559,0.049,0.00445678236375911
"DEA3","Münster","Germany",2015,0.0073961639190103,1272800,62308.4,3050.21333333333,0.665,0.092,80.6,1.55,0.165,0.594,0.241,0.197357759478729,0.301481493942529,0.437522955586023,0.260998354207146,0.194158444625171,72508821479.171,27915.2793418074,2597460,0.00777521707754266,0.565,0.044,0.014973089094731
"DEA3","Münster","Germany",2016,0.0154354408720493,1286700,63869.52,3117.49583333333,0.673,0.095,80.7,1.64,0.159,0.596,0.245,0.197394081340017,0.307738153963005,0.432488975323375,0.259771519236253,0.19690596081962,74176525378.9344,28346.1639855146,2616810,0.00744958536416345,0.571,0.043,0.00338580179684425
"DEA3","Münster","Germany",2017,0.0279698807546688,1299900,65956.09,3190.89833333333,0.669,0.084,80.9,1.63,0.159,0.603,0.238,0.20680831235398,0.308385485092255,0.432186749678029,0.259431648297598,0.209264321684819,76351763508.2804,29139.0028120417,2620260,0.00131839911953868,0.571,0.039,0.00229900849534016
"DEA3","Münster","Germany",2018,0.00108545409047477,1321200,66606.25,3288.54416666667,0.683,0.087,80.8,1.66,0.16,0.596,0.244,0.217502222614551,0.303507632552949,0.43432599607811,0.262167632426843,0.225468333612305,76496773288.1612,29170.6318618364,2622390,0.00081289643012525,0.587,0.036,0.00256903054084251
"DEA3","Münster","Germany",2019,0.0144969890367921,1333800,68435.51,3379.39333333333,0.691,0.081,81.1,1.62,0.157,0.586,0.257,0.212028221310907,0.305804627118088,0.429391403515384,0.264803969366528,0.224568458860853,77656942958.342,29593.5181921337,2624120,0.00065970355286589,0.594,0.034,0.00205287867932869
"DEA4","Detmold","Germany",2009,-0.0551941470286441,1023900,56768.51,2722.34666666667,0.646,0.117,80.5,1.47,0.173,0.619,0.207,0.199902142315773,0.335446547638464,0.433323419646369,0.231228113937045,0.179231682350715,5.8127e+10,28558.4860125963,2035367,-0.00125862884531967,0.536,0.077,-0.0018291541525435
"DEA4","Detmold","Germany",2010,0.0283996180166661,1026900,58277.09,2785.07583333333,0.644,0.116,80.7,1.5,0.169,0.628,0.203,0.208229102006074,0.35464608430936,0.41312775756134,0.232229875145428,0.187674061232737,59699779108.5559,29369.5361064883,2032711,-0.00130492436990479,0.535,0.07,-0.000658234249728564
"DEA4","Detmold","Germany",2011,0.047897541796944,1044800,60731.01,2863.9175,0.655,0.101,81,1.46,0.165,0.622,0.213,0.201853175028133,0.352933637865443,0.419996243089655,0.227066607913739,0.184107442218547,62452119596.2914,30776.2646897057,2029230,-0.00171249134776168,0.552,0.055,-0.000231122149780951
"DEA4","Detmold","Germany",2012,0.00776134365953208,1059100,61232.37,2940.83416666667,0.664,0.097,80.9,1.48,0.162,0.608,0.23,0.189344307326754,0.358921005102426,0.412601207276623,0.228477787620951,0.175489550527014,62845337325.6677,31015.1298565192,2026280,-0.00145375339414458,0.563,0.047,0.00137937501233788
"DEA4","Detmold","Germany",2013,0.0100675598598702,1067000,62577.93,2976.40083333333,0.676,0.1,80.9,1.49,0.163,0.605,0.232,0.183361369730684,0.362245798704219,0.408602454989091,0.229153411835246,0.173550555976771,63435118015.2575,31327.3765329114,2024910,-0.00067611583789012,0.567,0.05,0.00187761431372259
"DEA4","Detmold","Germany",2014,0.0288816844358357,1077400,64946.18,3082.60833333333,0.677,0.088,81.4,1.56,0.162,0.621,0.217,0.19823182212175,0.356818549833787,0.416783878434199,0.22639915925031,0.191119497197047,65335563263.4688,32232.1639361375,2027030,0.00104696011180744,0.569,0.05,0.00419826050921792
"DEA4","Detmold","Germany",2015,-0.00523607724709563,1087200,65654.39,3150.4725,0.683,0.086,81.1,1.6,0.171,0.609,0.22,0.187609610526349,0.351141506994826,0.419849979596478,0.229006955887896,0.183809082569443,65532126223.6823,32063.3938359268,2043830,0.00828798784428449,0.571,0.047,0.0157004251821335
"DEA4","Detmold","Germany",2016,0.0158956952264154,1100600,67110.54,3212.75416666667,0.684,0.098,81.2,1.71,0.168,0.602,0.23,0.194820114460313,0.360503372759889,0.414115669274052,0.225382461648577,0.193451761487891,66973802152.7964,32573.0637722673,2056110,0.00600832750277665,0.577,0.041,-0.000662415921327166
"DEA4","Detmold","Germany",2017,0.0146065576532262,1118000,67921.81,3278.23166666667,0.69,0.087,81.2,1.67,0.164,0.609,0.228,0.198147799031665,0.355701794767247,0.41566669151077,0.228630052304144,0.199710569525485,67891248982.0416,33048.8441061991,2054270,-0.00089489375568427,0.582,0.039,0.00153436500557376
"DEA4","Detmold","Germany",2018,0.0113080674633526,1133000,69242.71,3380.03,0.691,0.078,81.1,1.67,0.169,0.596,0.235,0.205110796153748,0.354779666578969,0.416220398487073,0.228999934933958,0.211142820525652,68677684440.7942,33422.5626649378,2054830,0.00027260291977198,0.589,0.032,0.00224933449482439
"DEA4","Detmold","Germany",2019,0.0149255530844478,1145100,70917.32,3486.86833333333,0.695,0.076,81.6,1.66,0.165,0.595,0.24,0.191049699898326,0.354588713115919,0.412691731624922,0.232719555259159,0.200500120479536,69726142640.532,33921.4128982116,2055520,0.00033579420195344,0.591,0.03,0.00166965050206274
"DEA5","Arnsberg","Germany",2009,-0.0605421918823812,1744300,55443.95,2772.58416666667,0.62,0.144,79.6,1.34,0.204,0.595,0.201,0.178423691108684,0.336060346408312,0.423293243088959,0.240646410502729,0.159974191707225,96713100000,26752.4121625939,3615117,-0.00615695394078317,0.508,0.092,-0.00290281061442825
"DEA5","Arnsberg","Germany",2010,0.0480439745626019,1747200,57728.75,2840.56166666667,0.62,0.129,79.6,1.36,0.199,0.605,0.197,0.178214994172449,0.35339326650487,0.409142583683519,0.237465252470231,0.160452335688566,100729602536.735,28037.7043720218,3592648,-0.00621528985092322,0.508,0.082,-0.001175734444343
"DEA5","Arnsberg","Germany",2011,0.0375124832008659,1774000,59456.52,2912.69916666667,0.636,0.115,79.7,1.32,0.188,0.602,0.21,0.174274139380447,0.358493614792222,0.407121946273852,0.234384438933926,0.158659781334322,104006194016.04,29089.4682862681,3575390,-0.00480369910996012,0.526,0.071,0.000621470664738672
"DEA5","Arnsberg","Germany",2012,-0.00509961270378996,1784300,59632.3,2996.9925,0.638,0.119,79.8,1.39,0.187,0.596,0.217,0.16478951641931,0.358529419150699,0.402391326184676,0.239079254664624,0.1526648238612,103160633875.415,28941.123264249,3564500,-0.00304582157470933,0.528,0.066,0.00121110955253191
"DEA5","Arnsberg","Germany",2013,-0.00159701013292393,1788000,60373.98,3047.20666666667,0.643,0.115,79.6,1.39,0.18,0.598,0.222,0.171689937112102,0.351558185729475,0.405999901093738,0.242441913176787,0.162204089172556,102737853805.103,28894.9039971378,3555570,-0.00250526020479731,0.531,0.065,0.00208883526410674
"DEA5","Arnsberg","Germany",2014,0.0218606858567917,1798500,62463.01,3148.09666666667,0.65,0.108,80.2,1.47,0.176,0.615,0.209,0.163598375179964,0.349661627667822,0.408483237616087,0.241855134716092,0.157634287888413,104957495108.627,29526.5664162814,3554680,-0.0002503114831096,0.541,0.057,0.00516023945896677
"DEA5","Arnsberg","Germany",2015,0.00061104727385584,1803300,63801.1,3219.36083333333,0.643,0.097,79.7,1.5,0.18,0.599,0.22,0.16527617534685,0.345117239966528,0.412619360973093,0.242265331640393,0.161822465534855,105697314297.29,29544.6085441963,3577550,0.00643377181630977,0.533,0.057,0.0149409512096267
"DEA5","Arnsberg","Germany",2016,0.00499156558811697,1815800,64754.02,3281.875,0.652,0.116,80,1.6,0.194,0.578,0.227,0.168948667497287,0.343946565757991,0.412147769747612,0.243905664494397,0.167706818645654,106648615389.876,29692.0823955199,3591820,0.00398876325977275,0.547,0.05,-2.45001141482591e-05
"DEA5","Arnsberg","Germany",2017,0.022768888310612,1832500,66399.94,3350.20333333333,0.661,0.107,80.2,1.62,0.186,0.591,0.224,0.170585601074032,0.34023178883448,0.413902769809992,0.245866353407289,0.171799389170653,108868256693.4,30368.138103293,3584950,-0.0019126793658925,0.551,0.046,0.00216237325485711
"DEA5","Arnsberg","Germany",2018,0.0131584715833754,1857300,67824.33,3458.15,0.667,0.092,80,1.59,0.185,0.588,0.227,0.181479422706423,0.342422515259977,0.411933482446071,0.245644002293952,0.18686831575409,110242337856.299,30767.7363855652,3583050,-0.00052999344481791,0.563,0.04,0.00309345390100613
"DEA5","Arnsberg","Germany",2019,0.00234271661157381,1872500,68845.58,3561.57166666667,0.676,0.092,80.4,1.58,0.184,0.585,0.231,0.186917537114927,0.335531333554855,0.412081138919927,0.252386666689622,0.19658458265291,110453727891.456,30839.8164726962,3581530,-0.00042421958945591,0.57,0.039,0.00262066770346751
"DEB1","Koblenz","Germany",2009,-0.0543484425634103,710300,52296.66,2581.64,0.653,0.11,79.9,1.38,0.176,0.628,0.196,0.222988899197992,0.303372878251496,0.428646494854957,0.267983629544888,0.199931080528095,37144800000,24995.9960431485,1486030,-0.00208644335611834,0.545,0.067,-0.00113793126652894
"DEB1","Koblenz","Germany",2010,0.0387838439259151,709600,54643.03,2646.57666666667,0.66,0.102,80.4,1.41,0.167,0.626,0.207,0.20095341079557,0.319857275207017,0.419744552450501,0.260401040606007,0.181660690897949,38566956700.2572,25965.4368524588,1485319,-0.00047845602040335,0.559,0.051,-0.000358845473598601
"DEB1","Koblenz","Germany",2011,0.032955420440647,714900,56591.39,2683.30333333333,0.669,0.099,80.5,1.4,0.161,0.615,0.225,0.213817066488988,0.326696090065335,0.414338537952605,0.258962618700837,0.195221019729162,39780040134.8889,26821.1387408566,1483160,-0.00145355980769114,0.567,0.044,-7.41659699560398e-05
"DEB1","Koblenz","Germany",2012,0.00862428998960335,717900,57484.17,2740.825,0.671,0.092,80.3,1.41,0.157,0.608,0.235,0.221077707961808,0.33199426963473,0.407703078587481,0.260305349689875,0.204915301008079,39989205099.3152,27052.4520192092,1478210,-0.00333746864802179,0.571,0.04,0.00165132153077032
"DEB1","Koblenz","Germany",2013,0.0040542907283027,721000,58585.42,2823.54833333333,0.675,0.092,80.5,1.44,0.165,0.607,0.227,0.20970077728393,0.323049417563668,0.413940555684284,0.263007393676406,0.198740621124967,40072834405.5654,27162.1305246085,1475320,-0.00195506727731513,0.571,0.038,0.0031281349131036
"DEB1","Koblenz","Germany",2014,0.0288937447153627,727100,60808.81,2883.37833333333,0.676,0.081,80.8,1.49,0.151,0.63,0.219,0.217639255961652,0.320856488227432,0.420694697068666,0.258451326988976,0.210042147375759,41244103187.072,27946.9461899119,1475800,0.00032535314372475,0.568,0.04,0.00580905271717035
