"NUTS","Year","emp_rate","unemp_rate"
"IE06",2016,0.58,0.082
"IE06",2017,0.591,0.067
"IE06",2018,0.607,0.056
"IE06",2019,0.616,0.047
"ITC1",2009,0.483,0.068
"ITC1",2010,0.478,0.075
"ITC1",2011,0.482,0.076
"ITC1",2012,0.476,0.092
"ITC1",2013,0.463,0.105
"ITC1",2014,0.464,0.113
"ITC1",2015,0.471,0.102
"ITC1",2016,0.476,0.093
"ITC1",2017,0.479,0.091
"ITC1",2018,0.483,0.082
"ITC1",2019,0.484,0.076
"ITC2",2009,0.517,0.045
"ITC2",2010,0.521,0.045
"ITC2",2011,0.517,0.053
"ITC2",2012,0.51,0.071
"ITC2",2013,0.501,0.083
"ITC2",2014,0.503,0.089
"ITC2",2015,0.501,0.089
"ITC2",2016,0.5,0.087
"ITC2",2017,0.504,0.078
"ITC2",2018,0.507,0.07
"ITC2",2019,0.512,0.065
"ITC3",2009,0.452,0.058
"ITC3",2010,0.446,0.066
"ITC3",2011,0.45,0.064
"ITC3",2012,0.444,0.081
"ITC3",2013,0.432,0.098
"ITC3",2014,0.429,0.108
"ITC3",2015,0.441,0.092
"ITC3",2016,0.442,0.097
"ITC3",2017,0.439,0.095
"ITC3",2018,0.445,0.097
"ITC3",2019,0.448,0.095
"ITC4",2009,0.514,0.053
"ITC4",2010,0.507,0.055
"ITC4",2011,0.502,0.057
"ITC4",2012,0.499,0.074
"ITC4",2013,0.5,0.08
"ITC4",2014,0.499,0.082
"ITC4",2015,0.499,0.079
"ITC4",2016,0.506,0.074
"ITC4",2017,0.513,0.064
"ITC4",2018,0.514,0.06
"ITC4",2019,0.519,0.056
"ITF1",2009,0.427,0.08
"ITF1",2010,0.423,0.087
"ITF1",2011,0.433,0.086
"ITF1",2012,0.433,0.108
"ITF1",2013,0.42,0.113
"ITF1",2014,0.412,0.126
"ITF1",2015,0.414,0.126
"ITF1",2016,0.421,0.121
"ITF1",2017,0.427,0.117
"ITF1",2018,0.435,0.107
"ITF1",2019,0.436,0.111
"ITF2",2009,0.396,0.09
"ITF2",2010,0.387,0.084
"ITF2",2011,0.382,0.099
"ITF2",2012,0.384,0.12
"ITF2",2013,0.359,0.156
"ITF2",2014,0.366,0.152
"ITF2",2015,0.371,0.143
"ITF2",2016,0.387,0.128
"ITF2",2017,0.386,0.146
"ITF2",2018,0.397,0.127
"ITF2",2019,0.408,0.12
"ITF3",2009,0.334,0.129
"ITF3",2010,0.326,0.139
"ITF3",2011,0.322,0.154
"ITF3",2012,0.325,0.192
"ITF3",2013,0.322,0.215
"ITF3",2014,0.316,0.217
"ITF3",2015,0.319,0.198
"ITF3",2016,0.331,0.204
"ITF3",2017,0.338,0.209
"ITF3",2018,0.336,0.203
"ITF3",2019,0.333,0.2
"ITF4",2009,0.358,0.126
"ITF4",2010,0.352,0.135
"ITF4",2011,0.355,0.132
"ITF4",2012,0.354,0.157
"ITF4",2013,0.331,0.197
"ITF4",2014,0.327,0.215
"ITF4",2015,0.334,0.197
"ITF4",2016,0.341,0.194
"ITF4",2017,0.342,0.188
"ITF4",2018,0.349,0.16
"ITF4",2019,0.354,0.148
"ITF5",2009,0.375,0.112
"ITF5",2010,0.364,0.129
"ITF5",2011,0.369,0.119
"ITF5",2012,0.364,0.145
"ITF5",2013,0.356,0.152
"ITF5",2014,0.364,0.147
"ITF5",2015,0.377,0.137
"ITF5",2016,0.385,0.133
"ITF5",2017,0.378,0.128
"ITF5",2018,0.377,0.124
"ITF5",2019,0.385,0.108
"ITF6",2009,0.341,0.113
"ITF6",2010,0.334,0.119
"ITF6",2011,0.335,0.127
"ITF6",2012,0.328,0.194
"ITF6",2013,0.306,0.223
"ITF6",2014,0.308,0.234
"ITF6",2015,0.303,0.229
"ITF6",2016,0.309,0.232
"ITF6",2017,0.317,0.216
"ITF6",2018,0.326,0.215
"ITF6",2019,0.327,0.209
"ITG1",2009,0.345,0.138
"ITG1",2010,0.339,0.146
"ITG1",2011,0.336,0.143
"ITG1",2012,0.327,0.184
"ITG1",2013,0.309,0.21
"ITG1",2014,0.305,0.222
"ITG1",2015,0.312,0.214
"ITG1",2016,0.312,0.221
"ITG1",2017,0.317,0.215
"ITG1",2018,0.318,0.213
"ITG1",2019,0.32,0.199
"ITG2",2009,0.405,0.132
"ITG2",2010,0.405,0.14
"ITG2",2011,0.408,0.135
"ITG2",2012,0.405,0.154
"ITG2",2013,0.376,0.175
"ITG2",2014,0.377,0.186
"ITG2",2015,0.388,0.174
"ITG2",2016,0.386,0.173
"ITG2",2017,0.387,0.17
"ITG2",2018,0.4,0.153
"ITG2",2019,0.408,0.147
"ITH1",2009,0.576,0.029
"ITH1",2010,0.577,0.027
"ITH1",2011,0.573,0.033
"ITH1",2012,0.579,0.041
"ITH1",2013,0.574,0.044
"ITH1",2014,0.57,0.044
"ITH1",2015,0.569,0.038
"ITH1",2016,0.578,0.037
"ITH1",2017,0.581,0.031
"ITH1",2018,0.584,0.029
"ITH1",2019,0.587,0.029
"ITH2",2009,0.525,0.035
"ITH2",2010,0.52,0.042
"ITH2",2011,0.519,0.044
"ITH2",2012,0.514,0.061
"ITH2",2013,0.514,0.065
"ITH2",2014,0.517,0.069
"ITH2",2015,0.516,0.068
"ITH2",2016,0.511,0.068
"ITH2",2017,0.521,0.057
"ITH2",2018,0.523,0.048
"ITH2",2019,0.523,0.05
"ITH3",2009,0.506,0.047
"ITH3",2010,0.504,0.057
"ITH3",2011,0.507,0.049
"ITH3",2012,0.505,0.064
"ITH3",2013,0.489,0.076
"ITH3",2014,0.492,0.075
"ITH3",2015,0.488,0.071
"ITH3",2016,0.496,0.068
"ITH3",2017,0.506,0.063
"ITH3",2018,0.508,0.064
"ITH3",2019,0.514,0.056
"ITH4",2009,0.477,0.052
"ITH4",2010,0.475,0.057
"ITH4",2011,0.477,0.052
"ITH4",2012,0.473,0.067
"ITH4",2013,0.467,0.077
"ITH4",2014,0.465,0.08
"ITH4",2015,0.467,0.08
"ITH4",2016,0.471,0.075
"ITH4",2017,0.478,0.067
"ITH4",2018,0.482,0.066
"ITH4",2019,0.483,0.061
"ITH5",2009,0.519,0.047
"ITH5",2010,0.509,0.056
"ITH5",2011,0.514,0.052
"ITH5",2012,0.51,0.07
"ITH5",2013,0.501,0.084
"ITH5",2014,0.501,0.083
"ITH5",2015,0.502,0.077
"ITH5",2016,0.515,0.069
"ITH5",2017,0.516,0.065
"ITH5",2018,0.522,0.058
"ITH5",2019,0.528,0.055
"ITI1",2009,0.484,0.058
"ITI1",2010,0.477,0.06
"ITI1",2011,0.476,0.063
"ITI1",2012,0.475,0.078
"ITI1",2013,0.473,0.087
"ITI1",2014,0.472,0.101
"ITI1",2015,0.479,0.092
"ITI1",2016,0.482,0.095
"ITI1",2017,0.487,0.086
"ITI1",2018,0.49,0.073
"ITI1",2019,0.493,0.067
"ITI2",2009,0.469,0.066
"ITI2",2010,0.465,0.066
"ITI2",2011,0.465,0.064
"ITI2",2012,0.458,0.095
"ITI2",2013,0.452,0.103
"ITI2",2014,0.451,0.113
"ITI2",2015,0.465,0.104
"ITI2",2016,0.459,0.096
"ITI2",2017,0.461,0.105
"ITI2",2018,0.461,0.092
"ITI2",2019,0.473,0.084
"ITI3",2009,0.481,0.066
"ITI3",2010,0.482,0.057
"ITI3",2011,0.473,0.068
"ITI3",2012,0.475,0.091
"ITI3",2013,0.46,0.109
"ITI3",2014,0.467,0.101
"ITI3",2015,0.467,0.099
"ITI3",2016,0.465,0.106
"ITI3",2017,0.463,0.106
"ITI3",2018,0.48,0.08
"ITI3",2019,0.48,0.086
"ITI4",2009,0.467,0.084
"ITI4",2010,0.465,0.092
"ITI4",2011,0.461,0.087
"ITI4",2012,0.459,0.106
"ITI4",2013,0.451,0.12
"ITI4",2014,0.459,0.125
"ITI4",2015,0.458,0.118
"ITI4",2016,0.463,0.111
"ITI4",2017,0.47,0.107
"ITI4",2018,0.469,0.111
"ITI4",2019,0.471,0.099
"LT00",2009,0.488,0.138
"LT00",2010,0.467,0.178
"LT00",2011,0.486,0.154
"LT00",2012,0.5,0.134
"LT00",2013,0.525,0.1115
"LT00",2014,0.5375,0.1005
"LT00",2015,0.549,0.087
"LT00",2016,0.571,0.072
"LT00",2017,0.583,0.0645
"LT00",2018,0.599,0.0575
"LT00",2019,0.603,0.0575
"LT01",2009,NA,NA
"LT01",2010,NA,NA
"LT01",2011,NA,NA
"LT01",2012,NA,NA
"LT01",2013,0.555,0.097
"LT01",2014,0.562,0.085
"LT01",2015,0.574,0.076
"LT01",2016,0.605,0.056
"LT01",2017,0.629,0.048
"LT01",2018,0.649,0.046
"LT01",2019,0.652,0.044
"LT02",2009,NA,NA
"LT02",2010,NA,NA
"LT02",2011,NA,NA
"LT02",2012,NA,NA
"LT02",2013,0.495,0.126
"LT02",2014,0.513,0.116
"LT02",2015,0.524,0.098
"LT02",2016,0.537,0.088
"LT02",2017,0.537,0.081
"LT02",2018,0.549,0.069
"LT02",2019,0.554,0.071
"LU00",2009,0.552,0.051
"LU00",2010,0.552,0.044
"LU00",2011,0.548,0.049
"LU00",2012,0.557,0.051
"LU00",2013,0.559,0.058
"LU00",2014,0.566,0.059
"LU00",2015,0.56,0.067
"LU00",2016,0.552,0.063
"LU00",2017,0.56,0.055
"LU00",2018,0.565,0.056
"LU00",2019,0.573,0.056
"LV00",2009,0.496,0.175
"LV00",2010,0.474,0.195
"LV00",2011,0.49,0.162
"LV00",2012,0.507,0.15
"LV00",2013,0.524,0.119
"LV00",2014,0.528,0.108
"LV00",2015,0.541,0.099
"LV00",2016,0.546,0.096
"LV00",2017,0.555,0.087
"LV00",2018,0.569,0.074
"LV00",2019,0.574,0.063
"MD00",2009,0.5885,0.03024
"MD00",2010,0.61487,0.02972
"MD00",2011,0.62671,0.02677
"MD00",2012,0.63369,0.0219
"MD00",2013,0.64013,0.01894
"MD00",2014,0.68261,0.01451
"MD00",2015,0.68964,0.01781
"MD00",2016,0.68795,0.01591
"MD00",2017,0.67222,0.01622
"MD00",2018,0.66222,0.01239
"MD00",2019,0.6829,0.01502
"ME00",2009,NA,NA
"ME00",2010,NA,NA
"ME00",2011,0.39,0.197
"ME00",2012,0.4,0.2
"ME00",2013,0.403,0.195
"ME00",2014,0.432,0.18
"ME00",2015,0.443,0.175
"ME00",2016,0.449,0.177
"ME00",2017,0.459,0.161
"ME00",2018,0.475,0.152
"ME00",2019,0.487,0.151
"MK00",2009,0.376,0.322
"MK00",2010,0.379,0.32
"MK00",2011,0.381,0.314
"MK00",2012,0.381,0.31
"MK00",2013,0.397,0.29
"MK00",2014,0.402,0.28
"MK00",2015,0.409,0.261
"MK00",2016,0.419,0.237
"MK00",2017,0.428,0.224
"MK00",2018,0.437,0.207
"MK00",2019,0.459,0.173
"MT00",2009,0.468,0.069
"MT00",2010,0.473,0.068
"MT00",2011,0.482,0.064
"MT00",2012,0.493,0.062
"MT00",2013,0.508,0.061
"MT00",2014,0.521,0.057
"MT00",2015,0.527,0.054
"MT00",2016,0.541,0.047
"MT00",2017,0.556,0.04
"MT00",2018,0.576,0.04
"MT00",2019,0.585,0.041
"NL11",2009,0.575,0.068
"NL11",2010,0.587,0.062
"NL11",2011,0.582,0.068
"NL11",2012,0.583,0.07
"NL11",2013,0.569,0.082
"NL11",2014,0.549,0.086
"NL11",2015,0.563,0.091
"NL11",2016,0.564,0.082
"NL11",2017,0.56,0.072
"NL11",2018,0.577,0.055
"NL11",2019,0.583,0.051
"NL12",2009,0.612,0.044
"NL12",2010,0.597,0.053
"NL12",2011,0.595,0.051
"NL12",2012,0.589,0.064
"NL12",2013,0.58,0.083
"NL12",2014,0.576,0.079
"NL12",2015,0.578,0.079
"NL12",2016,0.578,0.067
"NL12",2017,0.586,0.055
"NL12",2018,0.594,0.047
"NL12",2019,0.614,0.037
"NL13",2009,0.596,0.047
"NL13",2010,0.582,0.049
"NL13",2011,0.575,0.053
"NL13",2012,0.583,0.064
"NL13",2013,0.57,0.071
"NL13",2014,0.563,0.073
"NL13",2015,0.567,0.075
"NL13",2016,0.566,0.065
"NL13",2017,0.579,0.05
"NL13",2018,0.579,0.041
"NL13",2019,0.59,0.028
"NL21",2009,0.633,0.04
"NL21",2010,0.617,0.049
"NL21",2011,0.616,0.049
"NL21",2012,0.607,0.056
"NL21",2013,0.602,0.072
"NL21",2014,0.599,0.073
"NL21",2015,0.6,0.069
"NL21",2016,0.598,0.062
"NL21",2017,0.609,0.051
"NL21",2018,0.623,0.037
"NL21",2019,0.624,0.03
"NL22",2009,0.629,0.038
"NL22",2010,0.618,0.046
"NL22",2011,0.613,0.047
"NL22",2012,0.614,0.053
"NL22",2013,0.612,0.066
"NL22",2014,0.601,0.069
"NL22",2015,0.599,0.063
"NL22",2016,0.597,0.056
"NL22",2017,0.612,0.045
"NL22",2018,0.614,0.033
"NL22",2019,0.619,0.031
"NL23",2009,0.686,0.045
"NL23",2010,0.652,0.057
"NL23",2011,0.65,0.054
"NL23",2012,0.647,0.073
"NL23",2013,0.633,0.099
"NL23",2014,0.616,0.11
"NL23",2015,0.628,0.079
"NL23",2016,0.643,0.079
"NL23",2017,0.636,0.057
"NL23",2018,0.661,0.045
"NL23",2019,0.672,0.035
"NL31",2009,0.669,0.039
"NL31",2010,0.659,0.042
"NL31",2011,0.653,0.042
"NL31",2012,0.652,0.052
"NL31",2013,0.642,0.064
"NL31",2014,0.634,0.064
"NL31",2015,0.639,0.064
"NL31",2016,0.643,0.05
"NL31",2017,0.646,0.042
"NL31",2018,0.658,0.034
"NL31",2019,0.666,0.029
"NL32",2009,0.643,0.041
"NL32",2010,0.632,0.047
"NL32",2011,0.628,0.05
"NL32",2012,0.63,0.054
"NL32",2013,0.622,0.072
"NL32",2014,0.621,0.069
"NL32",2015,0.621,0.062
"NL32",2016,0.63,0.055
"NL32",2017,0.632,0.045
"NL32",2018,0.637,0.038
"NL32",2019,0.644,0.031
"NL33",2009,0.618,0.048
"NL33",2010,0.611,0.057
"NL33",2011,0.611,0.056
"NL33",2012,0.607,0.069
"NL33",2013,0.597,0.079
"NL33",2014,0.588,0.084
"NL33",2015,0.59,0.078
"NL33",2016,0.593,0.071
"NL33",2017,0.602,0.055
"NL33",2018,0.614,0.043
"NL33",2019,0.622,0.04
"NL34",2009,0.597,0.025
"NL34",2010,0.594,0.03
"NL34",2011,0.581,0.032
"NL34",2012,0.597,0.035
"NL34",2013,0.576,0.05
"NL34",2014,0.574,0.054
"NL34",2015,0.587,0.053
"NL34",2016,0.591,0.039
"NL34",2017,0.581,0.029
"NL34",2018,0.598,0.027
"NL34",2019,0.601,0.026
"NL41",2009,0.631,0.04
"NL41",2010,0.622,0.047
"NL41",2011,0.62,0.046
"NL41",2012,0.618,0.053
"NL41",2013,0.605,0.067
"NL41",2014,0.602,0.07
"NL41",2015,0.606,0.065
"NL41",2016,0.608,0.053
"NL41",2017,0.617,0.042
"NL41",2018,0.624,0.034
"NL41",2019,0.632,0.032
"NL42",2009,0.58,0.056
"NL42",2010,0.569,0.056
"NL42",2011,0.568,0.048
"NL42",2012,0.57,0.054
"NL42",2013,0.554,0.074
"NL42",2014,0.548,0.074
"NL42",2015,0.561,0.063
"NL42",2016,0.56,0.057
"NL42",2017,0.564,0.047
"NL42",2018,0.572,0.034
"NL42",2019,0.585,0.031
"PL21",2009,0.5,0.079
"PL21",2010,0.498,0.091
"PL21",2011,0.501,0.093
"PL21",2012,0.495,0.104
"PL21",2013,0.497,0.109
"PL21",2014,0.508,0.091
"PL21",2015,0.515,0.071
"PL21",2016,0.53,0.052
"PL21",2017,0.538,0.042
"PL21",2018,0.544,0.029
"PL21",2019,0.548,0.029
"PL22",2009,0.49,0.067
"PL22",2010,0.475,0.092
"PL22",2011,0.484,0.092
"PL22",2012,0.484,0.094
"PL22",2013,0.483,0.097
"PL22",2014,0.492,0.086
"PL22",2015,0.493,0.072
"PL22",2016,0.505,0.054
"PL22",2017,0.513,0.039
"PL22",2018,0.514,0.034
"PL22",2019,0.518,0.024
"PL41",2009,0.519,0.075
"PL41",2010,0.528,0.088
"PL41",2011,0.523,0.086
"PL41",2012,0.524,0.085
"PL41",2013,0.53,0.088
"PL41",2014,0.532,0.077
"PL41",2015,0.542,0.058
"PL41",2016,0.553,0.048
"PL41",2017,0.571,0.031
"PL41",2018,0.575,0.022
"PL41",2019,0.573,0.026
"PL42",2009,0.468,0.104
"PL42",2010,0.458,0.124
"PL42",2011,0.453,0.118
"PL42",2012,0.465,0.109
"PL42",2013,0.472,0.101
"PL42",2014,0.482,0.084
"PL42",2015,0.481,0.075
"PL42",2016,0.496,0.069
"PL42",2017,0.51,0.046
"PL42",2018,0.527,0.038
"PL42",2019,0.525,0.031
"PL43",2009,0.484,0.096
"PL43",2010,0.494,0.106
"PL43",2011,0.496,0.094
"PL43",2012,0.488,0.09
"PL43",2013,0.491,0.097
"PL43",2014,0.496,0.083
"PL43",2015,0.511,0.064
"PL43",2016,0.53,0.047
"PL43",2017,0.535,0.037
"PL43",2018,0.534,0.03
"PL43",2019,0.542,0.02
"PL51",2009,0.485,0.101
"PL51",2010,0.481,0.113
"PL51",2011,0.477,0.106
"PL51",2012,0.478,0.111
"PL51",2013,0.479,0.113
"PL51",2014,0.501,0.091
"PL51",2015,0.514,0.07
"PL51",2016,0.533,0.055
"PL51",2017,0.535,0.047
"PL51",2018,0.542,0.033
"PL51",2019,0.561,0.033
"PL52",2009,0.483,0.099
"PL52",2010,0.482,0.097
"PL52",2011,0.484,0.093
"PL52",2012,0.492,0.095
"PL52",2013,0.486,0.094
"PL52",2014,0.498,0.078
"PL52",2015,0.508,0.065
"PL52",2016,0.519,0.05
"PL52",2017,0.534,0.043
"PL52",2018,0.542,0.032
"PL52",2019,0.541,0.032
"PL61",2009,0.492,0.104
"PL61",2010,0.485,0.106
"PL61",2011,0.483,0.11
"PL61",2012,0.496,0.119
"PL61",2013,0.489,0.124
"PL61",2014,0.494,0.107
"PL61",2015,0.507,0.079
"PL61",2016,0.51,0.074
"PL61",2017,0.518,0.055
"PL61",2018,0.527,0.043
"PL61",2019,0.529,0.039
"PL62",2009,0.48,0.085
"PL62",2010,0.479,0.097
"PL62",2011,0.467,0.096
"PL62",2012,0.458,0.11
"PL62",2013,0.461,0.114
"PL62",2014,0.462,0.098
"PL62",2015,0.472,0.095
"PL62",2016,0.489,0.088
"PL62",2017,0.502,0.072
"PL62",2018,0.503,0.056
"PL62",2019,0.511,0.033
"PL63",2009,0.49,0.064
"PL63",2010,0.503,0.093
"PL63",2011,0.499,0.085
"PL63",2012,0.502,0.095
"PL63",2013,0.502,0.1
"PL63",2014,0.509,0.086
"PL63",2015,0.537,0.066
"PL63",2016,0.545,0.057
"PL63",2017,0.558,0.042
"PL63",2018,0.56,0.03
"PL63",2019,0.578,0.028
"PL71",2009,0.507,0.076
"PL71",2010,0.511,0.093
"PL71",2011,0.516,0.093
"PL71",2012,0.503,0.111
"PL71",2013,0.512,0.111
"PL71",2014,0.531,0.089
"PL71",2015,0.529,0.077
"PL71",2016,0.535,0.055
"PL71",2017,0.547,0.046
"PL71",2018,0.551,0.043
"PL71",2019,0.537,0.036
"PL72",2009,0.499,0.108
"PL72",2010,0.499,0.12
"PL72",2011,0.497,0.129
"PL72",2012,0.496,0.131
"PL72",2013,0.481,0.13
"PL72",2014,0.49,0.114
"PL72",2015,0.504,0.101
"PL72",2016,0.502,0.089
"PL72",2017,0.51,0.07
"PL72",2018,0.503,0.058
"PL72",2019,0.511,0.041
"PL81",2009,0.503,0.097
"PL81",2010,0.504,0.098
"PL81",2011,0.508,0.103
"PL81",2012,0.506,0.105
"PL81",2013,0.508,0.103
"PL81",2014,0.507,0.099
"PL81",2015,0.508,0.093
"PL81",2016,0.506,0.08
"PL81",2017,0.51,0.072
"PL81",2018,0.519,0.063
"PL81",2019,0.51,0.054
"PL82",2009,0.509,0.101
"PL82",2010,0.501,0.116
"PL82",2011,0.493,0.124
"PL82",2012,0.488,0.132
"PL82",2013,0.481,0.144
"PL82",2014,0.469,0.14
"PL82",2015,0.479,0.116
"PL82",2016,0.506,0.096
"PL82",2017,0.518,0.084
"PL82",2018,0.514,0.065
"PL82",2019,0.512,0.05
"PL84",2009,0.51,0.071
"PL84",2010,0.488,0.102
"PL84",2011,0.5,0.093
"PL84",2012,0.506,0.092
"PL84",2013,0.5,0.099
"PL84",2014,0.508,0.091
"PL84",2015,0.522,0.07
"PL84",2016,0.524,0.067
"PL84",2017,0.53,0.047
"PL84",2018,0.54,0.032
"PL84",2019,0.541,0.03
"PL91",2009,NA,NA
"PL91",2010,NA,NA
"PL91",2011,NA,NA
"PL91",2012,NA,NA
"PL91",2013,0.584,0.059
"PL91",2014,0.611,0.058
"PL91",2015,0.614,0.049
"PL91",2016,0.601,0.036
"PL91",2017,0.61,0.035
"PL91",2018,0.632,0.024
"PL91",2019,0.63,0.021
"PL92",2009,NA,NA
"PL92",2010,NA,NA
"PL92",2011,NA,NA
"PL92",2012,NA,NA
"PL92",2013,0.509,0.105
"PL92",2014,0.528,0.089
"PL92",2015,0.528,0.083
"PL92",2016,0.526,0.078
"PL92",2017,0.531,0.064
"PL92",2018,0.523,0.057
"PL92",2019,0.533,0.045
"PT11",2009,0.549,0.109
"PT11",2010,0.542,0.126
"PT11",2011,0.534,0.13
"PT11",2012,0.514,0.16
"PT11",2013,0.494,0.171
"PT11",2014,0.501,0.148
"PT11",2015,0.505,0.137
"PT11",2016,0.514,0.12
"PT11",2017,0.534,0.098
"PT11",2018,0.548,0.073
"PT11",2019,0.551,0.067
"PT15",2009,0.549,0.104
"PT15",2010,0.526,0.134
"PT15",2011,0.525,0.154
"PT15",2012,0.507,0.176
"PT15",2013,0.499,0.169
"PT15",2014,0.52,0.145
"PT15",2015,0.519,0.125
"PT15",2016,0.542,0.092
"PT15",2017,0.565,0.077
"PT15",2018,0.562,0.064
"PT15",2019,0.567,0.071
"PT16",2009,0.607,0.068
"PT16",2010,0.599,0.076
"PT16",2011,0.547,0.1
"PT16",2012,0.534,0.117
"PT16",2013,0.534,0.115
"PT16",2014,0.53,0.106
"PT16",2015,0.537,0.092
"PT16",2016,0.535,0.084
"PT16",2017,0.548,0.069
"PT16",2018,0.56,0.056
"PT16",2019,0.563,0.049
"PT17",2009,0.537,0.098
"PT17",2010,0.523,0.113
"PT17",2011,0.514,0.141
"PT17",2012,0.489,0.176
"PT17",2013,0.479,0.185
"PT17",2014,0.5,0.149
"PT17",2015,0.512,0.131
"PT17",2016,0.521,0.119
"PT17",2017,0.534,0.095
"PT17",2018,0.549,0.074
"PT17",2019,0.554,0.071
"PT18",2009,0.495,0.105
"PT18",2010,0.494,0.114
"PT18",2011,0.496,0.124
"PT18",2012,0.472,0.16
"PT18",2013,0.463,0.169
"PT18",2014,0.478,0.143
"PT18",2015,0.478,0.133
"PT18",2016,0.482,0.121
"PT18",2017,0.509,0.084
"PT18",2018,0.52,0.072
"PT18",2019,0.522,0.069
"RO11",2009,0.48,0.056
"RO11",2010,0.512,0.065
"RO11",2011,0.512,0.051
"RO11",2012,0.529,0.046
"RO11",2013,0.53,0.041
"RO11",2014,0.536,0.038
"RO11",2015,0.527,0.046
"RO11",2016,0.528,0.043
"RO11",2017,0.548,0.036
"RO11",2018,0.549,0.029
"RO11",2019,0.546,0.03
"RO12",2009,0.467,0.107
"RO12",2010,0.449,0.103
"RO12",2011,0.437,0.108
"RO12",2012,0.443,0.095
"RO12",2013,0.446,0.095
"RO12",2014,0.448,0.092
"RO12",2015,0.459,0.074
"RO12",2016,0.47,0.052
"RO12",2017,0.486,0.042
"RO12",2018,0.467,0.042
"RO12",2019,0.475,0.053
"RO21",2009,0.544,0.06
"RO21",2010,0.559,0.055
"RO21",2011,0.563,0.047
"RO21",2012,0.57,0.042
"RO21",2013,0.572,0.044
"RO21",2014,0.576,0.042
"RO21",2015,0.599,0.036
"RO21",2016,0.587,0.03
"RO21",2017,0.593,0.029
"RO21",2018,0.606,0.024
"RO21",2019,0.614,0.021
"RO22",2009,0.477,0.075
"RO22",2010,0.478,0.082
"RO22",2011,0.464,0.096
"RO22",2012,0.469,0.094
"RO22",2013,0.458,0.095
"RO22",2014,0.448,0.104
"RO22",2015,0.466,0.09
"RO22",2016,0.458,0.077
"RO22",2017,0.461,0.065
"RO22",2018,0.471,0.061
"RO22",2019,0.476,0.064
"RO31",2009,0.515,0.08
"RO31",2010,0.512,0.078
"RO31",2011,0.471,0.1
"RO31",2012,0.485,0.095
"RO31",2013,0.498,0.095
"RO31",2014,0.505,0.09
"RO31",2015,0.488,0.103
"RO31",2016,0.483,0.089
"RO31",2017,0.505,0.068
"RO31",2018,0.512,0.055
"RO31",2019,0.515,0.047
"RO32",2009,0.534,0.04
"RO32",2010,0.538,0.047
"RO32",2011,0.542,0.056
"RO32",2012,0.536,0.065
"RO32",2013,0.526,0.08
"RO32",2014,0.538,0.072
"RO32",2015,0.55,0.053
"RO32",2016,0.561,0.047
"RO32",2017,0.576,0.043
"RO32",2018,0.583,0.036
"RO32",2019,0.587,0.025
"RO41",2009,0.532,0.068
"RO41",2010,0.531,0.073
"RO41",2011,0.535,0.066
"RO41",2012,0.538,0.061
"RO41",2013,0.514,0.07
"RO41",2014,0.528,0.065
"RO41",2015,0.469,0.101
"RO41",2016,0.459,0.099
"RO41",2017,0.503,0.077
"RO41",2018,0.511,0.064
"RO41",2019,0.506,0.053
"RO42",2009,0.496,0.06
"RO42",2010,0.487,0.06
"RO42",2011,0.486,0.057
"RO42",2012,0.486,0.051
"RO42",2013,0.487,0.052
"RO42",2014,0.491,0.048
"RO42",2015,0.469,0.054
"RO42",2016,0.461,0.049
"RO42",2017,0.473,0.044
"RO42",2018,0.476,0.036
"RO42",2019,0.479,0.034
"RS11",2009,NA,NA
"RS11",2010,NA,NA
"RS11",2011,NA,NA
"RS11",2012,NA,NA
"RS11",2013,0.383,0.178
"RS11",2014,0.43,0.172
"RS11",2015,0.428,0.187
"RS11",2016,0.458,0.157
"RS11",2017,0.484,0.133
"RS11",2018,0.501,0.109
"RS11",2019,0.515,0.082
"RS12",2009,NA,NA
"RS12",2010,NA,NA
"RS12",2011,NA,NA
"RS12",2012,NA,NA
"RS12",2013,0.364,0.239
"RS12",2014,0.416,0.199
"RS12",2015,0.421,0.166
"RS12",2016,0.441,0.151
"RS12",2017,0.461,0.122
"RS12",2018,0.473,0.105
"RS12",2019,0.484,0.09
"RS21",2009,NA,NA
"RS21",2010,NA,NA
"RS21",2011,NA,NA
"RS21",2012,NA,NA
"RS21",2013,0.389,0.223
"RS21",2014,0.444,0.18
"RS21",2015,0.445,0.168
"RS21",2016,0.471,0.147
"RS21",2017,0.481,0.136
"RS21",2018,0.483,0.138
"RS21",2019,0.495,0.116
"RS22",2009,NA,NA
"RS22",2010,NA,NA
"RS22",2011,NA,NA
"RS22",2012,NA,NA
"RS22",2013,0.374,0.24
"RS22",2014,0.385,0.221
"RS22",2015,0.405,0.188
"RS22",2016,0.436,0.158
"RS22",2017,0.439,0.152
"RS22",2018,0.441,0.162
"RS22",2019,0.461,0.131
"SE11",2009,0.699,0.068
"SE11",2010,0.693,0.072
"SE11",2011,0.699,0.066
"SE11",2012,0.697,0.068
"SE11",2013,0.703,0.069
"SE11",2014,0.704,0.071
"SE11",2015,0.709,0.07
"SE11",2016,0.713,0.065
"SE11",2017,0.72,0.063
"SE11",2018,0.724,0.056
"SE11",2019,0.727,0.061
"SE12",2009,0.631,0.093
"SE12",2010,0.62,0.097
"SE12",2011,0.627,0.084
"SE12",2012,0.63,0.086
"SE12",2013,0.63,0.088
"SE12",2014,0.643,0.083
"SE12",2015,0.645,0.079
"SE12",2016,0.65,0.077
"SE12",2017,0.652,0.076
"SE12",2018,0.661,0.072
