"NUTS","Name","Year","GDP_EUR","GDP_EUR_to_keep","GDP_capita","GDP_growth","Population_abs","Pop_growth"
"FRI3","Poitou-Charentes","2011",45075200000,44213885636.0704,24826.9457544771,0.0289549865037474,1780883,0.00384088781214259
"FRI3","Poitou-Charentes","2012",46188300000,44759173524.0921,25048.7012177006,0.00893204767982729,1786886,0.0033707997661834
"FRI3","Poitou-Charentes","2013",46601800000,44804645693.6723,24978.3389419159,-0.00280901892569683,1793740,0.00383572315189665
"FRI3","Poitou-Charentes","2014",47541500000,45440783384.1192,25240.8691641879,0.0105103154730371,1800286,0.00364935832394884
"FRI3","Poitou-Charentes","2015",48066800000,45440783384.1192,25180.7666281458,-0.00238115952549716,1804583,0.00238684297939327
"FRI3","Poitou-Charentes","2016",48386900000,45486255553.6993,25171.1494371299,-0.000381926061181678,1807079,0.00138314502574833
"FRI3","Poitou-Charentes","2017",49747600000,46531453696.8976,25715.3590984916,0.0216203738617853,1809481,0.0013292169296417
"FRI3","Poitou-Charentes","2018",51198300000,47440235331.3554,26185.119337292,0.0182676911880261,1811725,0.00124013460213177
"FRI3","Poitou-Charentes","2019",52775300000,48349016965.8131,26668.0512819199,0.0184429919301583,1812994,0.000700437428417668
"FRJ1","Languedoc-Roussillon","2000",4.33e+10,51028750691.1893,21827.1946603931,NA,2337852,NA
"FRJ1","Languedoc-Roussillon","2001",45737400000,52853556425.7212,22290.0088967299,0.0212035602164027,2371177,0.0142545379262674
"FRJ1","Languedoc-Roussillon","2002",4.7392e+10,53700764021.0063,22313.7509841622,0.00106514481632911,2406622,0.0149482725245732
"FRJ1","Languedoc-Roussillon","2003",49905800000,55460327206.3477,22708.7576861066,0.0177023890884516,2442244,0.014801659753796
"FRJ1","Languedoc-Roussillon","2004",52554400000,57480671479.6129,23188.49894532,0.0211258258089097,2478844,0.0149862175933281
"FRJ1","Languedoc-Roussillon","2005",54746600000,58784009592.7166,23364.7052435108,0.00759886608470277,2515932,0.0149618128450197
"FRJ1","Languedoc-Roussillon","2006",57974400000,60934649855.5245,23919.3163890062,0.0237371342679134,2547508,0.0125504186917611
"FRJ1","Languedoc-Roussillon","2007",60768400000,62238082523.0473,24204.9560719588,0.0119417996027618,2571295,0.00933736027521798
"FRJ1","Languedoc-Roussillon","2008",62585600000,62629159600.5137,24122.4199778199,-0.00340988407058135,2596305,0.00972661635479398
"FRJ1","Languedoc-Roussillon","2009",61847100000,61847100000,23573.1747942348,-0.0227690747483083,2623622,0.0105214911191097
"FRJ1","Languedoc-Roussillon","2010",63160900000,62498769056.5518,23556.0050552378,-0.000728359211133901,2653199,0.0112733465415369
"FRJ1","Languedoc-Roussillon","2011",65758100000,64519113329.817,24028.0509861308,0.0200393033447767,2685158,0.0120454590854286
"FRJ1","Languedoc-Roussillon","2012",66272900000,64258426796.3124,23667.9811433515,-0.0149853953192932,2714994,0.0111114504248912
"FRJ1","Languedoc-Roussillon","2013",66460300000,63932592268.0365,23327.4608754673,-0.0143873812397312,2740658,0.00945269123983331
"FRJ1","Languedoc-Roussillon","2014",67525400000,64584261324.5884,23381.9736532406,0.00233685003542801,2762139,0.00783789878197134
"FRJ1","Languedoc-Roussillon","2015",68924100000,65170782386.3689,23417.4989126351,0.00151934391515937,2782995,0.00755066996990376
"FRJ1","Languedoc-Roussillon","2016",70222500000,66083137976.4253,23585.5794936641,0.00717756331092753,2801845,0.00677327842845567
"FRJ1","Languedoc-Roussillon","2017",72080200000,67451813193.1386,23915.9193458236,0.0140060095724281,2820373,0.00661278550383765
"FRJ1","Languedoc-Roussillon","2018",74035700000,68624855316.6995,24172.5418777445,0.010730197246867,2838959,0.00658990849791854
"FRJ1","Languedoc-Roussillon","2019",76643600000,70188974517.7269,24574.517305428,0.0166294231577531,2856169,0.00606208120652676
"FRJ2","Midi-Pyrénées","2000",53687700000,63309150969.7836,24408.4320561627,NA,2593741,NA
"FRJ2","Midi-Pyrénées","2001",57647900000,66650214587.5136,25384.7267037376,0.0399982532810167,2625603,0.0122841872029628
"FRJ2","Midi-Pyrénées","2002",59938600000,67849604702.3436,25523.9607633472,0.00548495405266797,2658271,0.012442094254158
"FRJ2","Midi-Pyrénées","2003",6.1752e+10,68706311927.2221,25531.2053810608,0.000283835952454548,2691072,0.0123392235027956
"FRJ2","Midi-Pyrénées","2004",64878100000,71019326875.0979,26058.9825360958,0.020671846360472,2725330,0.0127302428177321
"FRJ2","Midi-Pyrénées","2005",68585100000,73589353990.4372,26663.2924474853,0.0231900808311495,2759950,0.0127030488050988
"FRJ2","Midi-Pyrénées","2006",73905900000,77701454110.5579,27814.7415767327,0.0431848066593863,2793535,0.0121686987083099
"FRJ2","Midi-Pyrénées","2007",75358800000,77187524334.9271,27330.3700588219,-0.0174142016230694,2824240,0.0109914499012899
"FRJ2","Midi-Pyrénées","2008",77400300000,77444441943.0943,27169.0174294456,-0.00590378502116962,2850469,0.00928710024643798
"FRJ2","Midi-Pyrénées","2009",76673500000,76673500000,26694.7261260747,-0.0174570650043778,2872234,0.00763558558258308
"FRJ2","Midi-Pyrénées","2010",77065800000,76330817110.0486,26388.4074474627,-0.0114748762420462,2892589,0.00708681813529121
"FRJ2","Midi-Pyrénées","2011",80747200000,79157856392.8515,27155.288612635,0.0290612901403463,2915007,0.00775015047073746
"FRJ2","Midi-Pyrénées","2012",83600900000,81042612287.5843,27561.989448827,0.0149768555950005,2940376,0.00870289505308221
"FRJ2","Midi-Pyrénées","2013",85486300000,82241907843.1179,27722.0537045424,0.00580742750854707,2966660,0.00893899283629032
"FRJ2","Midi-Pyrénées","2014",88071500000,84212334460.3386,28161.514553337,0.0158523915103227,2990334,0.00798001793262457
"FRJ2","Midi-Pyrénées","2015",90597800000,85668642183.3358,28477.2466561345,0.0112114745178008,3008319,0.0060143783269695
"FRJ2","Midi-Pyrénées","2016",92649300000,87125044465.6293,28802.3531355554,0.0114163592901597,3024928,0.00552102353507058
"FRJ2","Midi-Pyrénées","2017",94835500000,88752788192.8986,29147.7365130348,0.0119914986061698,3044929,0.00661205820436057
"FRJ2","Midi-Pyrénées","2018",98518400000,91322815308.2379,29812.0823705548,0.0227923652741576,3063282,0.00602739833999413
"FRJ2","Midi-Pyrénées","2019",101647200000,93121900480.4828,30241.747334735,0.0144124438823033,3079250,0.00521270976684484
"FRK1","Auvergne","2000",26006100000,30630429812.2928,23309.286076411,NA,1314087,NA
"FRK1","Auvergne","2001",26693300000,30833499368.7826,23396.4295233396,0.00373857211425775,1317872,0.00288032679723641
"FRK1","Auvergne","2002",27537100000,31171980127.9015,23586.4753193101,0.00812285463390564,1321604,0.00283183799337113
"FRK1","Auvergne","2003",28224600000,31375049684.3913,23674.7265125514,0.00374160157660592,1325255,0.00276255217145227
"FRK1","Auvergne","2004",29524100000,32288909936.0493,24287.5474435905,0.0258850268329063,1329443,0.00316014653783611
"FRK1","Auvergne","2005",30367700000,32593467023.3302,24435.4665847966,0.0060903284512213,1333859,0.00332169186644331
"FRK1","Auvergne","2006",31436900000,32999606136.3098,24670.8688408514,0.00963363049516315,1337594,0.00280014604242277
"FRK1","Auvergne","2007",33007800000,33811978857.1767,25222.3546477556,0.0223537245672934,1340556,0.00221442380871924
"FRK1","Auvergne","2008",32910400000,32931947782.4491,24522.7343372061,-0.0277381045632004,1342915,0.00175971760970821
"FRK1","Auvergne","2009",31916600000,31916600000,23717.8934602386,-0.032820193127745,1345676,0.00205597524787496
"FRK1","Auvergne","2010",32014900000,31679701266.5798,23483.2141370429,-0.00989461073299303,1349036,0.00249688632330516
"FRK1","Auvergne","2011",33704900000,33033529808.1478,24425.9659597335,0.0401457746451944,1352394,0.0024891848697885
"FRK1","Auvergne","2012",33876300000,32830460251.658,24213.2716455412,-0.00870771352677968,1355887,0.00258282719385031
"FRK1","Auvergne","2013",34535400000,33202675692.7996,24430.5101391688,0.00897187694450141,1359066,0.00234459066279122
"FRK1","Auvergne","2014",35017400000,33473498098.0578,24587.2665651482,0.00641642049578184,1361416,0.00172912868102064
"FRK1","Auvergne","2015",35817600000,33845808034.1071,24834.015614061,0.0100356437857374,1362881,0.00107608548746305
"FRK1","Auvergne","2016",36097400000,33947295564.8982,24892.1709644693,0.0023417618524559,1363774,0.00065522962019428
"FRK1","Auvergne","2017",37969200000,35504193662.9559,25984.7561878176,0.0438927253435546,1366347,0.00188667623814503
"FRK1","Auvergne","2018",3.8866e+10,35978085624.7039,26271.2520580393,0.0110255362086505,1369485,0.00229663474944505
"FRK1","Auvergne","2019",39936400000,36553465117.243,26659.4306123671,0.0147757919367605,1371127,0.00119899086152824
"FRK2","Rhône-Alpes","2000",140451400000,165500966667.51,28958.0257473857,NA,5715202,NA
"FRK2","Rhône-Alpes","2001",146009600000,168738138299.218,29249.0530959579,0.0100499720219528,5769012,0.00941524026622331
"FRK2","Rhône-Alpes","2002",148957900000,168535815072.236,28941.4795539248,-0.0105156751920832,5823331,0.00941565037479555
"FRK2","Rhône-Alpes","2003",152904100000,169952077661.109,28915.0986284779,-0.000911526496002215,5877624,0.00932335805744169
"FRK2","Rhône-Alpes","2004",162706700000,177842778012.803,29968.9526925973,0.0364464973009476,5934234,0.00963144290958387
"FRK2","Rhône-Alpes","2005",168250200000,180472979963.565,30116.2645107144,0.00491548101890957,5992542,0.00982569949213327
"FRK2","Rhône-Alpes","2006",178293300000,187149646453.964,30966.3020893753,0.0282251996544424,6043655,0.00852943542156234
"FRK2","Rhône-Alpes","2007",185879500000,190386818085.672,31254.0125913918,0.00929108361683123,6091596,0.00793245147183286
"FRK2","Rhône-Alpes","2008",193691800000,193826312944.362,31538.8482828324,0.009113571916815,6145637,0.00887140250272671
"FRK2","Rhône-Alpes","2009",1.86745e+11,1.86745e+11,30108.6714328048,-0.0453465147871647,6202366,0.00923077624011962
"FRK2","Rhône-Alpes","2010",192370300000,190386818085.672,30427.2427838047,0.0105807176417871,6257117,0.00882743778745079
"FRK2","Rhône-Alpes","2011",200899600000,196861161349.088,31186.6577385241,0.0249583887740097,6312352,0.00882754789466139
"FRK2","Rhône-Alpes","2012",203135300000,196861161349.088,30901.7819120452,-0.00913454172830441,6370544,0.00921875079209778
"FRK2","Rhône-Alpes","2013",205375500000,197468131030.033,30709.4039019263,-0.00622546656585631,6430217,0.00936701795011541
"FRK2","Rhône-Alpes","2014",208929100000,199693781026.238,30779.327088738,0.00227693077452585,6487919,0.00897356963225347
"FRK2","Rhône-Alpes","2015",214100800000,202323982977.001,30962.8303340086,0.00596189919102367,6534415,0.00716655063048722
"FRK2","Rhône-Alpes","2016",219762200000,206572770743.618,31447.4892802017,0.0156529277512725,6568816,0.0052645875721086
"FRK2","Rhône-Alpes","2017",226355400000,211630851418.162,32040.8663486809,0.0188688217107606,6605029,0.00551286563666877
"FRK2","Rhône-Alpes","2018",2.35343e+11,217902871454.596,32801.8131914835,0.0237492592903583,6643013,0.00575076960297979
"FRK2","Rhône-Alpes","2019",242311100000,221747012767.249,33214.4804754265,0.0125806241726352,6676215,0.00499803327195054
"FRL0","Provence-Alpes-Côte d'Azur","2000",100460100000,118413320432.582,25951.0733599861,NA,4562945,NA
"FRL0","Provence-Alpes-Côte d'Azur","2001",105808200000,122223636478.984,26530.3410809922,0.0223215322530432,4606938,0.00964136100698124
"FRL0","Provence-Alpes-Côte d'Azur","2002",108941400000,123396121405.263,26523.8178915573,-0.000245876576366603,4652276,0.0098412437936
"FRL0","Provence-Alpes-Côte d'Azur","2003",113032900000,125594377026.942,26738.7289991395,0.00810257062014359,4697096,0.00963399419982821
"FRL0","Provence-Alpes-Côte d'Azur","2004",119742100000,131016753498.067,27618.238586023,0.0328927222723192,4743849,0.00995359686069861
"FRL0","Provence-Alpes-Côte d'Azur","2005",125581100000,134827069544.468,28136.4589580182,0.0187637010369471,4791899,0.0101289058736903
"FRL0","Provence-Alpes-Côte d'Azur","2006",132127800000,138784005289.384,28676.6031023857,0.0191973035829942,4839625,0.00995972577886137
"FRL0","Provence-Alpes-Côte d'Azur","2007",136885900000,140249446015.593,28778.1726630683,0.00354189651821609,4873466,0.00699248392179146
"FRL0","Provence-Alpes-Côte d'Azur","2008",139190700000,139370200486.34,28524.4839037247,-0.00881531855110419,4885985,0.00256880831835084
"FRL0","Provence-Alpes-Côte d'Azur","2009",136878800000,136878800000,27968.0905971387,-0.0195058150206667,4894106,0.00166210088651521
"FRL0","Provence-Alpes-Côte d'Azur","2010",143060200000,141568456108.02,28846.7032971059,0.0314148260109366,4907613,0.00275985031791302
"FRL0","Provence-Alpes-Côte d'Azur","2011",145947400000,143033896834.229,29037.5632324241,0.00661635173185974,4925823,0.00371056152960716
"FRL0","Provence-Alpes-Côte d'Azur","2012",150183600000,145525297320.57,29430.9900199913,0.0135488912901563,4944628,0.00381763615948035
"FRL0","Provence-Alpes-Côte d'Azur","2013",149878700000,144206381760.508,29023.7895503098,-0.0138357720689967,4968558,0.00483959561770875
"FRL0","Provence-Alpes-Côte d'Azur","2014",1.52004e+11,145378772154.422,29100.7286762343,0.00265089869781231,4995709,0.0054645633602345
"FRL0","Provence-Alpes-Côte d'Azur","2015",155027500000,146551162548.335,29222.832861146,0.00419591503258092,5014954,0.0038523060490513
"FRL0","Provence-Alpes-Côte d'Azur","2016",157144500000,147723552942.249,29389.4695324853,0.00570227644017715,5026411,0.00228456731607109
"FRL0","Provence-Alpes-Côte d'Azur","2017",161647300000,151240818656.355,29997.0107589903,0.0206720718736846,5041863,0.00307416166326232
"FRL0","Provence-Alpes-Côte d'Azur","2018",165988800000,153732219142.696,30386.2632951958,0.0129763775241797,5059267,0.00345189863350115
"FRL0","Provence-Alpes-Côte d'Azur","2019",170235800000,155930474764.375,30745.5663293942,0.0118245218475129,5071641,0.0024458088493847
"FRM0","Corse","2000",4734400000,5580079333.03028,20906.533884702,NA,266906,NA
"FRM0","Corse","2001",5032700000,5816407211.4049,21408.7219394771,0.02402062711804,271684,0.0179014334634665
"FRM0","Corse","2002",5184400000,5873409495.66886,21237.3788533008,-0.0080034243361532,276560,0.0179473211525154
"FRM0","Corse","2003",5426300000,6028156990.42857,21414.4120441512,0.00833592469547732,281500,0.0178623083598496
"FRM0","Corse","2004",5712500000,6248130979.61967,21805.9734118572,0.0182849459933171,286533,0.0178792184724689
"FRM0","Corse","2005",6071800000,6516977574.05864,22348.6482538319,0.0248865222260439,291605,0.0177012769907829
"FRM0","Corse","2006",6508900000,6834602242.59414,23038.1921722694,0.0308539429591375,296664,0.0173488108914456
"FRM0","Corse","2007",6672800000,6834602242.59414,22699.6832905799,-0.0146933786799873,301088,0.014912493595448
"FRM0","Corse","2008",7275900000,7282679899.99242,23930.9147248873,0.0542400269883184,304321,0.0107377245190775
"FRM0","Corse","2009",7486300000,7486300000,24331.1319405624,0.0167238578331022,307684,0.0110508311946924
"FRM0","Corse","2010",7589200000,7510783568.19961,24066.0821179775,-0.0108934439726164,312090,0.0143198866369392
"FRM0","Corse","2011",7984800000,7828502767.88646,24823.0748699519,0.0314547564602896,315372,0.010516197250793
"FRM0","Corse","2012",8091400000,7844762125.91863,24651.0013918061,-0.0069319969039795,318233,0.00907182628768565
"FRM0","Corse","2013",8217300000,7901764410.18259,24523.6473423624,-0.00516628300082075,322210,0.0124971326040983
"FRM0","Corse","2014",8.343e+09,7975120583.63007,24482.4851837312,-0.00167846805397888,325748,0.0109804164985568
"FRM0","Corse","2015",8617400000,8146127436.42195,24770.0533232644,0.0117458720948907,328870,0.00958409568132421
"FRM0","Corse","2016",8736700000,8219483609.86944,24705.6138464412,-0.00260150739210073,332697,0.0116368169793535
"FRM0","Corse","2017",9057700000,8471976315.12488,25158.3576794524,0.0183255447861084,336746,0.0121702329747488
"FRM0","Corse","2018",9395400000,8700079983.33207,25558.0264195064,0.0158861220253812,340405,0.0108657563861189
"FRM0","Corse","2019",9631400000,8822308762.02743,25641.6249455837,0.00327093041947598,344062,0.0107430854423407
"HR02","Panonska Hrvatska","2000",5.287e+09,7730121520.19594,5809.16008245116,NA,1330678,NA
"HR02","Panonska Hrvatska","2001",5793200000,7968385993.60704,6085.32482407179,0.047539530276485,1309443,-0.0159580304175766
"HR02","Panonska Hrvatska","2002",6377700000,8354475252.1898,6406.59000170991,0.052793431234317,1304044,-0.00412312716170158
"HR02","Panonska Hrvatska","2003",6563200000,8469439314.62493,6527.16916708342,0.0188211147180213,1297567,-0.00496685694654475
"HR02","Panonska Hrvatska","2004",7051200000,8683082479.55498,6729.4284570473,0.0309872909352301,1290315,-0.00558892141985732
"HR02","Panonska Hrvatska","2005",7475500000,8872007401.71863,6916.43947241037,0.0277900295035056,1282742,-0.0058691094810182
"HR02","Panonska Hrvatska","2006",8431200000,9586703887.66657,7522.30505522562,0.0875979013814894,1274437,-0.00647441184587392
"HR02","Panonska Hrvatska","2007",9000900000,9783868224.08568,7733.12779678426,0.0280263483082478,1265189,-0.00725653759267818
"HR02","Panonska Hrvatska","2008",9940700000,10128857345.6765,8062.57305943213,0.0426018127858768,1256281,-0.00704084528082366
"HR02","Panonska Hrvatska","2009",9340200000,9340200000,7494.99876022215,-0.0703961744006761,1246191,-0.0080316426022522
"HR02","Panonska Hrvatska","2010",8946400000,8789807127.73465,7120.72372746444,-0.049936637047104,1234398,-0.00946323637387848
"HR02","Panonska Hrvatska","2011",8947400000,8765185819.2536,7169.48149286756,0.00684730475008652,1222569,-0.00958280878614515
"HR02","Panonska Hrvatska","2012",8661300000,8387335974.92632,6926.95969684002,-0.0338269645118424,1210825,-0.00960600178803814
"HR02","Panonska Hrvatska","2013",8571100000,8288753806.71676,6920.33390138983,-0.000956522881634181,1197739,-0.0108075072780955
"HR02","Panonska Hrvatska","2014",8233200000,8017628610.56914,6786.92209286032,-0.0192782328758335,1181335,-0.0136958051795925
"HR02","Panonska Hrvatska","2015",8474600000,8214792946.98825,7073.40071415013,0.0422103889465866,1161364,-0.0169054501898276
"HR02","Panonska Hrvatska","2016",8.794e+09,8428339177.63295,7408.32407708016,0.0473496945055054,1137685,-0.0203889564339862
"HR02","Panonska Hrvatska","2017",9018100000,8494060623.10598,7648.57904670425,0.0324304076231472,1110541,-0.0238589767817981
"HR02","Panonska Hrvatska","2018",9.409e+09,8641982342.563,7953.30560980958,0.0398409379369152,1086590,-0.0215669660102599
"HR02","Panonska Hrvatska","2019",9899800000,8913107538.71062,8359.14687528545,0.051027998342639,1066270,-0.0187007058780221
"HR03","Jadranska Hrvatska (NUTS 2016)","2000",7365600000,11082944018.2459,8043.96588337163,NA,1377796,NA
"HR03","Jadranska Hrvatska (NUTS 2016)","2001",7993800000,11280427016.3798,8243.9194380168,0.0248575836278109,1368333,-0.00686821561392253
"HR03","Jadranska Hrvatska (NUTS 2016)","2002",8.805e+09,11787976777.939,8572.18251333792,0.0398188116452631,1375143,0.00497685870325425
"HR03","Jadranska Hrvatska (NUTS 2016)","2003",9838100000,12817355691.4783,9276.41732766573,0.0821535021252827,1381714,0.00477841213604694
"HR03","Jadranska Hrvatska (NUTS 2016)","2004",10956800000,13606996267.8831,9795.49902770849,0.0559571310461269,1389107,0.00535060077555847
"HR03","Jadranska Hrvatska (NUTS 2016)","2005",11813500000,14044120464.4412,10056.0513828321,0.0265991915661072,1396584,0.00538259471732559
"HR03","Jadranska Hrvatska (NUTS 2016)","2006",12911700000,14650363155.7122,10439.6316759164,0.0381442256489603,1403341,0.00483823386205198
"HR03","Jadranska Hrvatska (NUTS 2016)","2007",14412300000,15595134252.5399,11066.7599492047,0.0600718773187207,1409187,0.00416577296608593
"HR03","Jadranska Hrvatska (NUTS 2016)","2008",15573300000,15736179659.9627,11138.5684526179,0.00648866549403497,1412765,0.00253905265944122
"HR03","Jadranska Hrvatska (NUTS 2016)","2009",14523500000,14523500000,10272.2625217844,-0.0777753384125285,1413856,0.000772244499262085
"HR03","Jadranska Hrvatska (NUTS 2016)","2010",14450800000,14142813394.153,10012.6963161124,-0.0252686499319409,1412488,-0.000967566711178508
"HR03","Jadranska Hrvatska (NUTS 2016)","2011",14394200000,14001767986.7303,9932.39587143304,-0.0080198621973757,1409707,-0.00196886628417374
"HR03","Jadranska Hrvatska (NUTS 2016)","2012",14162700000,13705689197.5949,9742.65832718677,-0.0191028979011979,1406771,-0.00208270229203657
"HR03","Jadranska Hrvatska (NUTS 2016)","2013",14112800000,13691604084.5946,9753.16768752677,0.0010786953608622,1403811,-0.0021041093397575
"HR03","Jadranska Hrvatska (NUTS 2016)","2014",14152500000,13804382127.3067,9864.38075806329,0.0114027641172157,1399417,-0.00313005098264652
"HR03","Jadranska Hrvatska (NUTS 2016)","2015",14515800000,14100460916.442,10127.058771967,0.0266289410705225,1392355,-0.00504638717408749
"HR03","Jadranska Hrvatska (NUTS 2016)","2016",15272200000,14650363155.7122,10587.6033120037,0.0454766334833132,1383728,-0.0061959773190027
"HR03","Jadranska Hrvatska (NUTS 2016)","2017",16248200000,15214447646.6929,11054.3682845402,0.0440859898866194,1376329,-0.00534714915070014
"HR03","Jadranska Hrvatska (NUTS 2016)","2018",17071700000,15454088845.1171,11257.611515651,0.0183857843233801,1372768,-0.00258731742192455
"HR03","Jadranska Hrvatska (NUTS 2016)","2019",17825400000,15820787476.6743,11524.6510919277,0.0237208022239385,1372778,7.28455208746125e-06
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2000",16259400000,23842038821.2431,8025.67147691474,NA,2970722,NA
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2001",17937900000,24734337828.5387,8428.47220899309,0.0501890381679553,2934617,-0.0121536111423418
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2002",19956200000,26308223791.7742,8977.81595762642,0.0651771442097404,2930359,-0.001450955950981
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2003",21187600000,27416001192.7745,9372.29975248821,0.0439398397921811,2925216,-0.001755075060769
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2004",22861200000,28312371450.8267,9693.09309445565,0.0342278149909024,2920881,-0.00148194184634571
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2005",25031800000,29686468230.5903,10181.37565089,0.0503742769904521,2915762,-0.00175255342480574
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2006",27724200000,31305038653.3499,10759.442349618,0.0567768755961247,2909541,-0.0021335760600488
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2007",30032800000,32686384245.4363,11260.9389421595,0.0466099056294812,2902634,-0.00237391396099935
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2008",33017400000,33511557264.6469,11572.3136765016,0.0276508678309553,2895839,-0.00234097719519581
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2009",31168900000,31168900000,10794.4728409167,-0.0672156715873005,2887487,-0.00288413824111078
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2010",31410900000,30945080507.1841,10755.4555710592,-0.0036145600097867,2877152,-0.00357923689353407
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2011",3.1255e+10,31055202875.2111,10834.6225857618,0.00736063797387464,2866293,-0.00377421839374493
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2012",30554500000,30273125534.7415,10603.5243129932,-0.0213296098631376,2855006,-0.00393783887411371
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2013",30420100000,30117127121.6031,10599.1621645621,-0.000411386658090904,2841463,-0.00474359773674731
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2014",29931700000,29825188652.7127,10566.5059124985,-0.00308102202387513,2822616,-0.00663285075329153
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2015",30844900000,30628615234.9549,10947.1226976513,0.036021063945332,2797869,-0.00876739875349676
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2016",32176800000,31671252623.8491,11444.3080004543,0.0454169845844189,2767424,-0.0108814958813297
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2017",33848700000,32688866715.4099,11956.2678455623,0.0447348887401277,2734036,-0.012064649291182
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2018",35805200000,33792374268.0557,12479.2731834703,0.0437431935001465,2707880,-0.00956680892277936
"HR04","Kontinentalna Hrvatska (NUTS 2016)","2019",3.7947e+10,35117715337.5386,13057.3349247829,0.046321747493938,2689501,-0.00678722838530511
"HR05","Grad Zagreb","2000",6975800000,10414763021.3865,13381.476507537,NA,778297,NA
"HR05","Grad Zagreb","2001",7878600000,11042096040.6488,14298.6768991342,0.0685425402107602,772246,-0.00777466699730309
"HR05","Grad Zagreb","2002",8677600000,11685155506.294,15123.0672644554,0.0576550103996736,772671,0.000550342766424171
"HR05","Grad Zagreb","2003",9560700000,12563502902.0167,16251.3377124039,0.0746059267090893,773075,0.00052286160603931
"HR05","Grad Zagreb","2004",10511500000,13206663828.6063,17033.2739988086,0.0481151952068458,775345,0.00293632571225302
"HR05","Grad Zagreb","2005",11820500000,14069284777.946,18107.2342244717,0.063050722118259,776998,0.00213195416234064
"HR05","Grad Zagreb","2006",13081100000,14743695675.4127,18942.3657573604,0.046121429840459,778345,0.00173359519586923
"HR05","Grad Zagreb","2007",14214800000,15527988775.671,19890.9491192933,0.0500773437744593,780656,0.00296912037721062
"HR05","Grad Zagreb","2008",15637400000,15841706015.7744,20234.2345995922,0.01725837607045,782916,0.00289500112725708
"HR05","Grad Zagreb","2009",14806500000,14806500000,18859.8614153972,-0.0679231614831026,785080,0.0027640257703253
"HR05","Grad Zagreb","2010",15845900000,15637769517.5183,19862.0502204549,0.053138715231467,787319,0.00285193865593315
"HR05","Grad Zagreb","2011",15628500000,15684847395.7227,19867.0627819513,0.000252368785736453,789490,0.00275745917474366
"HR05","Grad Zagreb","2012",15289400000,15449559465.6452,19515.9643443209,-0.0176723877849361,791637,0.00271947713080596
"HR05","Grad Zagreb","2013",15019100000,15182920103.7462,19127.7991435043,-0.0198896244104698,793762,0.00268431111734292
"HR05","Grad Zagreb","2014",14995500000,15245622967.3891,19157.9672491806,0.00157718645255263,795785,0.00254862288696108
"HR05","Grad Zagreb","2015",1.5459e+10,15684847395.7227,19672.6758432275,0.0268665556920689,797291,0.00189247095635128
"HR05","Grad Zagreb","2016",16105400000,16218126119.5206,20313.3096603585,0.0325646506980691,798399,0.00138970589157535
"HR05","Grad Zagreb","2017",17088700000,16845459138.7829,21057.192424346,0.0366204609896315,799986,0.00198772794054101
"HR05","Grad Zagreb","2018",18144900000,17488620065.3725,21776.0390696857,0.0341378200309617,803113,0.00390881840432208
"HR05","Grad Zagreb","2019",19252300000,18194382394.6606,22510.3058445401,0.0337190235792965,808269,0.00642001810455067
"HR06","Sjeverna Hrvatska","2000",3996600000,5659853381.93601,6567.88289594975,NA,861747,NA
"HR06","Sjeverna Hrvatska","2001",4266100000,5693688928.92557,6675.46255829985,0.0163796559796222,852928,-0.0102338621428331
"HR06","Sjeverna Hrvatska","2002",4900900000,6235940347.20185,7305.08308756561,0.0943186369134715,853644,0.000839461244090943
"HR06","Sjeverna Hrvatska","2003",5063700000,6364711573.8607,7447.81794655665,0.0195391150627705,854574,0.00108944712315673
"HR06","Sjeverna Hrvatska","2004",5298500000,6412179413.69534,7497.68704661759,0.00669580008786237,855221,0.000757102369133627
"HR06","Sjeverna Hrvatska","2005",5735800000,6744356218.48857,7878.71832556706,0.0508198430503138,856022,0.000936600013329888
"HR06","Sjeverna Hrvatska","2006",6211900000,6967965050.76745,8132.93475851138,0.0322662167169196,856759,0.00086095918095563
"HR06","Sjeverna Hrvatska","2007",6817100000,7374678132.98697,8607.3445538948,0.0583319317650908,856789,3.50156811892259e-05
"HR06","Sjeverna Hrvatska","2008",7439300000,7537382980.68463,8798.7548832355,0.0222380233697155,856642,-0.000171570830157717
"HR06","Sjeverna Hrvatska","2009",7022200000,7022200000,8201.43515187756,-0.0678868475465804,856216,-0.000497290583464271
